year,type,count
2017,SIZE_2_INC_VERY_HIGH,68420
2017,SIZE_3_INC_VERY_HIGH,67187
2017,SIZE_4_INC_VERY_HIGH,64947
2018,SIZE_1_INC_LOW,9397
2018,SIZE_2_INC_LOW,209
2018,SIZE_3_INC_LOW,125
2018,SIZE_4_INC_LOW,10
2018,SIZE_1_INC_MEDIUM,92614
2018,SIZE_2_INC_MEDIUM,5616
2018,SIZE_3_INC_MEDIUM,1879
2018,SIZE_4_INC_MEDIUM,460
2018,SIZE_1_INC_HIGH,18733
2018,SIZE_2_INC_HIGH,43240
2018,SIZE_3_INC_HIGH,6273
2018,SIZE_4_INC_HIGH,5131
2018,SIZE_1_INC_VERY_HIGH,25
2018,SIZE_2_INC_VERY_HIGH,68448
2018,SIZE_3_INC_VERY_HIGH,66733
2018,SIZE_4_INC_VERY_HIGH,63122
2019,SIZE_1_INC_LOW,9997
2019,SIZE_2_INC_LOW,208
2019,SIZE_3_INC_LOW,100
2019,SIZE_4_INC_LOW,7
2019,SIZE_1_INC_MEDIUM,93735
2019,SIZE_2_INC_MEDIUM,5907
2019,SIZE_3_INC_MEDIUM,1912
2019,SIZE_4_INC_MEDIUM,455
2019,SIZE_1_INC_HIGH,19477
2019,SIZE_2_INC_HIGH,43458
2019,SIZE_3_INC_HIGH,6425
2019,SIZE_4_INC_HIGH,4999
2019,SIZE_1_INC_VERY_HIGH,32
2019,SIZE_2_INC_VERY_HIGH,68623
2019,SIZE_3_INC_VERY_HIGH,66138
2019,SIZE_4_INC_VERY_HIGH,61232
2020,SIZE_1_INC_LOW,10632
2020,SIZE_2_INC_LOW,242
2020,SIZE_3_INC_LOW,80
2020,SIZE_4_INC_LOW,10
2020,SIZE_1_INC_MEDIUM,94674
2020,SIZE_2_INC_MEDIUM,6164
2020,SIZE_3_INC_MEDIUM,1954
2020,SIZE_4_INC_MEDIUM,401
2020,SIZE_1_INC_HIGH,20117
2020,SIZE_2_INC_HIGH,43847
2020,SIZE_3_INC_HIGH,6535
2020,SIZE_4_INC_HIGH,5002
2020,SIZE_1_INC_VERY_HIGH,53
2020,SIZE_2_INC_VERY_HIGH,68828
2020,SIZE_3_INC_VERY_HIGH,65416
2020,SIZE_4_INC_VERY_HIGH,59354
2021,SIZE_1_INC_LOW,11293
2021,SIZE_2_INC_LOW,233
2021,SIZE_3_INC_LOW,96
2021,SIZE_4_INC_LOW,11
2021,SIZE_1_INC_MEDIUM,95260
2021,SIZE_2_INC_MEDIUM,6486
2021,SIZE_3_INC_MEDIUM,1939
2021,SIZE_4_INC_MEDIUM,404
2021,SIZE_1_INC_HIGH,20720
2021,SIZE_2_INC_HIGH,44111
2021,SIZE_3_INC_HIGH,6688
2021,SIZE_4_INC_HIGH,4995
2021,SIZE_1_INC_VERY_HIGH,85
2021,SIZE_2_INC_VERY_HIGH,68628
2021,SIZE_3_INC_VERY_HIGH,64687
2021,SIZE_4_INC_VERY_HIGH,57433
2022,SIZE_1_INC_LOW,11901
2022,SIZE_2_INC_LOW,230
2022,SIZE_3_INC_LOW,111
2022,SIZE_4_INC_LOW,14
2022,SIZE_1_INC_MEDIUM,95736
2022,SIZE_2_INC_MEDIUM,6683
2022,SIZE_3_INC_MEDIUM,1933
2022,SIZE_4_INC_MEDIUM,455
2022,SIZE_1_INC_HIGH,21445
2022,SIZE_2_INC_HIGH,44514
2022,SIZE_3_INC_HIGH,6684
2022,SIZE_4_INC_HIGH,4998
2022,SIZE_1_INC_VERY_HIGH,115
2022,SIZE_2_INC_VERY_HIGH,68542
2022,SIZE_3_INC_VERY_HIGH,63644
2022,SIZE_4_INC_VERY_HIGH,55712
2023,SIZE_1_INC_LOW,12529
2023,SIZE_2_INC_LOW,240
2023,SIZE_3_INC_LOW,103
2023,SIZE_4_INC_LOW,14
2023,SIZE_1_INC_MEDIUM,96171
2023,SIZE_2_INC_MEDIUM,6845
2023,SIZE_3_INC_MEDIUM,1895
2023,SIZE_4_INC_MEDIUM,473
2023,SIZE_1_INC_HIGH,21994
2023,SIZE_2_INC_HIGH,44842
2023,SIZE_3_INC_HIGH,6800
2023,SIZE_4_INC_HIGH,4872
2023,SIZE_1_INC_VERY_HIGH,150
2023,SIZE_2_INC_VERY_HIGH,68554
2023,SIZE_3_INC_VERY_HIGH,62612
2023,SIZE_4_INC_VERY_HIGH,54160
2024,SIZE_1_INC_LOW,13194
2024,SIZE_2_INC_LOW,258
2024,SIZE_3_INC_LOW,85
2024,SIZE_4_INC_LOW,12
2024,SIZE_1_INC_MEDIUM,96168
2024,SIZE_2_INC_MEDIUM,6879
2024,SIZE_3_INC_MEDIUM,1675
2024,SIZE_4_INC_MEDIUM,419
2024,SIZE_1_INC_HIGH,22562
2024,SIZE_2_INC_HIGH,45200
2024,SIZE_3_INC_HIGH,6946
2024,SIZE_4_INC_HIGH,4545
2024,SIZE_1_INC_VERY_HIGH,175
2024,SIZE_2_INC_VERY_HIGH,68538
2024,SIZE_3_INC_VERY_HIGH,61812
2024,SIZE_4_INC_VERY_HIGH,53039
2025,SIZE_1_INC_LOW,13815
2025,SIZE_2_INC_LOW,245
2025,SIZE_3_INC_LOW,78
2025,SIZE_4_INC_LOW,13
2025,SIZE_1_INC_MEDIUM,96068
2025,SIZE_2_INC_MEDIUM,6909
2025,SIZE_3_INC_MEDIUM,1392
2025,SIZE_4_INC_MEDIUM,370
2025,SIZE_1_INC_HIGH,22966
2025,SIZE_2_INC_HIGH,45378
2025,SIZE_3_INC_HIGH,6962
2025,SIZE_4_INC_HIGH,4165
2025,SIZE_1_INC_VERY_HIGH,230
2025,SIZE_2_INC_VERY_HIGH,68461
2025,SIZE_3_INC_VERY_HIGH,61009
2025,SIZE_4_INC_VERY_HIGH,52234
2026,SIZE_1_INC_LOW,14148
2026,SIZE_2_INC_LOW,248
2026,SIZE_3_INC_LOW,75
2026,SIZE_4_INC_LOW,7
2026,SIZE_1_INC_MEDIUM,95757
2026,SIZE_2_INC_MEDIUM,6957
2026,SIZE_3_INC_MEDIUM,1239
2026,SIZE_4_INC_MEDIUM,334
2026,SIZE_1_INC_HIGH,23490
2026,SIZE_2_INC_HIGH,45544
2026,SIZE_3_INC_HIGH,6736
2026,SIZE_4_INC_HIGH,3958
2026,SIZE_1_INC_VERY_HIGH,279
2026,SIZE_2_INC_VERY_HIGH,68106
2026,SIZE_3_INC_VERY_HIGH,60440
2026,SIZE_4_INC_VERY_HIGH,51266
2027,SIZE_1_INC_LOW,14565
2027,SIZE_2_INC_LOW,256
2027,SIZE_3_INC_LOW,94
2027,SIZE_4_INC_LOW,7
2027,SIZE_1_INC_MEDIUM,95882
2027,SIZE_2_INC_MEDIUM,7067
2027,SIZE_3_INC_MEDIUM,1169
2027,SIZE_4_INC_MEDIUM,319
2027,SIZE_1_INC_HIGH,23725
2027,SIZE_2_INC_HIGH,45474
2027,SIZE_3_INC_HIGH,6567
2027,SIZE_4_INC_HIGH,3884
2027,SIZE_1_INC_VERY_HIGH,317
2027,SIZE_2_INC_VERY_HIGH,67709
2027,SIZE_3_INC_VERY_HIGH,59503
2027,SIZE_4_INC_VERY_HIGH,50297
2028,SIZE_1_INC_LOW,15083
2028,SIZE_2_INC_LOW,249
2028,SIZE_3_INC_LOW,76
2028,SIZE_4_INC_LOW,9
2028,SIZE_1_INC_MEDIUM,95425
2028,SIZE_2_INC_MEDIUM,7136
2028,SIZE_3_INC_MEDIUM,1157
2028,SIZE_4_INC_MEDIUM,295
2028,SIZE_1_INC_HIGH,24123
2028,SIZE_2_INC_HIGH,45311
2028,SIZE_3_INC_HIGH,6523
2028,SIZE_4_INC_HIGH,3900
2028,SIZE_1_INC_VERY_HIGH,373
2028,SIZE_2_INC_VERY_HIGH,67703
2028,SIZE_3_INC_VERY_HIGH,58364
2028,SIZE_4_INC_VERY_HIGH,49332
2029,SIZE_1_INC_LOW,15611
2029,SIZE_2_INC_LOW,254
2029,SIZE_3_INC_LOW,73
2029,SIZE_4_INC_LOW,6
2029,SIZE_1_INC_MEDIUM,94988
2029,SIZE_2_INC_MEDIUM,7196
2029,SIZE_3_INC_MEDIUM,1156
2029,SIZE_4_INC_MEDIUM,282
2029,SIZE_1_INC_HIGH,24444
2029,SIZE_2_INC_HIGH,45211
2029,SIZE_3_INC_HIGH,6392
2029,SIZE_4_INC_HIGH,3856
2029,SIZE_1_INC_VERY_HIGH,455
2029,SIZE_2_INC_VERY_HIGH,67262
2029,SIZE_3_INC_VERY_HIGH,57408
2029,SIZE_4_INC_VERY_HIGH,48426
2030,SIZE_1_INC_LOW,15865
2030,SIZE_2_INC_LOW,273
2030,SIZE_3_INC_LOW,68
2030,SIZE_4_INC_LOW,9
2030,SIZE_1_INC_MEDIUM,95131
2030,SIZE_2_INC_MEDIUM,7297
2030,SIZE_3_INC_MEDIUM,1133
2030,SIZE_4_INC_MEDIUM,260
2030,SIZE_1_INC_HIGH,24608
2030,SIZE_2_INC_HIGH,45050
2030,SIZE_3_INC_HIGH,6254
2030,SIZE_4_INC_HIGH,3871
2030,SIZE_1_INC_VERY_HIGH,526
2030,SIZE_2_INC_VERY_HIGH,66649
2030,SIZE_3_INC_VERY_HIGH,56299
2030,SIZE_4_INC_VERY_HIGH,47644
2031,SIZE_1_INC_LOW,16331
2031,SIZE_2_INC_LOW,250
2031,SIZE_3_INC_LOW,70
2031,SIZE_4_INC_LOW,8
2031,SIZE_1_INC_MEDIUM,94978
2031,SIZE_2_INC_MEDIUM,7526
2031,SIZE_3_INC_MEDIUM,1107
2031,SIZE_4_INC_MEDIUM,267
2031,SIZE_1_INC_HIGH,24742
2031,SIZE_2_INC_HIGH,44920
2031,SIZE_3_INC_HIGH,6183
2031,SIZE_4_INC_HIGH,3909
2031,SIZE_1_INC_VERY_HIGH,629
2031,SIZE_2_INC_VERY_HIGH,65897
2031,SIZE_3_INC_VERY_HIGH,55137
2031,SIZE_4_INC_VERY_HIGH,46830
2032,SIZE_1_INC_LOW,16564
2032,SIZE_2_INC_LOW,249
2032,SIZE_3_INC_LOW,58
2032,SIZE_4_INC_LOW,9
2032,SIZE_1_INC_MEDIUM,94987
2032,SIZE_2_INC_MEDIUM,7557
2032,SIZE_3_INC_MEDIUM,1108
2032,SIZE_4_INC_MEDIUM,267
2032,SIZE_1_INC_HIGH,24927
2032,SIZE_2_INC_HIGH,44785
2032,SIZE_3_INC_HIGH,6111
2032,SIZE_4_INC_HIGH,4050
2032,SIZE_1_INC_VERY_HIGH,738
2032,SIZE_2_INC_VERY_HIGH,65174
2032,SIZE_3_INC_VERY_HIGH,53906
2032,SIZE_4_INC_VERY_HIGH,45942
2033,SIZE_1_INC_LOW,16840
2033,SIZE_2_INC_LOW,251
2033,SIZE_3_INC_LOW,60
2033,SIZE_4_INC_LOW,11
2033,SIZE_1_INC_MEDIUM,94983
2033,SIZE_2_INC_MEDIUM,7658
2033,SIZE_3_INC_MEDIUM,1137
2033,SIZE_4_INC_MEDIUM,287
2033,SIZE_1_INC_HIGH,25130
2033,SIZE_2_INC_HIGH,44568
2033,SIZE_3_INC_HIGH,5935
2033,SIZE_4_INC_HIGH,4075
2033,SIZE_1_INC_VERY_HIGH,837
2033,SIZE_2_INC_VERY_HIGH,64655
2033,SIZE_3_INC_VERY_HIGH,52807
2033,SIZE_4_INC_VERY_HIGH,45032
2034,SIZE_1_INC_LOW,17110
2034,SIZE_2_INC_LOW,238
2034,SIZE_3_INC_LOW,51
2034,SIZE_4_INC_LOW,6
2034,SIZE_1_INC_MEDIUM,95185
2034,SIZE_2_INC_MEDIUM,7764
2034,SIZE_3_INC_MEDIUM,1151
2034,SIZE_4_INC_MEDIUM,285
2034,SIZE_1_INC_HIGH,25062
2034,SIZE_2_INC_HIGH,44380
2034,SIZE_3_INC_HIGH,5828
2034,SIZE_4_INC_HIGH,4130
2034,SIZE_1_INC_VERY_HIGH,943
2034,SIZE_2_INC_VERY_HIGH,64179
2034,SIZE_3_INC_VERY_HIGH,51592
2034,SIZE_4_INC_VERY_HIGH,44186
2035,SIZE_1_INC_LOW,17335
2035,SIZE_2_INC_LOW,251
2035,SIZE_3_INC_LOW,47
2035,SIZE_4_INC_LOW,5
2035,SIZE_1_INC_MEDIUM,95230
2035,SIZE_2_INC_MEDIUM,7834
2035,SIZE_3_INC_MEDIUM,1156
2035,SIZE_4_INC_MEDIUM,288
2035,SIZE_1_INC_HIGH,25130
2035,SIZE_2_INC_HIGH,44157
2035,SIZE_3_INC_HIGH,5660
2035,SIZE_4_INC_HIGH,4174
2035,SIZE_1_INC_VERY_HIGH,1054
2035,SIZE_2_INC_VERY_HIGH,63717
2035,SIZE_3_INC_VERY_HIGH,50497
2035,SIZE_4_INC_VERY_HIGH,43277
2036,SIZE_1_INC_LOW,17327
2036,SIZE_2_INC_LOW,249
2036,SIZE_3_INC_LOW,56
2036,SIZE_4_INC_LOW,6
2036,SIZE_1_INC_MEDIUM,95308
2036,SIZE_2_INC_MEDIUM,7935
2036,SIZE_3_INC_MEDIUM,1156
2036,SIZE_4_INC_MEDIUM,280
2036,SIZE_1_INC_HIGH,25191
2036,SIZE_2_INC_HIGH,43921
2036,SIZE_3_INC_HIGH,5594
2036,SIZE_4_INC_HIGH,4188
2036,SIZE_1_INC_VERY_HIGH,1153
2036,SIZE_2_INC_VERY_HIGH,63287
2036,SIZE_3_INC_VERY_HIGH,49515
2036,SIZE_4_INC_VERY_HIGH,42337
2037,SIZE_1_INC_LOW,17592
2037,SIZE_2_INC_LOW,248
2037,SIZE_3_INC_LOW,50
2037,SIZE_4_INC_LOW,6
2037,SIZE_1_INC_MEDIUM,95405
2037,SIZE_2_INC_MEDIUM,7926
2037,SIZE_3_INC_MEDIUM,1216
2037,SIZE_4_INC_MEDIUM,289
2037,SIZE_1_INC_HIGH,25041
2037,SIZE_2_INC_HIGH,43597
2037,SIZE_3_INC_HIGH,5579
2037,SIZE_4_INC_HIGH,4107
2037,SIZE_1_INC_VERY_HIGH,1233
2037,SIZE_2_INC_VERY_HIGH,62650
2037,SIZE_3_INC_VERY_HIGH,48526
2037,SIZE_4_INC_VERY_HIGH,41454
2038,SIZE_1_INC_LOW,17885
2038,SIZE_2_INC_LOW,241
2038,SIZE_3_INC_LOW,51
2038,SIZE_4_INC_LOW,8
2038,SIZE_1_INC_MEDIUM,95150
2038,SIZE_2_INC_MEDIUM,7973
2038,SIZE_3_INC_MEDIUM,1215
2038,SIZE_4_INC_MEDIUM,299
2038,SIZE_1_INC_HIGH,24931
2038,SIZE_2_INC_HIGH,43378
2038,SIZE_3_INC_HIGH,5573
2038,SIZE_4_INC_HIGH,4033
2038,SIZE_1_INC_VERY_HIGH,1331
2038,SIZE_2_INC_VERY_HIGH,62269
2038,SIZE_3_INC_VERY_HIGH,47575
2038,SIZE_4_INC_VERY_HIGH,40632
2039,SIZE_1_INC_LOW,18024
2039,SIZE_2_INC_LOW,237
2039,SIZE_3_INC_LOW,53
2039,SIZE_4_INC_LOW,6
2039,SIZE_1_INC_MEDIUM,95066
2039,SIZE_2_INC_MEDIUM,8036
2039,SIZE_3_INC_MEDIUM,1185
2039,SIZE_4_INC_MEDIUM,304
2039,SIZE_1_INC_HIGH,24790
2039,SIZE_2_INC_HIGH,43165
2039,SIZE_3_INC_HIGH,5563
2039,SIZE_4_INC_HIGH,4028
2039,SIZE_1_INC_VERY_HIGH,1395
2039,SIZE_2_INC_VERY_HIGH,61752
2039,SIZE_3_INC_VERY_HIGH,46663
2039,SIZE_4_INC_VERY_HIGH,39740
2040,SIZE_1_INC_LOW,18140
2040,SIZE_2_INC_LOW,247
2040,SIZE_3_INC_LOW,54
2040,SIZE_4_INC_LOW,8
2040,SIZE_1_INC_MEDIUM,94757
2040,SIZE_2_INC_MEDIUM,8103
2040,SIZE_3_INC_MEDIUM,1207
2040,SIZE_4_INC_MEDIUM,285
2040,SIZE_1_INC_HIGH,24650
2040,SIZE_2_INC_HIGH,42742
2040,SIZE_3_INC_HIGH,5457
2040,SIZE_4_INC_HIGH,3929
2040,SIZE_1_INC_VERY_HIGH,1499
2040,SIZE_2_INC_VERY_HIGH,61452
2040,SIZE_3_INC_VERY_HIGH,45788
2040,SIZE_4_INC_VERY_HIGH,38933
2041,SIZE_1_INC_LOW,18426
2041,SIZE_2_INC_LOW,219
2041,SIZE_3_INC_LOW,54
2041,SIZE_4_INC_LOW,10
2041,SIZE_1_INC_MEDIUM,94519
2041,SIZE_2_INC_MEDIUM,8186
2041,SIZE_3_INC_MEDIUM,1137
2041,SIZE_4_INC_MEDIUM,271
2041,SIZE_1_INC_HIGH,24591
2041,SIZE_2_INC_HIGH,42378
2041,SIZE_3_INC_HIGH,5484
2041,SIZE_4_INC_HIGH,3852
2041,SIZE_1_INC_VERY_HIGH,1643
2041,SIZE_2_INC_VERY_HIGH,60920
2041,SIZE_3_INC_VERY_HIGH,45008
2041,SIZE_4_INC_VERY_HIGH,38244
2042,SIZE_1_INC_LOW,18561
2042,SIZE_2_INC_LOW,233
2042,SIZE_3_INC_LOW,59
2042,SIZE_4_INC_LOW,5
2042,SIZE_1_INC_MEDIUM,94408
2042,SIZE_2_INC_MEDIUM,8079
2042,SIZE_3_INC_MEDIUM,1108
2042,SIZE_4_INC_MEDIUM,272
2042,SIZE_1_INC_HIGH,24508
2042,SIZE_2_INC_HIGH,42313
2042,SIZE_3_INC_HIGH,5433
2042,SIZE_4_INC_HIGH,3751
2042,SIZE_1_INC_VERY_HIGH,1723
2042,SIZE_2_INC_VERY_HIGH,60240
2042,SIZE_3_INC_VERY_HIGH,44195
2042,SIZE_4_INC_VERY_HIGH,37601
2043,SIZE_1_INC_LOW,18816
2043,SIZE_2_INC_LOW,231
2043,SIZE_3_INC_LOW,61
2043,SIZE_4_INC_LOW,7
2043,SIZE_1_INC_MEDIUM,94211
2043,SIZE_2_INC_MEDIUM,8027
2043,SIZE_3_INC_MEDIUM,1074
2043,SIZE_4_INC_MEDIUM,251
2043,SIZE_1_INC_HIGH,24389
2043,SIZE_2_INC_HIGH,42099
2043,SIZE_3_INC_HIGH,5271
2043,SIZE_4_INC_HIGH,3624
2043,SIZE_1_INC_VERY_HIGH,1750
2043,SIZE_2_INC_VERY_HIGH,59850
2043,SIZE_3_INC_VERY_HIGH,43398
2043,SIZE_4_INC_VERY_HIGH,36966
2044,SIZE_1_INC_LOW,18891
2044,SIZE_2_INC_LOW,218
2044,SIZE_3_INC_LOW,56
2044,SIZE_4_INC_LOW,8
2044,SIZE_1_INC_MEDIUM,94104
2044,SIZE_2_INC_MEDIUM,8016
2044,SIZE_3_INC_MEDIUM,1062
2044,SIZE_4_INC_MEDIUM,242
2044,SIZE_1_INC_HIGH,24253
2044,SIZE_2_INC_HIGH,41779
2044,SIZE_3_INC_HIGH,5235
2044,SIZE_4_INC_HIGH,3492
2044,SIZE_1_INC_VERY_HIGH,1839
2044,SIZE_2_INC_VERY_HIGH,59241
2044,SIZE_3_INC_VERY_HIGH,42661
2044,SIZE_4_INC_VERY_HIGH,36296
2045,SIZE_1_INC_LOW,18930
2045,SIZE_2_INC_LOW,210
2045,SIZE_3_INC_LOW,49
2045,SIZE_4_INC_LOW,10
2045,SIZE_1_INC_MEDIUM,93763
2045,SIZE_2_INC_MEDIUM,7958
2045,SIZE_3_INC_MEDIUM,1047
2045,SIZE_4_INC_MEDIUM,222
2045,SIZE_1_INC_HIGH,24343
2045,SIZE_2_INC_HIGH,41420
2045,SIZE_3_INC_HIGH,5218
2045,SIZE_4_INC_HIGH,3318
2045,SIZE_1_INC_VERY_HIGH,1913
2045,SIZE_2_INC_VERY_HIGH,58777
2045,SIZE_3_INC_VERY_HIGH,42024
2045,SIZE_4_INC_VERY_HIGH,35611
2046,SIZE_1_INC_LOW,19131
2046,SIZE_2_INC_LOW,197
2046,SIZE_3_INC_LOW,50
2046,SIZE_4_INC_LOW,6
2046,SIZE_1_INC_MEDIUM,93509
2046,SIZE_2_INC_MEDIUM,7975
2046,SIZE_3_INC_MEDIUM,1031
2046,SIZE_4_INC_MEDIUM,225
2046,SIZE_1_INC_HIGH,24097
2046,SIZE_2_INC_HIGH,41185
2046,SIZE_3_INC_HIGH,5089
2046,SIZE_4_INC_HIGH,3220
2046,SIZE_1_INC_VERY_HIGH,1995
2046,SIZE_2_INC_VERY_HIGH,58120
2046,SIZE_3_INC_VERY_HIGH,41284
2046,SIZE_4_INC_VERY_HIGH,34998
2047,SIZE_1_INC_LOW,19194
2047,SIZE_2_INC_LOW,190
2047,SIZE_3_INC_LOW,55
2047,SIZE_4_INC_LOW,4
2047,SIZE_1_INC_MEDIUM,93306
2047,SIZE_2_INC_MEDIUM,7988
2047,SIZE_3_INC_MEDIUM,989
2047,SIZE_4_INC_MEDIUM,211
2047,SIZE_1_INC_HIGH,24030
2047,SIZE_2_INC_HIGH,40660
2047,SIZE_3_INC_HIGH,5030
2047,SIZE_4_INC_HIGH,3143
2047,SIZE_1_INC_VERY_HIGH,2103
2047,SIZE_2_INC_VERY_HIGH,57535
2047,SIZE_3_INC_VERY_HIGH,40624
2047,SIZE_4_INC_VERY_HIGH,34372
2048,SIZE_1_INC_LOW,19221
2048,SIZE_2_INC_LOW,199
2048,SIZE_3_INC_LOW,45
2048,SIZE_4_INC_LOW,5
2048,SIZE_1_INC_MEDIUM,93121
2048,SIZE_2_INC_MEDIUM,7895
2048,SIZE_3_INC_MEDIUM,970
2048,SIZE_4_INC_MEDIUM,199
2048,SIZE_1_INC_HIGH,23953
2048,SIZE_2_INC_HIGH,40203
2048,SIZE_3_INC_HIGH,4906
2048,SIZE_4_INC_HIGH,3128
2048,SIZE_1_INC_VERY_HIGH,2187
2048,SIZE_2_INC_VERY_HIGH,57038
2048,SIZE_3_INC_VERY_HIGH,40006
2048,SIZE_4_INC_VERY_HIGH,33683
2049,SIZE_1_INC_LOW,19320
2049,SIZE_2_INC_LOW,207
2049,SIZE_3_INC_LOW,44
2049,SIZE_4_INC_LOW,3
2049,SIZE_1_INC_MEDIUM,92645
2049,SIZE_2_INC_MEDIUM,7778
2049,SIZE_3_INC_MEDIUM,964
2049,SIZE_4_INC_MEDIUM,211
2049,SIZE_1_INC_HIGH,23765
2049,SIZE_2_INC_HIGH,39883
2049,SIZE_3_INC_HIGH,4801
2049,SIZE_4_INC_HIGH,3080
2049,SIZE_1_INC_VERY_HIGH,2286
