year,age,men,women
2033,63,6697,8529
2033,64,5862,6595
2033,65,5248,6322
2033,66,5373,6712
2033,67,5111,6775
2033,68,4999,6177
2033,69,5061,6121
2033,70,3854,4533
2033,71,5097,6687
2033,72,4574,6385
2033,73,4098,5385
2033,74,4443,5077
2033,75,4257,5506
2033,76,4108,5713
2033,77,4280,6524
2033,78,4152,5897
2033,79,4122,5814
2033,80,4001,5698
2033,81,3749,6069
2033,82,3486,5239
2033,83,3657,4776
2033,84,3040,5302
2033,85,3241,5421
2033,86,2949,4567
2033,87,3011,4503
2033,88,2839,4518
2033,89,2003,3770
2033,90,991,1759
2033,91,810,1565
2033,92,773,1596
2033,93,599,1244
2033,94,416,979
2033,95,344,783
2033,96,187,541
2033,97,133,343
2033,98,99,232
2033,99,61,208
2033,100,105,355
2034,0,1885,1791
2034,1,2027,1953
2034,2,2051,2005
2034,3,2221,2101
2034,4,2232,2162
2034,5,2343,2275
2034,6,2418,2327
2034,7,2504,2319
2034,8,2389,2326
2034,9,2366,2347
2034,10,2348,2169
2034,11,2281,2304
2034,12,2295,2155
2034,13,2333,2223
2034,14,2389,2314
2034,15,2434,2340
2034,16,2439,2343
2034,17,2579,2462
2034,18,2609,2472
2034,19,2598,2564
2034,20,2807,2703
2034,21,2841,2649
2034,22,2818,2678
2034,23,2828,2729
2034,24,3076,2906
2034,25,4588,4311
2034,26,3823,4057
2034,27,3278,2663
2034,28,1986,1960
2034,29,2049,1760
2034,30,1761,2050
2034,31,2159,2195
2034,32,2649,2603
2034,33,2192,2691
2034,34,2899,3019
2034,35,4765,4855
2034,36,4678,4876
2034,37,4913,5744
2034,38,5390,5690
2034,39,5943,6129
2034,40,5528,5741
2034,41,5331,5191
2034,42,5632,5637
2034,43,4459,4606
2034,44,3235,3332
2034,45,3568,4812
2034,46,3902,4453
2034,47,3896,4267
2034,48,4438,4368
2034,49,5197,5322
2034,50,4878,5601
2034,51,5897,4847
2034,52,4940,4869
2034,53,4709,5914
2034,54,4501,6221
2034,55,5448,6618
2034,56,5338,5585
2034,57,6283,6362
2034,58,6242,7267
2034,59,6055,7627
2034,60,6088,7689
2034,61,7595,7464
2034,62,7091,6878
2034,63,6958,7912
2034,64,6652,8501
2034,65,5801,6582
2034,66,5195,6304
2034,67,5304,6698
2034,68,5050,6748
2034,69,4930,6158
2034,70,4982,6067
2034,71,3795,4508
2034,72,4999,6638
2034,73,4474,6347
2034,74,4009,5322
2034,75,4316,5028
2034,76,4144,5424
2034,77,3941,5603
2034,78,4112,6379
2034,79,3949,5734
2034,80,3907,5618
2034,81,3794,5480
2034,82,3471,5806
2034,83,3202,4954
2034,84,3335,4497
2034,85,2732,4952
2034,86,2919,5005
2034,87,2595,4133
2034,88,2600,4039
2034,89,2394,3971
2034,90,1656,3210
2034,91,815,1504
2034,92,607,1272
2034,93,601,1280
2034,94,447,961
2034,95,301,722
2034,96,223,597
2034,97,129,401
2034,98,87,248
2034,99,54,163
2034,100,105,352
2035,0,1803,1705
2035,1,1898,1804
2035,2,2043,1963
2035,3,2063,2017
2035,4,2232,2113
2035,5,2246,2173
2035,6,2362,2286
2035,7,2437,2335
2035,8,2515,2334
2035,9,2406,2334
2035,10,2374,2356
2035,11,2352,2182
2035,12,2295,2313
2035,13,2304,2168
2035,14,2341,2239
2035,15,2398,2330
2035,16,2449,2349
2035,17,2458,2358
2035,18,2596,2477
2035,19,2627,2482
2035,20,2619,2583
2035,21,2821,2721
2035,22,2861,2658
2035,23,2840,2692
2035,24,2842,2745
2035,25,3098,2934
2035,26,4602,4334
2035,27,3832,4067
2035,28,3295,2668
2035,29,1998,1966
2035,30,2056,1775
2035,31,1772,2056
2035,32,2175,2210
2035,33,2658,2611
2035,34,2210,2708
2035,35,2922,3048
2035,36,4791,4888
2035,37,4711,4905
2035,38,4942,5777
2035,39,5417,5723
2035,40,5968,6156
2035,41,5552,5769
2035,42,5349,5214
2035,43,5647,5662
2035,44,4470,4624
2035,45,3255,3352
2035,46,3577,4832
2035,47,3911,4475
2035,48,3909,4280
2035,49,4450,4381
2035,50,5211,5355
2035,51,4893,5623
2035,52,5904,4866
2035,53,4944,4894
2035,54,4707,5936
2035,55,4502,6244
2035,56,5447,6624
2035,57,5330,5588
2035,58,6273,6377
2035,59,6236,7276
2035,60,6026,7618
2035,61,6068,7677
2035,62,7537,7447
2035,63,7045,6880
2035,64,6882,7904
2035,65,6595,8477
2035,66,5734,6556
2035,67,5125,6291
2035,68,5215,6655
2035,69,4975,6706
2035,70,4855,6120
2035,71,4869,5996
2035,72,3723,4480
2035,73,4897,6596
2035,74,4357,6263
2035,75,3906,5251
2035,76,4187,4944
2035,77,3984,5300
2035,78,3791,5468
2035,79,3946,6189
2035,80,3740,5570
2035,81,3656,5420
2035,82,3539,5229
2035,83,3210,5481
2035,84,2937,4634
2035,85,2987,4208
2035,86,2419,4564
2035,87,2518,4528
2035,88,2277,3748
2035,89,2195,3567
2035,90,2012,3432
2035,91,1339,2729
2035,92,639,1240
2035,93,464,1018
2035,94,456,988
2035,95,336,726
2035,96,213,536
2035,97,165,429
2035,98,86,291
2035,99,55,171
2035,100,87,309
2036,0,1710,1554
2036,1,1807,1712
2036,2,1910,1815
2036,3,2052,1975
2036,4,2074,2034
2036,5,2245,2121
2036,6,2259,2187
2036,7,2377,2304
2036,8,2445,2350
2036,9,2529,2344
2036,10,2419,2345
2036,11,2390,2369
2036,12,2363,2190
2036,13,2307,2327
2036,14,2311,2178
2036,15,2348,2253
2036,16,2417,2338
2036,17,2465,2365
2036,18,2478,2373
2036,19,2611,2494
2036,20,2644,2500
2036,21,2632,2599
2036,22,2835,2741
2036,23,2867,2665
2036,24,2852,2706
2036,25,2862,2751
2036,26,3127,2952
2036,27,4614,4357
2036,28,3848,4079
2036,29,3304,2676
2036,30,2007,1972
2036,31,2066,1786
2036,32,1779,2065
2036,33,2193,2222
2036,34,2666,2625
2036,35,2231,2725
2036,36,2944,3074
2036,37,4811,4913
2036,38,4737,4936
2036,39,4975,5806
2036,40,5438,5750
2036,41,5997,6182
2036,42,5575,5797
2036,43,5367,5237
2036,44,5673,5683
2036,45,4473,4646
2036,46,3259,3375
2036,47,3590,4847
2036,48,3918,4484
2036,49,3924,4294
2036,50,4463,4403
2036,51,5223,5371
2036,52,4907,5631
2036,53,5900,4871
2036,54,4918,4909
2036,55,4709,5961
2036,56,4503,6265
2036,57,5450,6631
2036,58,5316,5602
2036,59,6270,6369
2036,60,6218,7268
2036,61,6007,7620
2036,62,6048,7671
2036,63,7488,7444
2036,64,6968,6866
2036,65,6834,7885
2036,66,6517,8428
2036,67,5674,6515
2036,68,5075,6262
2036,69,5136,6621
2036,70,4876,6651
2036,71,4775,6070
2036,72,4796,5955
2036,73,3656,4448
2036,74,4791,6501
2036,75,4230,6180
2036,76,3779,5169
2036,77,4024,4862
2036,78,3828,5196
2036,79,3631,5326
2036,80,3740,6011
2036,81,3517,5359
2036,82,3430,5199
2036,83,3286,4953
2036,84,2889,5169
2036,85,2630,4334
2036,86,2658,3873
2036,87,2147,4154
2036,88,2188,4102
2036,89,1953,3331
2036,90,1798,3063
2036,91,1635,2858
2036,92,1045,2249
2036,93,502,989
2036,94,354,819
2036,95,338,746
2036,96,235,547
2036,97,153,393
2036,98,98,300
2036,99,53,197
2036,100,72,295
2037,0,1642,1614
2037,1,1720,1561
2037,2,1816,1721
2037,3,1924,1824
2037,4,2064,1985
2037,5,2078,2049
2037,6,2257,2131
2037,7,2268,2197
2037,8,2394,2314
2037,9,2468,2364
2037,10,2545,2356
2037,11,2429,2358
2037,12,2396,2375
2037,13,2372,2207
2037,14,2320,2338
2037,15,2325,2190
2037,16,2364,2273
2037,17,2431,2350
2037,18,2477,2385
2037,19,2491,2378
2037,20,2628,2508
2037,21,2652,2515
2037,22,2639,2612
2037,23,2851,2760
2037,24,2884,2680
2037,25,2868,2718
2037,26,2877,2768
2037,27,3157,2975
2037,28,4629,4381
2037,29,3865,4096
2037,30,3311,2687
2037,31,2019,1978
2037,32,2077,1795
2037,33,1795,2073
2037,34,2200,2228
2037,35,2676,2636
2037,36,2249,2735
2037,37,2968,3105
2037,38,4828,4938
2037,39,4760,4967
2037,40,5003,5840
2037,41,5462,5783
2037,42,6026,6215
2037,43,5603,5816
2037,44,5384,5267
2037,45,5687,5713
2037,46,4482,4661
2037,47,3267,3395
2037,48,3599,4872
2037,49,3928,4495
2037,50,3936,4296
2037,51,4488,4424
2037,52,5234,5393
2037,53,4908,5634
2037,54,5900,4880
2037,55,4905,4926
2037,56,4704,5974
2037,57,4497,6275
2037,58,5451,6642
2037,59,5298,5619
2037,60,6257,6379
2037,61,6195,7278
2037,62,5956,7628
2037,63,6025,7677
2037,64,7416,7435
2037,65,6913,6855
2037,66,6760,7851
2037,67,6447,8398
2037,68,5578,6481
2037,69,5011,6245
2037,70,5049,6583
2037,71,4781,6596
2037,72,4705,6006
2037,73,4695,5887
2037,74,3565,4405
2037,75,4662,6406
2037,76,4117,6091
2037,77,3656,5063
2037,78,3858,4742
2037,79,3646,5074
2037,80,3433,5159
2037,81,3513,5801
2037,82,3275,5151
2037,83,3163,4937
2037,84,3005,4664
2037,85,2606,4834
2037,86,2359,4024
2037,87,2330,3514
2037,88,1824,3746
2037,89,1857,3635
2037,90,1648,2867
2037,91,1493,2597
2037,92,1288,2377
2037,93,792,1791
2037,94,372,772
2037,95,271,619
2037,96,240,548
2037,97,155,392
2037,98,104,291
2037,99,77,202
2037,100,76,297
2038,0,1629,1411
2038,1,1655,1624
2038,2,1729,1573
2038,3,1825,1736
2038,4,1933,1835
2038,5,2080,2003
2038,6,2090,2065
2038,7,2269,2138
2038,8,2280,2209
2038,9,2403,2321
2038,10,2483,2380
2038,11,2558,2372
2038,12,2442,2374
2038,13,2410,2384
2038,14,2394,2219
2038,15,2328,2347
2038,16,2336,2199
2038,17,2381,2282
2038,18,2442,2362
2038,19,2491,2402
2038,20,2503,2388
2038,21,2647,2519
2038,22,2669,2529
2038,23,2654,2630
2038,24,2866,2773
2038,25,2893,2699
2038,26,2878,2731
2038,27,2890,2785
2038,28,3179,3007
2038,29,4648,4402
2038,30,3885,4110
2038,31,3316,2698
2038,32,2031,1986
2038,33,2087,1811
2038,34,1802,2081
2038,35,2213,2237
2038,36,2685,2648
2038,37,2266,2753
2038,38,2991,3136
2038,39,4857,4967
2038,40,4785,4994
2038,41,5025,5871
2038,42,5487,5814
2038,43,6038,6240
2038,44,5622,5843
2038,45,5402,5294
2038,46,5704,5733
2038,47,4488,4688
2038,48,3276,3415
2038,49,3615,4888
2038,50,3944,4516
2038,51,3943,4307
2038,52,4498,4438
2038,53,5243,5402
2038,54,4914,5646
2038,55,5903,4896
2038,56,4899,4941
2038,57,4697,5978
2038,58,4498,6290
2038,59,5442,6654
2038,60,5289,5634
2038,61,6233,6383
2038,62,6166,7267
2038,63,5916,7630
2038,64,5978,7668
2038,65,7347,7415
2038,66,6840,6828
2038,67,6679,7797
2038,68,6370,8362
2038,69,5507,6425
2038,70,4931,6202
2038,71,4947,6539
2038,72,4682,6536
2038,73,4618,5938
2038,74,4574,5805
2038,75,3485,4363
2038,76,4522,6312
2038,77,3959,5981
2038,78,3513,4939
2038,79,3692,4611
2038,80,3469,4933
2038,81,3244,4971
2038,82,3274,5568
2038,83,3028,4884
2038,84,2917,4636
2038,85,2724,4346
2038,86,2343,4439
2038,87,2057,3665
2038,88,2026,3168
2038,89,1548,3290
2038,90,1545,3104
2038,91,1372,2433
2038,92,1183,2145
2038,93,989,1896
2038,94,590,1403
2038,95,279,590
2038,96,198,462
2038,97,162,390
2038,98,110,275
2038,99,65,185
2038,100,88,313
2039,0,1565,1463
2039,1,1637,1419
2039,2,1670,1635
2039,3,1740,1584
2039,4,1838,1746
2039,5,1944,1845
2039,6,2093,2008
2039,7,2106,2075
2039,8,2280,2151
2039,9,2292,2217
2039,10,2420,2335
2039,11,2497,2391
2039,12,2577,2395
2039,13,2459,2381
2039,14,2418,2392
2039,15,2409,2222
2039,16,2338,2358
2039,17,2352,2223
2039,18,2390,2292
2039,19,2454,2372
2039,20,2505,2413
2039,21,2519,2397
2039,22,2662,2537
2039,23,2688,2538
2039,24,2661,2642
2039,25,2878,2788
2039,26,2911,2719
2039,27,2893,2753
2039,28,2906,2801
2039,29,3203,3037
2039,30,4674,4422
2039,31,3900,4125
2039,32,3329,2712
2039,33,2045,1998
2039,34,2095,1819
2039,35,1810,2095
2039,36,2222,2253
2039,37,2699,2656
2039,38,2284,2774
2039,39,3005,3163
2039,40,4887,4985
2039,41,4817,5027
2039,42,5041,5917
2039,43,5520,5845
2039,44,6059,6272
2039,45,5649,5867
2039,46,5432,5327
2039,47,5710,5753
2039,48,4498,4700
2039,49,3290,3433
2039,50,3619,4906
2039,51,3951,4534
2039,52,3937,4321
2039,53,4505,4462
2039,54,5233,5434
2039,55,4916,5660
2039,56,5891,4914
2039,57,4887,4958
2039,58,4682,5987
2039,59,4482,6303
2039,60,5427,6654
2039,61,5275,5649
2039,62,6198,6408
2039,63,6121,7272
2039,64,5872,7636
2039,65,5944,7670
2039,66,7278,7401
2039,67,6746,6805
2039,68,6604,7764
2039,69,6293,8307
2039,70,5433,6391
2039,71,4842,6166
2039,72,4851,6455
2039,73,4558,6475
2039,74,4500,5878
2039,75,4468,5720
2039,76,3378,4306
2039,77,4371,6222
2039,78,3777,5824
2039,79,3334,4794
2039,80,3520,4444
2039,81,3252,4772
2039,82,3072,4778
2039,83,3035,5269
2039,84,2747,4626
2039,85,2619,4297
2039,86,2417,4005
2039,87,2058,4012
2039,88,1800,3263
2039,89,1732,2780
2039,90,1262,2828
2039,91,1244,2635
2039,92,1094,1988
2039,93,924,1731
2039,94,728,1480
2039,95,437,1074
2039,96,194,452
2039,97,133,351
2039,98,103,275
2039,99,74,191
2039,100,97,331
2040,0,1574,1471
2040,1,1568,1465
2040,2,1647,1430
2040,3,1676,1638
2040,4,1750,1595
2040,5,1847,1759
2040,6,1955,1850
2040,7,2107,2028
2040,8,2118,2086
2040,9,2288,2162
2040,10,2309,2225
2040,11,2433,2346
2040,12,2515,2403
2040,13,2585,2406
2040,14,2475,2390
2040,15,2427,2405
2040,16,2422,2236
2040,17,2350,2374
2040,18,2366,2233
2040,19,2398,2303
2040,20,2467,2393
2040,21,2522,2421
2040,22,2539,2410
2040,23,2674,2550
2040,24,2705,2557
2040,25,2683,2663
2040,26,2891,2815
2040,27,2936,2737
2040,28,2909,2769
2040,29,2924,2818
2040,30,3235,3073
2040,31,4689,4444
2040,32,3919,4132
2040,33,3341,2716
2040,34,2050,2005
2040,35,2105,1840
2040,36,1824,2111
2040,37,2234,2262
2040,38,2705,2666
2040,39,2292,2792
2040,40,3030,3194
2040,41,4920,5011
2040,42,4838,5059
2040,43,5060,5937
2040,44,5537,5877
2040,45,6085,6292
2040,46,5677,5881
2040,47,5450,5346
2040,48,5726,5774
2040,49,4503,4723
2040,50,3304,3466
2040,51,3624,4927
2040,52,3953,4549
2040,53,3948,4345
2040,54,4511,4480
2040,55,5220,5445
2040,56,4929,5674
2040,57,5871,4940
2040,58,4871,4975
2040,59,4676,5991
2040,60,4466,6314
2040,61,5402,6648
2040,62,5251,5670
2040,63,6147,6402
2040,64,6066,7272
2040,65,5827,7614
2040,66,5895,7644
2040,67,7227,7403
2040,68,6669,6774
2040,69,6527,7746
2040,70,6207,8260
2040,71,5340,6342
2040,72,4727,6124
2040,73,4744,6384
2040,74,4432,6405
2040,75,4375,5797
2040,76,4325,5609
2040,77,3272,4233
2040,78,4198,6068
2040,79,3602,5647
2040,80,3185,4626
2040,81,3311,4293
2040,82,3058,4531
2040,83,2850,4549
2040,84,2758,4954
2040,85,2474,4318
2040,86,2323,3950
2040,87,2118,3628
2040,88,1780,3572
2040,89,1539,2876
2040,90,1435,2420
2040,91,1039,2383
2040,92,974,2198
2040,93,827,1593
2040,94,710,1346
2040,95,531,1146
2040,96,314,769
2040,97,126,340
2040,98,81,241
2040,99,61,173
2040,100,94,315
2041,0,1531,1500
2041,1,1587,1475
2041,2,1581,1474
2041,3,1655,1445
2041,4,1691,1648
2041,5,1762,1612
2041,6,1866,1771
2041,7,1972,1863
2041,8,2118,2038
2041,9,2135,2101
2041,10,2304,2173
2041,11,2321,2238
2041,12,2453,2362
2041,13,2526,2415
2041,14,2607,2428
2041,15,2490,2399
2041,16,2440,2418
2041,17,2435,2251
2041,18,2368,2381
2041,19,2376,2258
2041,20,2415,2323
2041,21,2479,2403
2041,22,2532,2446
2041,23,2549,2420
2041,24,2689,2567
2041,25,2721,2575
2041,26,2701,2673
2041,27,2899,2834
2041,28,2946,2751
2041,29,2932,2785
2041,30,2945,2833
2041,31,3260,3098
2041,32,4714,4457
2041,33,3941,4148
2041,34,3351,2735
2041,35,2058,2015
2041,36,2123,1859
2041,37,1833,2131
2041,38,2250,2280
2041,39,2716,2685
2041,40,2312,2817
2041,41,3057,3221
2041,42,4948,5036
2041,43,4857,5094
2041,44,5097,5971
2041,45,5567,5913
2041,46,6105,6327
2041,47,5698,5898
2041,48,5468,5369
2041,49,5740,5796
2041,50,4508,4738
2041,51,3316,3485
2041,52,3642,4954
2041,53,3957,4562
2041,54,3957,4355
2041,55,4519,4500
2041,56,5228,5453
2041,57,4934,5677
2041,58,5844,4953
2041,59,4856,4992
2041,60,4665,5986
2041,61,4433,6328
2041,62,5367,6641
2041,63,5229,5673
2041,64,6097,6399
2041,65,6011,7257
2041,66,5764,7600
2041,67,5833,7616
2041,68,7123,7379
2041,69,6592,6758
2041,70,6425,7714
2041,71,6077,8190
2041,72,5236,6280
2041,73,4612,6069
2041,74,4627,6299
2041,75,4340,6323
2041,76,4237,5700
2041,77,4193,5490
2041,78,3148,4160
2041,79,4025,5910
2041,80,3410,5459
2041,81,2993,4430
2041,82,3100,4105
2041,83,2793,4319
2041,84,2605,4296
2041,85,2514,4637
2041,86,2194,3949
2041,87,2031,3600
2041,88,1842,3247
2041,89,1504,3136
2041,90,1307,2434
2041,91,1136,2030
2041,92,805,1951
2041,93,723,1753
2041,94,607,1229
2041,95,522,1041
2041,96,374,873
2041,97,208,543
2041,98,75,232
2041,99,51,174
2041,100,92,315
2042,0,1559,1402
2042,1,1541,1506
2042,2,1596,1481
2042,3,1594,1484
2042,4,1665,1457
2042,5,1699,1657
2042,6,1771,1626
2042,7,1876,1784
2042,8,1991,1880
2042,9,2135,2051
2042,10,2151,2118
2042,11,2319,2191
2042,12,2338,2262
2042,13,2474,2385
2042,14,2541,2430
2042,15,2620,2442
2042,16,2504,2415
2042,17,2460,2430
2042,18,2461,2269
2042,19,2383,2390
2042,20,2390,2275
2042,21,2435,2335
2042,22,2498,2416
2042,23,2549,2458
2042,24,2561,2438
2042,25,2704,2581
2042,26,2731,2592
2042,27,2721,2683
2042,28,2912,2846
2042,29,2957,2770
2042,30,2948,2796
2042,31,2963,2853
2042,32,3287,3118
2042,33,4740,4486
2042,34,3956,4163
2042,35,3371,2747
2042,36,2069,2028
2042,37,2133,1873
2042,38,1850,2144
2042,39,2274,2295
2042,40,2720,2701
2042,41,2329,2835
2042,42,3084,3245
2042,43,4972,5065
2042,44,4893,5120
2042,45,5136,6009
2042,46,5596,5956
2042,47,6138,6372
2042,48,5721,5924
2042,49,5501,5397
2042,50,5753,5813
2042,51,4518,4758
2042,52,3330,3503
2042,53,3650,4971
2042,54,3964,4579
2042,55,3975,4379
2042,56,4536,4531
2042,57,5224,5468
2042,58,4935,5680
2042,59,5805,4967
2042,60,4836,5020
2042,61,4629,5988
2042,62,4419,6338
2042,63,5329,6639
2042,64,5207,5672
2042,65,6044,6388
2042,66,5967,7226
2042,67,5700,7572
2042,68,5760,7577
2042,69,7002,7335
2042,70,6498,6717
2042,71,6320,7682
2042,72,5977,8131
2042,73,5136,6229
2042,74,4486,6018
2042,75,4491,6230
2042,76,4228,6215
2042,77,4087,5617
2042,78,4020,5365
2042,79,3016,4082
2042,80,3841,5732
2042,81,3204,5254
2042,82,2783,4237
2042,83,2876,3900
2042,84,2556,4083
2042,85,2333,4033
2042,86,2217,4259
2042,87,1936,3584
2042,88,1757,3202
2042,89,1565,2872
2042,90,1254,2699
2042,91,1046,2047
2042,92,882,1655
2042,93,621,1556
2042,94,528,1365
2042,95,425,927
2042,96,363,755
2042,97,245,634
2042,98,145,360
2042,99,51,163
2042,100,81,305
2043,0,1609,1505
2043,1,1566,1409
2043,2,1553,1514
2043,3,1602,1485
2043,4,1606,1491
2043,5,1675,1463
2043,6,1709,1667
2043,7,1781,1631
2043,8,1889,1798
2043,9,2003,1883
2043,10,2147,2065
2043,11,2163,2131
2043,12,2338,2204
2043,13,2353,2268
2043,14,2490,2392
2043,15,2552,2450
2043,16,2629,2454
2043,17,2514,2428
2043,18,2475,2444
2043,19,2469,2287
2043,20,2397,2405
2043,21,2415,2285
2043,22,2447,2344
2043,23,2513,2428
2043,24,2563,2475
2043,25,2581,2450
2043,26,2733,2598
2043,27,2743,2613
2043,28,2746,2701
2043,29,2927,2860
2043,30,2976,2795
2043,31,2956,2816
2043,32,2986,2869
2043,33,3326,3150
2043,34,4761,4513
2043,35,3972,4184
2043,36,3377,2759
2043,37,2087,2042
2043,38,2142,1882
2043,39,1866,2157
2043,40,2287,2303
2043,41,2726,2713
2043,42,2345,2849
2043,43,3101,3274
2043,44,5004,5081
2043,45,4914,5161
2043,46,5173,6040
2043,47,5608,5993
2043,48,6159,6389
2043,49,5737,5953
2043,50,5525,5432
2043,51,5760,5828
2043,52,4519,4762
2043,53,3333,3517
2043,54,3644,4982
2043,55,3961,4586
2043,56,3980,4398
2043,57,4524,4542
2043,58,5214,5478
2043,59,4947,5685
2043,60,5769,4973
2043,61,4823,5024
2043,62,4611,6003
2043,63,4386,6363
2043,64,5292,6632
2043,65,5163,5681
2043,66,5973,6385
2043,67,5897,7200
2043,68,5644,7558
2043,69,5672,7552
2043,70,6891,7295
2043,71,6383,6661
2043,72,6188,7618
2043,73,5843,8062
2043,74,5020,6186
2043,75,4376,5951
2043,76,4366,6148
2043,77,4098,6099
2043,78,3916,5492
2043,79,3830,5251
2043,80,2865,3964
2043,81,3595,5528
2043,82,2974,5027
2043,83,2565,4009
2043,84,2654,3672
2043,85,2295,3826
2043,86,2079,3697
2043,87,1939,3844
2043,88,1691,3210
2043,89,1521,2827
2043,90,1316,2499
2043,91,1039,2233
2043,92,821,1681
2043,93,673,1313
2043,94,467,1205
2043,95,396,1070
2043,96,302,706
2043,97,253,571
2043,98,159,453
2043,99,89,251
2043,100,84,284
2044,0,1593,1409
2044,1,1614,1512
2044,2,1577,1414
2044,3,1560,1522
2044,4,1608,1495
2044,5,1615,1500
2044,6,1680,1470
2044,7,1720,1679
2044,8,1786,1637
2044,9,1901,1805
2044,10,2014,1896
2044,11,2158,2077
2044,12,2175,2140
2044,13,2347,2212
2044,14,2364,2283
2044,15,2497,2399
2044,16,2562,2462
2044,17,2641,2470
2044,18,2523,2443
2044,19,2487,2450
2044,20,2487,2294
2044,21,2415,2414
2044,22,2429,2295
2044,23,2459,2356
2044,24,2527,2437
2044,25,2582,2492
2044,26,2591,2462
2044,27,2743,2616
2044,28,2755,2635
2044,29,2757,2710
2044,30,2947,2881
2044,31,2987,2812
2044,32,2967,2827
2044,33,3010,2890
2044,34,3351,3175
2044,35,4784,4527
2044,36,3983,4208
2044,37,3389,2775
2044,38,2097,2052
2044,39,2144,1893
2044,40,1877,2168
2044,41,2294,2317
2044,42,2734,2729
2044,43,2350,2866
2044,44,3120,3293
2044,45,5022,5111
2044,46,4942,5192
2044,47,5198,6070
2044,48,5627,6033
2044,49,6183,6403
2044,50,5746,5973
2044,51,5536,5454
2044,52,5751,5845
2044,53,4521,4774
2044,54,3333,3524
2044,55,3632,4987
2044,56,3958,4595
2044,57,3981,4409
2044,58,4510,4545
2044,59,5195,5481
2044,60,4928,5691
2044,61,5741,4976
2044,62,4793,5024
2044,63,4584,6006
2044,64,4358,6342
2044,65,5231,6612
2044,66,5117,5672
2044,67,5895,6358
2044,68,5817,7168
2044,69,5539,7522
2044,70,5597,7502
2044,71,6769,7244
2044,72,6273,6614
2044,73,6017,7555
2044,74,5695,7994
2044,75,4867,6094
2044,76,4229,5859
2044,77,4232,6047
2044,78,3915,5971
2044,79,3767,5341
2044,80,3622,5084
2044,81,2719,3820
2044,82,3337,5298
2044,83,2738,4773
2044,84,2341,3777
2044,85,2385,3422
2044,86,2056,3541
2044,87,1833,3361
2044,88,1679,3441
2044,89,1413,2839
2044,90,1232,2441
2044,91,1068,2098
2044,92,819,1830
2044,93,621,1340
2044,94,495,1030
2044,95,351,931
2044,96,286,798
2044,97,204,504
2044,98,169,385
2044,99,99,311
2044,100,107,364
2045,0,1571,1482
2045,1,1597,1419
2045,2,1619,1517
2045,3,1587,1426
2045,4,1570,1533
2045,5,1613,1505
2045,6,1626,1504
2045,7,1685,1477
2045,8,1725,1692
2045,9,1800,1646
2045,10,1910,1810
2045,11,2025,1908
2045,12,2170,2088
2045,13,2189,2147
2045,14,2358,2227
2045,15,2368,2295
2045,16,2510,2410
2045,17,2586,2477
2045,18,2656,2480
2045,19,2533,2461
2045,20,2502,2464
2045,21,2494,2309
2045,22,2421,2431
2045,23,2439,2313
2045,24,2475,2367
2045,25,2538,2457
2045,26,2594,2505
2045,27,2602,2472
2045,28,2760,2633
2045,29,2763,2656
2045,30,2767,2725
2045,31,2955,2899
2045,32,3009,2831
2045,33,2987,2848
2045,34,3022,2914
2045,35,3378,3201
2045,36,4804,4539
2045,37,4001,4223
2045,38,3396,2782
2045,39,2108,2060
2045,40,2157,1900
2045,41,1883,2175
2045,42,2305,2333
2045,43,2747,2742
2045,44,2363,2890
2045,45,3152,3315
2045,46,5032,5136
2045,47,4964,5211
2045,48,5217,6104
2045,49,5647,6063
2045,50,6189,6423
2045,51,5752,5988
2045,52,5553,5476
2045,53,5756,5854
2045,54,4511,4787
2045,55,3328,3530
2045,56,3630,5003
2045,57,3957,4602
2045,58,3986,4415
2045,59,4509,4561
2045,60,5164,5492
2045,61,4926,5702
2045,62,5714,4979
2045,63,4750,5026
2045,64,4527,5997
2045,65,4316,6325
2045,66,5181,6595
2045,67,5074,5654
2045,68,5815,6347
2045,69,5739,7120
2045,70,5452,7476
2045,71,5468,7442
2045,72,6625,7174
2045,73,6156,6549
2045,74,5882,7476
2045,75,5538,7895
2045,76,4707,5992
2045,77,4056,5763
2045,78,4071,5891
2045,79,3746,5823
2045,80,3569,5185
2045,81,3424,4891
2045,82,2539,3667
2045,83,3085,5065
2045,84,2490,4468
2045,85,2117,3521
2045,86,2114,3145
2045,87,1803,3213
2045,88,1580,2983
2045,89,1424,3018
2045,90,1169,2433
2045,91,970,2071
2045,92,832,1733
2045,93,633,1460
2045,94,474,1028
2045,95,361,793
2045,96,250,698
2045,97,192,593
2045,98,121,334
2045,99,110,252
2045,100,111,426
2046,0,1505,1443
2046,1,1575,1490
2046,2,1604,1428
2046,3,1629,1523
2046,4,1600,1432
2046,5,1578,1541
2046,6,1628,1509
2046,7,1636,1511
2046,8,1699,1485
2046,9,1737,1704
2046,10,1809,1660
2046,11,1927,1822
2046,12,2034,1917
2046,13,2183,2097
2046,14,2197,2161
2046,15,2373,2240
2046,16,2378,2313
2046,17,2528,2420
2046,18,2608,2491
2046,19,2671,2496
2046,20,2548,2478
2046,21,2525,2474
2046,22,2502,2323
2046,23,2441,2449
2046,24,2453,2328
2046,25,2488,2378
2046,26,2550,2470
2046,27,2605,2511
2046,28,2618,2488
2046,29,2767,2647
2046,30,2778,2666
2046,31,2783,2741
2046,32,2972,2914
2046,33,3033,2848
2046,34,3004,2866
2046,35,3035,2928
2046,36,3413,3225
2046,37,4823,4567
2046,38,4023,4248
