person,household,autos,avs,homeZone,jobZone,timeCar
174,77,2,2,1871,1763,6.295421112609864
3298797,77,2,2,1871,42,62.545208398681645
5500005,356,1,1,2857,4452,22.63971466674805
4596428,382,2,2,204,1413,49.266817836181644
845,400,1,1,761,1161,56.1097281291504
4145446,400,1,1,761,1080,28.38313804528809
4441289,421,3,3,1364,1241,11.773314888671877
965,459,1,1,2856,1887,19.80350885522461
4977579,714,2,2,4372,2316,25.06722293273926
4932256,714,2,2,4372,4435,11.145756154479981
1838,885,2,2,4694,4692,11.59150888446045
4533135,885,2,2,4694,2375,61.17221544458008
4920971,904,2,2,189,1969,43.089008735595705
2263,1089,3,3,223,348,7.023820079711915
2303,1102,3,3,860,1598,45.69130280517579
903950,1102,3,3,860,4209,55.678078871337895
5204033,1102,3,3,860,3312,41.31095803857422
2354,1124,3,3,344,92,18.395222633422854
4796298,1124,3,3,344,2819,54.05844605615235
2980614,1124,3,3,344,4663,72.4212563388672
3250,1542,2,2,1774,2554,22.641452168945314
3589,1696,2,2,297,3511,55.367021218017584
3642,1720,1,1,301,378,20.404298051757813
3798,1796,2,2,3881,2291,22.950347099975588
4877424,1796,2,2,3881,4942,53.923978848632814
3923,1851,2,2,536,2704,31.01602761608887
3099716,1851,2,2,536,479,21.10633235583496
5639429,1851,2,2,536,1912,38.16223376977539
4652772,2011,2,2,257,2006,64.84044473217774
4947510,2133,2,2,4774,4730,11.759787192993166
4707,2232,2,2,254,3119,62.036669582275394
4880,2314,2,2,3003,2588,15.207635486145021
4233561,2314,2,2,3003,3838,19.7575606706543
4723463,2314,2,2,3003,347,52.85768961962891
5003506,2415,1,1,397,397,1.9480933383255006
2712247,2481,1,1,4027,2441,29.51872187304688
5028469,2481,1,1,4027,3827,5.923205518218994
5612,2673,1,1,136,2279,61.8904386303711
4220900,2673,1,1,136,3159,83.02128929882814
5672,2704,2,2,1335,1418,10.506285154052735
5673,2704,2,2,1335,2565,21.69905457788086
2251027,2704,2,2,1335,4721,62.08162897753907
5911,2818,1,1,373,87,35.06884101123047
271617,2838,0,0,3470,4423,21.963738826538087
6363,3044,2,2,243,323,6.460295625854493
6369,3045,2,2,3838,167,54.68565586572266
4631082,3061,3,3,1362,1369,3.9174774365234377
4760961,3272,2,2,577,590,9.95285815148926
7183,3421,1,1,142,4880,88.56484092285157
373104,3550,1,1,4096,4834,39.75592612475586
4638402,3550,1,1,4096,4414,6.98842864517212
7587,3607,2,2,978,3792,59.437622647949226
3921599,3607,2,2,978,751,10.210689032287599
7730,3672,1,1,940,496,24.821350095458985
7866,3741,2,2,3128,3099,5.873189259124756
8347,3963,2,2,212,1189,22.04747463208008
5112765,3963,2,2,212,83,34.97286741210938
1076821,4051,2,2,1941,1908,4.664736644104004
4662892,4073,2,2,137,2370,82.07241778271485
8606,4085,1,1,1658,1722,14.056901412353517
1403734,4085,1,1,1658,1466,31.857829119750978
9077,4299,2,2,1521,1447,9.197252219360353
9098,4309,1,1,3742,59,65.51663419970704
1452457,4334,1,1,3586,3285,8.790825227050782
9172,4347,2,2,4289,4229,5.033434000000001
523444,4347,2,2,4289,4417,8.783243491760254
4527908,4432,2,2,951,979,9.194628672424317
4575650,4510,1,1,4264,4214,2.7214281762542725
9936,4706,2,2,2773,3482,6.448941333831788
9938,4706,2,2,2773,4557,44.06317779541016
10183,4818,2,2,62,6,9.598144229553224
4566196,5083,1,1,186,3332,48.58553386572266
10724,5087,1,1,245,346,2.3873242042694094
10885,5159,1,1,4767,4686,18.47294025219727
11294,5352,3,3,220,144,4.610183856292725
461282,5352,3,3,220,2331,52.218402745605474
11409,5401,2,2,3620,3089,10.428921546264649
12137,5750,3,3,2328,2328,3.0207086063232422
4492114,5807,2,2,2394,2428,14.967996497497559
4832222,5831,1,1,2561,2567,8.492637093811036
12906,6119,2,2,4383,4741,34.36313028271485
4702994,6119,2,2,4383,1021,49.6555544519043
13023,6185,1,1,2391,2391,2.569984463439942
13061,6202,1,1,4893,4890,1.9376420032043458
3619505,6202,1,1,4893,2418,77.47746097656251
14096,6675,2,2,837,922,6.900271262756348
14442,6846,2,2,4012,1863,18.64319919116211
4867755,7214,1,1,94,827,72.83824058984375
15954,7554,2,2,3235,371,41.578468271484375
15957,7554,2,2,3235,4081,13.762417169921877
15958,7554,2,2,3235,4297,21.3393631394043
2766235,7554,2,2,3235,1142,42.75755272509766
5320682,7599,1,1,4950,602,101.11365146435547
16078,7602,1,1,3440,4441,16.087115762573244
4806102,7602,1,1,3440,2763,8.186363166534424
16390,7742,2,2,1192,4431,40.49406751489258
4470849,8228,1,1,3647,4183,7.516222912597657
17514,8280,2,2,1576,2643,20.06400804296875
17515,8280,2,2,1576,411,35.90057965087891
4773834,8339,2,2,350,253,4.437759651855469
17710,8376,0,0,4135,4437,3.93517366242981
17774,8403,2,2,4572,4571,1.909588794242859
17896,8461,1,1,2108,2190,11.997190215698243
3298712,8461,1,1,2108,2336,29.501442474731448
18032,8516,1,1,61,2391,96.00235132373048
18553,8767,2,2,212,3676,50.30267025854493
1432487,8767,2,2,212,2285,52.18626912768555
4578958,8863,1,1,324,1822,45.84158657250977
4787060,8863,1,1,324,284,20.306147488525394
19169,9056,0,0,154,2563,55.56262246069336
19275,9108,0,0,1118,1123,4.719028501403809
4540377,9535,3,3,230,1030,41.76903604760742
4675804,9535,3,3,230,4307,43.787102124267584
20712,9791,2,2,303,191,5.4940068709411625
20713,9791,2,2,303,288,22.979776806396487
4823073,9791,2,2,303,1274,56.59537423510743
4685726,9803,2,2,3002,2440,18.268480596679687
4560083,9822,1,1,4607,4610,3.014092771697998
4732193,9822,1,1,4607,2795,40.08805760449219
4901638,9822,1,1,4607,4945,30.092891071044924
20992,9927,2,2,1937,4154,17.65642001586914
1275476,9927,2,2,1937,40,63.568121109130864
21190,10023,2,2,4157,3439,11.020549182617188
1380721,10023,2,2,4157,4730,39.403176556884766
3312210,10071,1,1,1416,1465,10.270319538024903
4800751,10259,2,2,1765,2830,17.130351552001954
4880409,10259,2,2,1765,410,46.36172636962891
21733,10274,1,1,3000,3099,8.179725460540773
21798,10304,1,1,1144,532,9.985040598510743
21845,10320,2,2,513,857,7.282741985748292
3415981,10320,2,2,513,1313,31.67053492797852
3699562,10378,2,2,3613,3352,4.473235011413575
5609243,10378,2,2,3613,4431,10.88061006390381
4870221,10427,1,1,3160,2489,17.767430943725586
23242,10987,1,1,387,391,12.036953380737305
4486773,11038,1,1,1547,3252,7.221851078826905
23760,11229,1,1,191,144,2.847542809906006
4660669,11576,1,1,4612,4599,7.715900876617432
24876,11758,3,3,1528,63,70.24855663574219
3897640,11758,3,3,1528,2472,39.13761134985352
4425183,11813,1,1,214,1321,54.85686290307618
25085,11859,2,2,3779,1956,13.597658625793459
25323,11975,1,1,4831,456,87.57913598779298
25630,12114,2,2,330,203,15.494393540527344
4551925,12114,2,2,330,1679,37.10103497460938
25852,12214,2,2,241,2149,56.55262028759766
1530174,12214,2,2,241,316,7.0512462670593266
26188,12380,2,2,809,460,12.424125430664063
2617420,12413,2,2,400,1988,42.69741154833984
5186634,12413,2,2,400,2034,54.71923808032227
5319016,12413,2,2,400,1166,18.06939824597168
26642,12585,2,2,4466,4687,16.794526354187013
26693,12615,2,2,1267,1236,10.621105769104005
26727,12626,2,2,814,602,13.810753911376954
26963,12732,2,2,3467,1835,8.557855479858398
27178,12839,3,3,4028,3158,27.614309599365235
3023806,12839,3,3,4028,4476,19.959847431152344
27511,12992,3,3,254,210,8.470407136688234
27729,13104,2,2,3686,2744,19.36003481665039
28203,13332,1,1,3351,4383,19.65951997290039
4555568,13363,1,1,787,1040,12.95438709362793
28342,13400,1,1,2611,2687,11.280853053955079
3949292,13400,1,1,2611,2096,45.964591148437506
5159547,13414,1,1,3553,1981,15.78049952294922
28575,13506,2,2,4288,4382,10.093874562255861
28834,13631,1,1,1794,1340,17.402671451416015
29510,13939,1,1,4263,4291,11.733995254638673
29867,14101,1,1,1928,1931,2.80383872946167
4472163,14108,3,3,4647,4643,5.853250200683594
5654938,14108,3,3,4647,4690,16.60710602056885
