year,age,men,women
2011,0,898,803
2011,1,825,807
2011,2,1626,1166
2011,3,712,870
2011,4,1026,978
2011,5,973,931
2011,6,1079,869
2011,7,957,1231
2011,8,1037,789
2011,9,821,1078
2011,10,1043,685
2011,11,1061,1390
2011,12,1106,854
2011,13,810,1254
2011,14,1189,689
2011,15,1154,964
2011,16,1229,878
2011,17,984,978
2011,18,1222,916
2011,19,900,837
2011,20,1154,1304
2011,21,1319,1372
2011,22,1172,1220
2011,23,1870,1496
2011,24,1323,1074
2011,25,1038,1218
2011,26,1704,1399
2011,27,1457,1475
2011,28,1506,1758
2011,29,1231,1534
2011,30,1223,1443
2011,31,1537,1629
2011,32,1568,1370
2011,33,1278,1435
2011,34,1405,1367
2011,35,1618,1677
2011,36,1274,1848
2011,37,1473,1445
2011,38,1852,1428
2011,39,1481,1345
2011,40,1392,1461
2011,41,1784,1582
2011,42,1972,1597
2011,43,1714,1990
2011,44,1798,1717
2011,45,2189,2225
2011,46,2020,1888
2011,47,1926,1766
2011,48,2333,1751
2011,49,1959,2084
2011,50,1489,1755
2011,51,1517,1728
2011,52,1698,1719
2011,53,1573,1722
2011,54,1688,1409
2011,55,1502,1411
2011,56,1426,1198
2011,57,1132,1521
2011,58,1048,1263
2011,59,1131,1453
2011,60,1565,1424
2011,61,1224,1423
2011,62,1079,1322
2011,63,1334,1354
2011,64,1255,1380
2011,65,1046,1125
2011,66,1050,1051
2011,67,1073,1286
2011,68,1137,1084
2011,69,1135,1203
2011,70,1277,1498
2011,71,1399,1470
2011,72,1228,1405
2011,73,1208,1367
2011,74,942,1228
2011,75,982,1202
2011,76,931,994
2011,77,608,898
2011,78,640,733
2011,79,631,841
2011,80,440,756
2011,81,539,795
2011,82,474,603
2011,83,355,657
2011,84,362,575
2011,85,268,592
2011,86,242,455
2011,87,208,386
2011,88,187,367
2011,89,131,348
2011,90,113,210
2011,91,90,171
2011,92,36,53
2011,93,22,54
2011,94,23,44
2011,95,28,25
2011,96,29,95
2011,97,0,0
2011,98,0,0
2011,99,0,0
2011,100,0,0
2012,0,874,786
2012,1,901,809
2012,2,838,816
2012,3,1628,1174
2012,4,720,875
2012,5,1033,988
2012,6,981,936
2012,7,1088,878
2012,8,967,1234
2012,9,1040,797
2012,10,830,1083
2012,11,1053,690
