year,type,count
2047,SIZE_4_INC_LOW,975
2047,SIZE_1_INC_MEDIUM,13923
2047,SIZE_2_INC_MEDIUM,17903
2047,SIZE_3_INC_MEDIUM,6078
2047,SIZE_4_INC_MEDIUM,3626
2047,SIZE_1_INC_HIGH,1411
2047,SIZE_2_INC_HIGH,9505
2047,SIZE_3_INC_HIGH,7202
2047,SIZE_4_INC_HIGH,6299
2047,SIZE_1_INC_VERY_HIGH,274
2047,SIZE_2_INC_VERY_HIGH,2155
2047,SIZE_3_INC_VERY_HIGH,3526
2047,SIZE_4_INC_VERY_HIGH,5247
2048,SIZE_1_INC_LOW,37205
2048,SIZE_2_INC_LOW,10027
2048,SIZE_3_INC_LOW,2088
2048,SIZE_4_INC_LOW,990
2048,SIZE_1_INC_MEDIUM,14085
2048,SIZE_2_INC_MEDIUM,18103
2048,SIZE_3_INC_MEDIUM,6066
2048,SIZE_4_INC_MEDIUM,3559
2048,SIZE_1_INC_HIGH,1430
2048,SIZE_2_INC_HIGH,9597
2048,SIZE_3_INC_HIGH,7278
2048,SIZE_4_INC_HIGH,6286
2048,SIZE_1_INC_VERY_HIGH,270
2048,SIZE_2_INC_VERY_HIGH,2147
2048,SIZE_3_INC_VERY_HIGH,3547
2048,SIZE_4_INC_VERY_HIGH,5332
2049,SIZE_1_INC_LOW,37490
2049,SIZE_2_INC_LOW,9996
2049,SIZE_3_INC_LOW,2082
2049,SIZE_4_INC_LOW,976
2049,SIZE_1_INC_MEDIUM,14352
2049,SIZE_2_INC_MEDIUM,18027
2049,SIZE_3_INC_MEDIUM,6094
2049,SIZE_4_INC_MEDIUM,3613
2049,SIZE_1_INC_HIGH,1438
2049,SIZE_2_INC_HIGH,9777
2049,SIZE_3_INC_HIGH,7356
2049,SIZE_4_INC_HIGH,6217
2049,SIZE_1_INC_VERY_HIGH,264
2049,SIZE_2_INC_VERY_HIGH,2133
2049,SIZE_3_INC_VERY_HIGH,3552
2049,SIZE_4_INC_VERY_HIGH,5394
