year,zone,autoAccessibility,transitAccessibility,population,households,hhInc_<20000,hhInc_>20000,hhInc_>40000,hhInc_>60000,dd_SF,dd_MF,availLand,avePrice,jobs,shWhite,shBlack,shHispanic,shOther
8,10,38.361105959362334,1.0813877566506926E-10,6.0,5,5,0,0,0,1,5,29.19999998062849,132.0,99,0,0,0,0
8,11,30.100864640713674,6.320786464975737E-12,3.0,1,1,0,0,0,2,0,29.399999976158142,79.0,98,0,0,0,0
8,12,34.806816731892646,1.3847058509779345E-9,958.0,466,466,0,0,0,261,264,30.400000020861626,649.50287,382,0,0,0,0
8,13,61.99731803863569,100.0,5930.0,2865,2864,1,0,0,1619,1633,9.399999305605888,639.9016,1930,0,0,0,0
8,14,100.0,1.4882664023623873E-9,929.0,458,457,1,0,0,260,264,30.700000032782555,704.147,387,0,0,0,0
8,15,40.156718985489086,6.331508475506668E-12,2.0,2,2,0,0,0,1,2,29.49999998509884,106.0,99,0,0,0,0
8,16,24.539979155223918,1.1032133833075408E-10,7.0,2,2,0,0,0,1,2,29.49999998509884,109.666664,97,0,0,0,0
8,17,51.179891773795624,17.84027668612743,7.0,4,4,0,0,0,3,3,28.799999959766865,124.166664,98,0,0,0,0
8,18,91.47661641224892,1.7896260654278498E-9,17.0,7,7,0,0,0,2,5,28.89999996870756,130.0,381,0,0,0,0
8,19,46.43489903662715,19.62810626142899,8.0,3,3,0,0,0,1,4,29.299999982118607,118.8,0,0,0,0,0
8,20,18.819705922028632,2.9972814321048965E-15,4.0,3,3,0,0,0,2,1,29.299999974668026,137.66667,0,0,0,0,0
8,21,14.459413177162592,1.5591851355687212,747.0,399,399,0,0,0,264,261,29.799999989569187,718.13715,194,0,0,0,0
8,22,20.72523685000278,1.0609334577354453E-10,4.0,3,3,0,0,0,1,2,29.49999998509884,145.0,95,0,0,0,0
8,23,33.54116382562711,1.0456270848009246E-11,776.0,409,409,0,0,0,266,261,29.19999996572733,715.3074,96,0,0,0,0
8,24,18.031945283585152,2.913754592504409E-15,1.0,1,1,0,0,0,0,1,29.899999998509884,123.0,0,0,0,0,0
8,25,9.062448247999562,19.720753978463385,3.0,2,2,0,0,0,1,1,29.599999986588955,140.5,195,0,0,0,0
9,1,10.5544139563929,1.1306551186992158,462.0,237,237,0,0,0,130,134,29.799999997019768,647.38257,192,0,0,0,0
9,2,26.870365790947325,3.282951121546904E-11,4.0,4,4,0,0,0,3,1,28.999999962747097,100.75,94,0,0,0,0
9,3,36.35268488517955,6.1970680250646744E-12,4.0,4,4,0,0,0,1,5,29.19999998062849,121.5,96,0,0,0,0
9,4,47.28343153722654,1.0870928802383308E-10,4.0,4,4,0,0,0,0,4,29.599999994039536,124.25,96,0,0,0,0
9,5,34.10185775541379,2.439767548455544,460.0,246,246,0,0,0,134,133,28.699999950826168,701.7903,484,0,0,0,0
9,6,26.60835977727799,3.282922648823816E-11,13.0,6,6,0,0,0,3,3,28.799999959766865,78.333336,94,0,0,0,0
9,7,43.19821132819686,17.666155213683314,24.0,9,9,0,0,0,4,5,28.299999944865704,118.111115,100,0,0,0,0
9,8,39.13010833017119,1.3701432977714201E-9,916.0,461,461,0,0,0,265,265,29.099999971687794,712.06415,383,0,0,0,0
9,9,65.64412942072613,19.00966064462155,12.0,4,4,0,0,0,3,4,28.69999995827675,82.28571,101,0,0,0,0
9,10,43.30278413916454,1.0813877566506926E-10,7.0,5,5,0,0,0,1,5,29.19999998062849,132.0,99,0,0,0,0
9,11,36.436891553592574,6.320786464975737E-12,5.0,2,2,0,0,0,2,0,29.399999976158142,79.0,98,0,0,0,0
9,12,39.484904978933976,1.3847058509779345E-9,947.0,457,457,0,0,0,262,263,30.200000010430813,649.0076,382,0,0,0,0
9,13,100.0,100.0,5906.0,2848,2847,1,0,0,1615,1634,10.499999351799488,639.21576,1930,0,0,0,0
9,14,97.44039154071561,1.4882664023623873E-9,934.0,455,454,1,0,0,260,264,30.700000032782555,704.147,387,0,0,0,0
9,15,43.12954406868525,6.331508475506668E-12,3.0,3,3,0,0,0,1,2,29.49999998509884,106.0,99,0,0,0,0
9,16,29.4828121254129,1.1032133833075408E-10,10.0,3,3,0,0,0,1,2,29.49999998509884,109.666664,97,0,0,0,0
9,17,62.069200642951785,17.84027668612743,6.0,3,3,0,0,0,3,3,28.799999959766865,124.166664,98,0,0,0,0
9,18,98.6524020441331,1.7896260654278498E-9,15.0,7,7,0,0,0,2,5,28.89999996870756,130.0,381,0,0,0,0
9,19,53.59959905759763,19.62810626142899,12.0,5,5,0,0,0,1,4,29.299999982118607,118.8,0,0,0,0,0
9,20,22.250848679569035,2.9972814321048965E-15,4.0,3,3,0,0,0,2,1,29.299999974668026,137.66667,0,0,0,0,0
9,21,17.20394506271909,1.5591851355687212,764.0,407,407,0,0,0,263,261,30.100000001490116,717.69275,194,0,0,0,0
9,22,29.01886391877538,1.0609334577354453E-10,3.0,2,2,0,0,0,1,2,29.49999998509884,145.0,95,0,0,0,0
9,23,39.02620924779833,1.0456270848009246E-11,737.0,387,387,0,0,0,266,259,29.39999996870756,716.1771,96,0,0,0,0
9,24,21.698624783721097,2.913754592504409E-15,1.0,1,1,0,0,0,0,1,29.899999998509884,123.0,0,0,0,0,0
9,25,11.12667583930791,19.720753978463385,3.0,2,2,0,0,0,1,1,29.599999986588955,140.5,195,0,0,0,0
10,1,10.5544139563929,1.1306551186992158,455.0,230,230,0,0,0,130,134,29.799999997019768,647.38257,192,0,0,0,0
10,2,26.870365790947325,3.282951121546904E-11,4.0,4,4,0,0,0,3,1,28.999999962747097,100.75,94,0,0,0,0
10,3,36.35268488517955,6.1970680250646744E-12,4.0,4,4,0,0,0,1,5,29.19999998062849,121.5,96,0,0,0,0
10,4,47.28343153722654,1.0870928802383308E-10,4.0,4,4,0,0,0,0,4,29.599999994039536,124.25,96,0,0,0,0
10,5,34.10185775541379,2.439767548455544,441.0,233,233,0,0,0,134,133,28.699999950826168,701.7903,484,0,0,0,0
10,6,26.60835977727799,3.282922648823816E-11,10.0,4,4,0,0,0,3,3,28.799999959766865,78.333336,94,0,0,0,0
10,7,43.19821132819686,17.666155213683314,24.0,9,9,0,0,0,4,5,28.299999944865704,118.111115,100,0,0,0,0
10,8,39.13010833017119,1.3701432977714201E-9,902.0,454,454,0,0,0,265,265,29.099999971687794,712.06415,383,0,0,0,0
10,9,65.64412942072613,19.00966064462155,16.0,6,6,0,0,0,3,4,28.69999995827675,82.28571,101,0,0,0,0
10,10,43.30278413916454,1.0813877566506926E-10,7.0,5,5,0,0,0,1,5,29.19999998062849,132.0,99,0,0,0,0
10,11,36.436891553592574,6.320786464975737E-12,4.0,2,2,0,0,0,2,0,29.399999976158142,79.0,98,0,0,0,0
10,12,39.484904978933976,1.3847058509779345E-9,922.0,458,458,0,0,0,261,262,30.600000023841858,648.9828,382,0,0,0,0
10,13,100.0,100.0,5923.0,2845,2845,0,0,0,1612,1635,11.299999386072159,638.8346,1930,0,0,0,0
10,14,97.44039154071561,1.4882664023623873E-9,945.0,460,460,0,0,0,260,263,30.80000003427267,704.631,387,0,0,0,0
10,15,43.12954406868525,6.331508475506668E-12,3.0,3,3,0,0,0,1,2,29.49999998509884,106.0,99,0,0,0,0
10,16,29.4828121254129,1.1032133833075408E-10,8.0,3,3,0,0,0,1,2,29.49999998509884,109.666664,97,0,0,0,0
10,17,62.069200642951785,17.84027668612743,5.0,4,4,0,0,0,3,3,28.799999959766865,124.166664,98,0,0,0,0
10,18,98.6524020441331,1.7896260654278498E-9,13.0,6,6,0,0,0,2,5,28.89999996870756,130.0,381,0,0,0,0
10,19,53.59959905759763,19.62810626142899,10.0,4,4,0,0,0,1,4,29.299999982118607,118.8,0,0,0,0,0
10,20,22.250848679569035,2.9972814321048965E-15,1.0,1,1,0,0,0,2,1,29.299999974668026,137.66667,0,0,0,0,0
10,21,17.20394506271909,1.5591851355687212,738.0,383,383,0,0,0,263,261,30.100000001490116,717.69275,194,0,0,0,0
10,22,29.01886391877538,1.0609334577354453E-10,6.0,2,2,0,0,0,1,2,29.49999998509884,145.0,95,0,0,0,0
10,23,39.02620924779833,1.0456270848009246E-11,747.0,392,391,1,0,0,265,259,29.69999998062849,715.729,96,0,0,0,0
10,24,21.698624783721097,2.913754592504409E-15,0.0,0,0,0,0,0,0,1,29.899999998509884,123.0,0,0,0,0,0
10,25,11.12667583930791,19.720753978463385,3.0,2,2,0,0,0,1,1,29.599999986588955,140.5,195,0,0,0,0
