year,age,men,women
3,46,53,85
3,47,88,73
3,48,123,115
3,49,91,84
3,50,73,66
3,51,88,63
3,52,57,66
3,53,59,65
3,54,94,89
3,55,83,89
3,56,59,79
3,57,66,73
3,58,94,81
3,59,59,72
3,60,63,64
3,61,70,70
3,62,78,100
3,63,104,85
3,64,74,72
3,65,50,77
3,66,43,59
3,67,61,92
3,68,60,120
3,69,68,73
3,70,61,92
3,71,110,65
3,72,58,65
3,73,81,70
3,74,59,55
3,75,60,46
3,76,61,80
3,77,73,79
3,78,107,57
3,79,57,34
3,80,46,57
3,81,68,27
3,82,68,32
3,83,57,16
3,84,0,0
3,85,0,0
3,86,0,0
3,87,0,0
3,88,0,0
3,89,0,0
3,90,0,0
3,91,0,0
3,92,0,0
3,93,0,0
3,94,0,0
3,95,0,0
3,96,0,0
3,97,0,0
3,98,0,0
3,99,0,0
3,100,0,0
4,0,59,55
4,1,56,75
4,2,94,75
4,3,72,68
4,4,90,92
4,5,90,97
4,6,57,54
4,7,26,43
4,8,52,29
4,9,25,35
4,10,27,56
4,11,21,44
4,12,34,38
4,13,51,19
4,14,22,23
4,15,35,63
4,16,28,16
4,17,36,27
4,18,45,24
4,19,25,15
4,20,16,15
4,21,7,30
4,22,11,55
4,23,363,327
4,24,0,27
4,25,44,72
4,26,92,46
4,27,95,54
4,28,50,57
4,29,61,62
4,30,65,67
4,31,54,45
4,32,65,95
4,33,60,81
4,34,56,113
4,35,95,73
4,36,55,93
4,37,92,93
4,38,127,76
4,39,43,77
4,40,47,97
4,41,83,87
4,42,101,49
4,43,120,82
4,44,91,83
4,45,54,44
4,46,72,56
4,47,53,85
4,48,86,72
4,49,122,115
4,50,91,84
4,51,73,66
4,52,88,61
4,53,57,66
4,54,59,62
4,55,93,89
4,56,83,87
4,57,58,79
4,58,65,73
4,59,91,80
4,60,59,72
4,61,61,63
4,62,68,70
4,63,74,99
4,64,102,85
4,65,72,72
4,66,50,76
4,67,42,57
4,68,61,91
4,69,60,120
4,70,64,73
4,71,59,90
4,72,107,64
4,73,58,60
4,74,80,69
4,75,57,53
4,76,56,44
4,77,61,77
4,78,67,76
4,79,100,55
4,80,53,33
4,81,42,54
4,82,63,26
