Zone,ID_county,Area,msa,centroidX,centroidY,distanceToTransit,BBSR_Type,Region2,Region_v0,Region
3054,337382,0.102705226,1,406513.0537,3793345.801,1311.940426,10,37201,1,15
3055,337383,0.102700191,1,405942.3688,3793813.603,1128.553466,10,37201,1,15
3056,337384,0.102700206,1,406517.6671,3793807.841,1566.312812,10,37201,1,15
3057,337391,0.102705211,1,407088.38,3793340.075,1470.899378,10,37201,1,15
3058,337392,0.102705226,1,407663.7059,3793334.384,1386.613847,10,37201,1,15
3059,337393,0.102700191,1,407092.965,3793802.114,1931.243508,10,37201,1,15
3060,337394,0.102700206,1,407668.2625,3793796.422,1435.823639,10,37201,1,15
3061,337401,0.10269523,1,396742.6347,3794372.654,2483.879824,10,37202,2,2
3062,337402,0.102695215,1,397317.9115,3794366.325,2342.092721,10,37202,2,2
3063,337403,0.102690232,1,396747.732,3794834.7,2058.490636,10,37203,3,3
3064,337404,0.102690217,1,397322.9804,3794828.371,1884.982662,10,37203,3,3
3065,337411,0.10269523,1,397893.1879,3794360.032,2302.279944,10,37202,2,2
3066,337412,0.102695215,1,398468.4638,3794353.775,1944.033101,10,37203,3,3
3067,337413,0.102690232,1,397898.2284,3794822.078,1879.017064,10,37203,3,3
3068,337414,0.102690217,1,398473.4759,3794815.82,1572.16263,10,37203,3,3
3069,337421,0.10269523,1,399043.7393,3794347.552,1708.766767,10,37203,3,3
3070,337422,0.102695215,1,399619.0143,3794341.365,1597.071902,10,37203,3,3
3071,337423,0.102690232,1,399048.7229,3794809.597,1269.786913,10,37203,3,3
3072,337424,0.102690217,1,399623.9695,3794803.41,1189.46801,10,37203,3,3
3073,337431,0.10269523,1,400194.2889,3794335.214,1022.624921,10,37203,3,3
3074,337432,0.10269523,1,400769.563,3794329.098,450.3862722,10,37203,3,3
3075,337433,0.102690232,1,400199.2157,3794797.258,1150.593093,10,37203,3,3
3076,337434,0.102690232,1,400774.4615,3794791.141,693.5356888,10,37203,3,3
3077,337441,0.102695215,1,401344.8368,3794323.017,147.966781,10,37203,3,3
3078,337442,0.10269523,1,401920.11,3794316.971,709.1530013,10,37203,3,3
3079,337443,0.102690217,1,401349.7068,3794785.06,547.7651584,10,37203,3,3
3080,337444,0.102690232,1,401924.9516,3794779.014,883.7569494,10,37203,3,3
3081,337451,0.102695215,1,402495.3829,3794310.961,1013.491825,10,37203,3,3
3082,337452,0.10269523,1,403070.6553,3794304.986,721.0079002,10,37201,1,15
3083,337453,0.102690217,1,402500.1961,3794773.004,606.6035155,10,37203,3,3
3084,337454,0.102690232,1,403075.4401,3794767.029,524.9453036,10,37201,1,15
3085,337461,0.102695215,1,403645.9273,3794299.047,163.8484166,10,37201,1,15
3086,337462,0.10269523,1,404221.1988,3794293.143,380.8142241,10,37201,1,15
3087,337463,0.102690217,1,403650.6837,3794761.089,357.107982,10,37201,1,15
3088,337464,0.102690232,1,404225.9268,3794755.185,197.3094145,10,37201,1,15
3089,337471,0.102695215,1,404796.47,3794287.274,182.8122907,10,37201,1,15
3090,337472,0.10269523,1,405371.7407,3794281.441,727.7826855,10,37201,1,15
3091,337473,0.102690217,1,404801.1696,3794749.316,210.1397845,10,37201,1,15
3092,337474,0.102690232,1,405376.4119,3794743.482,564.2381331,10,37201,1,15
3093,337481,0.102695215,1,405947.011,3794275.643,1249.137658,10,37201,1,15
3094,337482,0.10269523,1,406522.2809,3794269.881,1544.813699,10,37201,1,15
3095,337483,0.102690217,1,405951.6538,3794737.684,846.9017173,10,37201,1,15
3096,337484,0.102690232,1,406526.8953,3794731.921,1139.294339,10,37201,1,15
3097,337491,0.102695215,1,407097.5504,3794264.153,1589.974328,10,37201,1,15
3098,337492,0.10269523,1,407672.8195,3794258.462,1541.372426,10,37201,1,15
3099,337493,0.102690217,1,407102.1364,3794726.193,1139.050976,10,37201,1,15
3100,337494,0.102690232,1,407677.3771,3794720.501,1100.053715,10,37201,1,15
3101,337501,0.10268521,1,396752.8298,3795296.746,1652.916162,10,37203,3,3
3102,337502,0.102685195,1,397328.0498,3795290.417,1431.063855,10,37203,3,3
3103,337503,0.102680233,1,396757.9282,3795758.793,1286.041998,10,37203,3,3
3104,337504,0.102680218,1,397333.1198,3795752.463,984.759516,10,37203,3,3
3105,337511,0.10268521,1,397903.2694,3795284.123,1423.197999,10,37203,3,3
3106,337512,0.102685195,1,398478.4884,3795277.865,1261.406308,10,37203,3,3
3107,337621,0.102675232,1,399063.6771,3796195.733,501.898734,10,37203,3,3
3108,337622,0.102675217,1,399638.8384,3796189.544,233.2571215,10,37203,3,3
3109,337623,0.102670209,1,399068.6628,3796657.778,807.7494319,10,37203,3,3
3110,337624,0.102670194,1,399643.7958,3796651.59,674.5182537,10,37203,3,3
3111,337631,0.102675232,1,400213.9994,3796183.391,720.1572123,10,37203,3,3
3112,337632,0.102675232,1,400789.1599,3796177.274,1282.400953,10,37203,3,3
3113,337633,0.102670209,1,400218.9283,3796645.436,958.7329658,10,37203,3,3
3114,337634,0.102670209,1,400794.0604,3796639.318,1430.048429,10,37203,3,3
3115,337641,0.102675217,1,401364.3199,3796171.191,1761.336877,10,37203,3,3
3116,337642,0.102675232,1,401939.4796,3796165.144,1290.376482,10,37203,3,3
3117,337643,0.102670194,1,401369.1921,3796633.236,1957.697818,10,37203,3,3
3118,337644,0.102670209,1,401944.3233,3796627.189,1635.123774,10,37201,1,15
3119,337651,0.102675217,1,402514.6388,3796159.133,943.1792692,10,37201,1,15
3120,337652,0.102675232,1,403089.7975,3796153.157,832.0250534,10,37201,1,15
3121,337653,0.102670194,1,402519.454,3796621.177,1377.745381,10,37201,1,15
3122,337654,0.102670209,1,403094.5844,3796615.2,1292.386266,10,37201,1,15
3123,337661,0.102675217,1,403664.9559,3796147.216,766.2057402,10,37201,1,15
3124,337662,0.102675232,1,404240.1138,3796141.311,671.7722743,10,37201,1,15
3125,337663,0.102670194,1,403669.7143,3796609.259,1221.382723,10,37201,1,15
3126,337664,0.102670209,1,404244.8438,3796603.353,1064.801119,10,37201,1,15
3127,337671,0.102675217,1,404815.2713,3796135.441,459.3284443,10,37201,1,15
3128,337672,0.102675232,1,405390.4284,3796129.606,319.6961737,10,37201,1,15
3129,337673,0.102670194,1,404819.9729,3796597.483,894.4257262,10,37201,1,15
3130,337674,0.102670209,1,405395.1016,3796591.648,757.1524879,10,37201,1,15
3131,337681,0.102675217,1,405965.5851,3796123.807,236.4022226,10,37201,1,15
3132,337682,0.102675232,1,406540.7414,3796118.043,15.05475858,10,37201,1,15
3133,337683,0.102670194,1,405970.2299,3796585.849,415.7132347,10,37201,1,15
3134,337684,0.102670209,1,406545.3577,3796580.084,288.2545552,10,37201,1,15
3135,337691,0.102675217,1,407115.8972,3796112.315,264.2743384,10,37201,1,15
3136,337692,0.102675232,1,407691.0527,3796106.621,371.1658968,10,37201,1,1
3137,337693,0.102670194,1,407120.4851,3796574.356,717.3930693,10,37201,1,15
3138,337694,0.102670209,1,407695.6122,3796568.662,791.7636453,10,37201,1,1
3139,337701,0.10266523,1,396773.2266,3797144.934,990.6429439,10,37203,3,3
3140,337702,0.102665215,1,397348.3329,3797138.604,545.2734125,10,37203,3,3
3141,337703,0.102660228,1,396778.3272,3797606.982,1269.350425,10,37203,3,3
3142,337704,0.102660213,1,397353.405,3797600.651,962.9294037,10,37203,3,3
3143,337711,0.10266523,1,397923.4388,3797132.309,524.2889064,10,37203,3,3
3144,337712,0.102665215,1,398498.5442,3797126.049,956.0532673,10,37203,3,3
3145,337713,0.102660228,1,397928.4825,3797594.356,951.2039709,10,37203,3,3
3146,337714,0.102660213,1,398503.5595,3797588.096,1242.54396,10,37203,3,3
3147,337721,0.10266523,1,399073.6492,3797119.824,1216.568332,10,37203,3,3
3148,337722,0.102665215,1,399648.7537,3797113.635,1132.502897,10,37203,3,3
3149,337723,0.102660228,1,399078.636,3797581.871,1653.675131,10,37203,3,3
3150,337724,0.102660213,1,399653.7121,3797575.681,1592.850813,10,37203,3,3
3151,337731,0.10266523,1,400223.8578,3797107.482,1321.640166,10,37203,3,3
3152,337732,0.10266523,1,400798.9615,3797101.363,1694.858562,10,37203,3,3
3153,337733,0.102660228,1,400228.7878,3797569.527,1732.431502,10,37203,3,3
3154,337734,0.102660228,1,400803.863,3797563.409,2031.520201,10,37203,3,3
3155,337741,0.102665215,1,401374.0647,3797095.28,2158.702922,10,37203,3,3
3156,337742,0.10266523,1,401949.1675,3797089.233,2027.117283,10,37201,1,15
3157,337743,0.102660213,1,401378.9378,3797557.325,2431.961554,10,37201,1,15
3158,337744,0.102660228,1,401954.0122,3797551.278,2443.725991,10,37201,1,15
3159,337751,0.102665215,1,402524.2698,3797083.221,1825.867843,10,37201,1,15
3160,337752,0.10266523,1,403099.3718,3797077.244,1753.645855,10,37201,1,15
3161,337753,0.102660213,1,402529.0861,3797545.265,2279.566044,10,37201,1,15
3162,337754,0.102660228,1,403104.1596,3797539.288,2214.662883,10,37201,1,15
3163,337761,0.102665215,1,403674.4733,3797071.302,1680.325544,10,37201,1,15
3164,337762,0.10266523,1,404249.5744,3797065.396,1482.321682,10,37201,1,15
3165,337763,0.102660213,1,403679.2327,3797533.346,2140.613659,10,37201,1,15
3166,337764,0.102660228,1,404254.3054,3797527.44,1920.355878,10,37201,1,15
3167,337771,0.102665215,1,404824.675,3797059.526,1310.911614,10,37201,1,15
3168,337772,0.10266523,1,405399.7753,3797053.691,1136.43037,10,37201,1,15
3169,337773,0.102660213,1,404829.3776,3797521.569,1750.426498,10,37201,1,15
3170,337774,0.102660228,1,405404.4494,3797515.733,1236.034841,10,37201,1,15
3171,337781,0.102665215,1,405974.8751,3797047.891,810.0305871,10,37201,1,15
3172,337782,0.10266523,1,406549.9745,3797042.126,717.6804795,10,37201,1,15
3173,337783,0.102660213,1,405979.5209,3797509.933,748.5488602,10,37201,1,15
3174,337784,0.102660228,1,406554.5919,3797504.168,504.2960749,10,37201,1,15
3175,337791,0.102665215,1,407125.0735,3797036.397,807.6904024,10,37201,1,15
3176,337792,0.10266523,1,407700.1722,3797030.703,794.7979301,10,37201,1,1
3177,337793,0.102660213,1,407129.6625,3797498.439,418.2225311,10,37201,1,15
3178,337794,0.102660228,1,407704.7326,3797492.745,392.7488979,10,37201,1,1
3179,337801,0.102655203,1,396783.4283,3798069.031,1633.449063,10,37203,3,3
3180,337802,0.102655189,1,397358.4777,3798062.699,1408.605921,10,37203,3,3
3181,337803,0.102650222,1,396788.5299,3798531.079,2037.667873,10,37203,3,3
3182,337804,0.102650208,1,397363.5509,3798524.747,1862.293426,10,37203,3,3
3183,337811,0.102655203,1,397933.5267,3798056.403,1400.616354,10,37203,3,3
3184,337812,0.102655189,1,398508.5753,3798050.143,1612.705664,10,37203,3,3
3185,337813,0.102650222,1,397938.5715,3798518.451,1856.257335,10,37203,3,3
3186,337814,0.102650208,1,398513.5916,3798512.19,2021.07668,10,37203,3,3
3187,337821,0.102655203,1,399083.6234,3798043.918,1975.208327,10,37203,3,3
3188,337822,0.102655189,1,399658.6711,3798037.728,2053.973749,10,37203,3,3
3189,337823,0.102650222,1,399088.6113,3798505.965,2320.627696,10,37203,3,3
3190,337824,0.102650208,1,399663.6306,3798499.774,2515.445712,10,37203,3,3
3191,337831,0.102655203,1,400233.7183,3798031.573,2164.007402,10,37203,3,3
3192,337832,0.102655203,1,400808.7651,3798025.454,2410.10901,10,37203,3,3
3193,337833,0.102650222,1,400238.6494,3798493.62,2606.062369,10,37203,3,3
3194,337834,0.102650222,1,400813.6678,3798487.5,2813.751918,10,37203,3,3
3195,337841,0.102655189,1,401383.8115,3798019.371,2756.065569,10,37203,3,3
3196,337842,0.102655203,1,401958.8574,3798013.323,2874.266328,10,37201,1,15
3197,337843,0.102650208,1,401388.6857,3798481.416,3115.185473,10,37203,3,3
3198,337844,0.102650222,1,401963.7032,3798475.368,3313.31196,10,37203,3,3
3199,337851,0.102655189,1,402533.9029,3798007.31,2736.067745,10,37201,1,15
3200,337852,0.102655203,1,403108.948,3798001.332,2668.534946,10,37201,1,15
3201,337853,0.102650208,1,402538.7203,3798469.355,3194.171329,10,37203,3,3
3202,337854,0.102650222,1,403113.7369,3798463.377,3124.810867,10,37201,1,15
3203,337861,0.102655189,1,403683.9927,3797995.39,2559.913842,10,37201,1,15
3204,337862,0.102655203,1,404259.0369,3797989.483,2279.183602,10,37201,1,15
3205,337863,0.102650208,1,403688.7531,3798457.434,2884.586922,10,37201,1,15
3206,337864,0.102650222,1,404263.769,3798451.527,2317.180019,10,37201,1,15
3207,337871,0.102655189,1,404834.0807,3797983.612,1704.240289,10,37201,1,15
3208,337872,0.102655203,1,405409.1241,3797977.776,1129.429302,10,37201,1,15
3209,337873,0.102650208,1,404838.7843,3798445.656,1754.763027,10,37201,1,15
3210,337874,0.102650222,1,405413.7993,3798439.819,1204.345939,10,37201,1,15
3211,337881,0.102655189,1,405984.1671,3797971.976,555.1594048,10,37201,1,15
3212,337882,0.102655203,1,406559.2097,3797966.21,46.9740166,10,37201,1,15
3213,337883,0.102650208,1,405988.8139,3798434.018,695.0454242,10,37201,1,15
3214,337884,0.102650222,1,406563.828,3798428.253,420.8415708,10,37201,1,15
3215,337891,0.102655189,1,407134.2519,3797960.481,160.2173163,10,37201,1,15
3216,337892,0.102655203,1,407709.2936,3797954.786,27.16809873,10,37201,1,15
3217,337893,0.102650208,1,407138.8417,3798422.523,550.5554787,10,37201,1,15
3218,337894,0.102650222,1,407713.8551,3798416.828,90.57969916,10,37201,1,1
3219,337901,0.102645219,1,396793.6321,3798993.128,2462.327182,10,37203,3,3
3220,337902,0.102645204,1,397368.6247,3798986.796,2319.295716,10,37203,3,3
3221,337903,0.102640215,1,396798.7349,3799455.177,2272.24556,10,37203,3,3
3222,337904,0.1026402,1,397373.699,3799448.844,2726.480277,10,37203,3,3
3223,337911,0.102645219,1,397943.6168,3798980.499,2314.451435,10,37203,3,3
3224,337912,0.102645204,1,398518.6085,3798974.238,2448.614046,10,37203,3,3
3225,337913,0.102640215,1,397948.6627,3799442.547,2773.933911,10,37203,3,3
3226,337914,0.1026402,1,398523.626,3799436.286,2886.814797,10,37203,3,3
3227,337921,0.102645219,1,399093.5998,3798968.012,2701.148952,10,37203,3,3
3228,337922,0.102645204,1,399668.5906,3798961.821,2977.104595,10,37203,3,3
3229,337923,0.102640215,1,399098.5888,3799430.06,3103.889001,10,37203,3,3
3230,337924,0.1026402,1,399673.5511,3799423.869,3405.288281,10,37203,3,3
3231,337931,0.102645219,1,400243.5809,3798955.666,3054.049634,10,37203,3,3
3232,337932,0.102645219,1,400818.5709,3798949.547,3233.078831,10,37203,3,3
3233,337933,0.102640215,1,400248.5131,3799417.713,3505.695792,10,37203,3,3
3234,337934,0.102640215,1,400823.4746,3799411.593,3662.70702,10,37203,3,3
3235,337941,0.102645204,1,401393.5604,3798943.462,3498.555059,10,37203,3,3
3236,337942,0.102645219,1,401968.5495,3798937.413,3757.883125,10,37203,3,3
3237,337943,0.1026402,1,401398.4357,3799405.509,3899.027951,10,37203,3,3
3238,337944,0.102640215,1,401973.3963,3799399.459,3743.651362,10,37203,3,3
3239,337951,0.102645204,1,402543.5381,3798931.4,3653.274407,10,37203,3,3
3240,337952,0.102645219,1,403118.5263,3798925.422,3408.957844,10,37203,3,3
3241,337953,0.1026402,1,402548.3565,3799393.445,3346.610388,10,37203,3,3
3242,337954,0.102640215,1,403123.3163,3799387.467,3007.611863,10,37203,3,3
3243,337961,0.102645204,1,403693.5141,3798919.479,2987.031004,10,37201,1,15
3244,337962,0.102645219,1,404268.5015,3798913.572,2443.559052,10,37201,1,15
3245,337963,0.1026402,1,403698.2756,3799381.524,2748.218855,10,37203,3,3
3246,337964,0.102640215,1,404273.2346,3799375.616,2524.343743,10,37201,1,15
3247,337971,0.102645204,1,404843.4885,3798907.7,1918.583666,10,37201,1,15
3248,337972,0.102645219,1,405418.475,3798901.863,1432.584676,10,37201,1,15
3249,337973,0.1026402,1,404848.1931,3799369.744,2170.194885,10,37201,1,15
3250,337974,0.102640215,1,405423.1512,3799363.907,1755.32349,10,37201,1,15
3251,337981,0.102645204,1,405993.4611,3798896.062,1041.626072,10,37201,1,15
3252,337982,0.102645219,1,406568.4468,3798890.296,882.6203527,10,37201,1,15
3253,337983,0.1026402,1,405998.1089,3799358.105,1453.923322,10,37201,1,15
3254,337984,0.102640215,1,406573.0661,3799352.339,1344.596817,10,37201,1,1
3255,337991,0.102645204,1,407143.4321,3798884.565,739.3980179,10,37201,1,1
3256,337992,0.102645219,1,407718.417,3798878.87,206.1870962,10,37201,1,1
3257,337993,0.1026402,1,407148.023,3799346.608,827.846453,10,37201,1,1
3258,337994,0.102640215,1,407722.9795,3799340.913,274.7944561,10,37201,1,1
3259,346052,0.102635173,1,391629.3963,3799975.814,1325.263086,10,37386,10,10
3260,346054,0.10263019,1,391634.7561,3800437.867,1715.813904,10,37203,3,3
3261,346061,0.102635188,1,392204.3361,3799969.162,1078.555142,10,37203,3,3
3262,346062,0.102635173,1,392779.2755,3799962.546,824.2097311,10,37203,3,3
3263,346063,0.102630205,1,392209.6675,3800431.215,1473.141387,10,37203,3,3
3264,346064,0.10263019,1,392784.5784,3800424.599,944.3549724,10,37203,3,3
3265,346073,0.102630205,1,393359.4889,3800418.018,524.0542404,10,37203,3,3
3266,346074,0.10263019,1,393934.3989,3800411.472,196.9739877,10,37203,3,3
3267,346092,0.102635173,1,396228.902,3799923.594,1536.378129,10,37203,3,3
3268,346094,0.10263019,1,396234.0343,3800385.644,1262.658186,10,37203,3,3
3269,346152,0.102625184,1,391640.1165,3800899.92,2135.124433,10,37203,3,3
3270,346154,0.102620156,1,391645.4775,3801361.974,2411.52066,10,37203,3,3
3271,346161,0.102625199,1,392214.9995,3800893.268,1676.188659,10,37203,3,3
3272,346162,0.102625184,1,392789.882,3800886.651,1237.46978,10,37203,3,3
3273,346163,0.10262017,1,392220.332,3801355.321,1968.784693,10,37203,3,3
3274,346171,0.102625199,1,393364.764,3800880.07,860.8073178,10,37203,3,3
3275,346172,0.102625184,1,393939.6455,3800873.524,658.3424682,10,37203,3,3
3276,346173,0.10262017,1,393370.0396,3801342.123,1250.052308,10,37203,3,3
3277,346174,0.102620156,1,393944.8927,3801335.576,1045.428157,10,37203,3,3
3278,346181,0.102625199,1,394514.5266,3800867.014,627.5295926,10,37203,3,3
3279,346183,0.10262017,1,394519.7454,3801329.065,544.6871767,10,37203,3,3
3280,346261,0.102615186,1,392225.6652,3801817.375,2317.252831,10,37203,3,3
3281,346262,0.102615171,1,392800.4907,3801810.757,1944.198244,10,37203,3,3
3282,346264,0.102610164,1,392805.796,3802272.811,2202.025198,10,37203,3,3
3283,346272,0.102615171,1,393950.1405,3801797.629,984.8238265,10,37203,3,3
3284,346273,0.102610178,1,393380.5926,3802266.228,1652.555555,10,37203,3,3
3285,346281,0.102615186,1,394524.9647,3801791.117,416.7512986,10,37203,3,3
3286,346283,0.102610178,1,394530.1845,3802253.17,691.1712863,10,37203,3,3
3287,346371,0.102605148,1,393385.8699,3802728.282,1860.619787,10,37203,3,3
3288,347001,0.102635188,1,396803.8382,3799917.226,1992.444878,10,37203,3,3
3289,347002,0.102635173,1,397378.7739,3799910.893,2498.063421,10,37203,3,3
3290,347003,0.102630205,1,396808.942,3800379.276,1789.86202,10,37203,3,3
3291,347004,0.10263019,1,397383.8493,3800372.943,2339.653635,10,37203,3,3
3292,347011,0.102635188,1,397953.7091,3799904.596,3028.515754,10,37203,3,3
3293,347012,0.102635173,1,398528.6439,3799898.334,3331.473888,10,37203,3,3
3294,347013,0.102630205,1,397958.7561,3800366.645,2899.210592,10,37203,3,3
3295,347014,0.10263019,1,398533.6624,3800360.383,3463.803107,10,37203,3,3
3296,347021,0.102635188,1,399103.5783,3799892.108,3521.232348,10,37203,3,3
3297,347022,0.102635173,1,399678.5122,3799885.916,3789.569583,10,37203,3,3
3298,347023,0.102630205,1,399108.5684,3800354.156,3948.551341,10,37203,3,3
3299,347024,0.10263019,1,399683.4738,3800347.964,4189.59622,10,37203,3,3
3300,347031,0.102635188,1,400253.4457,3799879.761,3959.749107,10,37203,3,3
3301,347032,0.102635188,1,400828.3788,3799873.64,4048.12435,10,37203,3,3
3302,347033,0.102630205,1,400258.3789,3800341.808,4063.82023,10,37203,3,3
3303,347034,0.102630205,1,400833.2835,3800335.687,3678.098372,10,37203,3,3
3304,347041,0.102635173,1,401403.3114,3799867.555,3749.916065,10,37203,3,3
3305,347042,0.102635188,1,401978.2436,3799861.506,3444.76765,10,37203,3,3
3306,347043,0.10263019,1,401408.1877,3800329.602,3347.101195,10,37203,3,3
3307,347044,0.102630205,1,401983.0915,3800323.552,3088.473435,10,37203,3,3
3308,347051,0.102635173,1,402553.1754,3799855.491,3008.561437,10,37203,3,3
3309,347052,0.102635188,1,403128.1067,3799849.512,2626.305282,10,37203,3,3
3310,347053,0.10263019,1,402557.9948,3800317.537,2707.415496,10,37203,3,3
3311,347054,0.102630205,1,403132.8977,3800311.558,2275.136279,10,37201,1,15
3312,347061,0.102635173,1,403703.0376,3799843.569,2324.765358,10,37201,1,15
3313,347062,0.102635188,1,404277.9681,3799837.661,2138.364515,10,37201,1,15
3314,347063,0.10263019,1,403707.8001,3800305.614,1919.212292,10,37201,1,15
3315,347064,0.102630205,1,404282.7022,3800299.706,1688.634993,10,37201,1,15
3316,347071,0.102635173,1,404852.8982,3799831.788,1845.553728,10,37201,1,15
3317,347072,0.102635188,1,405427.8279,3799825.951,1694.709395,10,37201,1,15
3318,347073,0.10263019,1,404857.6038,3800293.833,1435.955449,10,37201,1,15
3319,347074,0.102630205,1,405432.505,3800287.995,1236.109882,10,37201,1,15
3320,347081,0.102635173,1,406002.7571,3799820.149,1453.060671,10,37201,1,15
3321,347082,0.102635188,1,406577.6859,3799814.383,1347.415224,10,37201,1,1
3322,347083,0.10263019,1,406007.4058,3800282.193,1017.239782,10,37201,1,15
3323,347084,0.102630205,1,406582.3062,3800276.426,949.6120455,10,37201,1,1
3324,347091,0.102635173,1,407152.6144,3799808.651,930.339391,10,37201,1,1
3325,347092,0.102635188,1,407727.5424,3799802.956,477.6613481,10,37201,1,1
3326,347093,0.10263019,1,407157.2062,3800270.695,622.3028661,10,37201,1,1
3327,347094,0.102630205,1,407732.1058,3800264.999,320.3294441,10,37201,1,1
3328,347101,0.102625199,1,396814.0464,3800841.326,1685.846972,10,37203,3,3
3329,347102,0.102625184,1,397388.9252,3800834.992,2247.472388,10,37203,3,3
3330,347111,0.102625199,1,397963.8036,3800828.694,2814.462946,10,37203,3,3
3331,347112,0.102625184,1,398538.6815,3800822.432,3384.122601,10,37203,3,3
3332,347113,0.10262017,1,397968.8516,3801290.744,2783.914545,10,37203,3,3
3333,347114,0.102620156,1,398543.701,3801284.481,3358.733367,10,37203,3,3
3334,347121,0.102625199,1,399113.5589,3800816.204,3955.297915,10,37203,3,3
3335,347122,0.102625184,1,399688.436,3800810.012,4210.647395,10,37203,3,3
3336,347123,0.10262017,1,399118.5501,3801278.253,3933.570704,10,37203,3,3
3337,347124,0.102620156,1,399693.3987,3801272.061,3965.394583,10,37203,3,3
3338,347131,0.102625199,1,400263.3126,3800803.856,3752.679009,10,37203,3,3
3339,347132,0.102625199,1,400838.1888,3800797.735,3331.144499,10,37203,3,3
3340,347133,0.10262017,1,400268.2468,3801265.904,3475.28211,10,37203,3,3
3341,347134,0.10262017,1,400843.0946,3801259.783,3015.238007,10,37203,3,3
3342,347141,0.102625184,1,401413.0645,3800791.649,2961.641586,10,37203,3,3
3343,347142,0.102625199,1,401987.9398,3800785.599,2665.893538,10,37203,3,3
3344,347143,0.102620156,1,401417.9418,3801253.697,2601.264174,10,37203,3,3
3345,347144,0.10262017,1,401992.7887,3801247.646,2258.833308,10,37203,3,3
3346,347151,0.102625184,1,402562.8147,3800779.584,2414.508959,10,37203,3,3
3347,347152,0.102625199,1,403137.6891,3800773.604,1970.285975,10,37201,1,15
3348,347153,0.102620156,1,402567.6351,3801241.631,2024.577808,10,37201,1,15
3349,347154,0.10262017,1,403142.4811,3801235.651,1679.036578,10,37201,1,15
3350,347161,0.102625184,1,403712.5632,3800767.66,1545.714455,10,37201,1,15
3351,347162,0.102625199,1,404287.4368,3800761.752,1247.953689,10,37201,1,15
3352,347163,0.102620156,1,403717.3267,3801229.706,1233.737075,10,37201,1,15
3353,347164,0.10262017,1,404292.1718,3801223.797,830.845798,10,37201,1,15
3354,347171,0.102625184,1,404862.31,3800755.878,1060.191365,10,37201,1,15
3355,347172,0.102625199,1,405437.1827,3800750.04,781.6063752,10,37201,1,15
3356,347173,0.102620156,1,404867.0166,3801217.924,659.1437027,10,37201,1,15
3357,347174,0.10262017,1,405441.8609,3801212.085,347.6544922,10,37201,1,15
3358,347181,0.102625184,1,406012.0551,3800744.238,620.628919,10,37201,1,15
3359,347182,0.102625199,1,406586.927,3800738.471,502.169256,10,37201,1,1
3360,347183,0.102620156,1,406016.7048,3801206.282,403.2328831,10,37201,1,15
3361,347184,0.10262017,1,406591.5483,3801200.515,172.0387772,10,37201,1,1
3362,347191,0.102625184,1,407161.7986,3800732.739,327.5152841,10,37201,1,1
3363,347192,0.102625199,1,407736.6697,3800727.042,202.7746247,10,37201,1,1
3364,347193,0.102620156,1,407166.3914,3801194.783,147.1661569,10,37201,1,1
3365,347194,0.10262017,1,407741.2341,3801189.086,469.1229528,10,37201,1,1
3366,347211,0.102615186,1,397973.9002,3801752.794,2829.521608,10,37203,3,3
3367,347212,0.102615171,1,398548.7212,3801746.53,3396.605228,10,37203,3,3
3368,347214,0.102610164,1,398553.7418,3802208.58,3495.682832,10,37203,3,3
3369,347221,0.102615186,1,399123.5417,3801740.302,3965.930902,10,37203,3,3
3370,347222,0.102615171,1,399698.3619,3801734.11,3761.140677,10,37203,3,3
3371,347223,0.102610178,1,399128.5339,3802202.352,4051.082679,10,37203,3,3
3372,347224,0.102610164,1,399703.3256,3802196.159,3604.861609,10,37203,3,3
3373,347231,0.102615186,1,400273.1816,3801727.952,3240.307614,10,37203,3,3
3374,347232,0.102615186,1,400848.0009,3801721.831,2741.13442,10,37203,3,3
3375,347233,0.102610178,1,400278.1168,3802190.001,3057.551891,10,37203,3,3
3376,347234,0.102610178,1,400852.9077,3802183.879,2522.498253,10,37203,3,3
3377,347241,0.102615171,1,401422.8197,3801715.744,2277.904792,10,37203,3,3
3378,347242,0.102615186,1,401997.6381,3801709.693,1877.415085,10,37203,3,3
3379,347243,0.102610164,1,401427.6981,3802177.792,2009.513983,10,37203,3,3
3380,347244,0.102610178,1,402002.488,3802171.741,1540.800953,10,37203,3,3
3381,347251,0.102615171,1,402572.4561,3801703.678,1587.868579,10,37201,1,15
3382,347252,0.102615186,1,403147.2736,3801697.697,1398.318129,10,37201,1,15
3383,347253,0.102610164,1,402577.2775,3802165.725,1170.79377,10,37201,1,15
3384,347254,0.102610178,1,403152.0666,3802159.745,996.009452,10,37201,1,15
3385,347261,0.102615171,1,403722.0907,3801691.753,946.8465828,10,37201,1,15
3386,347262,0.102615186,1,404296.9074,3801685.843,500.2377739,10,37201,1,15
3387,347263,0.102610164,1,403726.8553,3802153.799,678.0265909,10,37201,1,15
3388,347264,0.102610178,1,404301.6435,3802147.89,248.6274799,10,37201,1,15
3389,347271,0.102615171,1,404871.7237,3801679.969,204.8107615,10,37201,1,15
3390,347272,0.102615186,1,405446.5396,3801674.131,46.67517668,10,37201,1,15
3391,347273,0.102610164,1,404876.4314,3802142.015,257.5211157,10,37201,1,15
3392,347274,0.102610178,1,405451.2188,3802136.176,469.4177776,10,37201,1,15
3393,347281,0.102615171,1,406021.3551,3801668.327,429.9072303,10,37201,1,15
3394,347282,0.102615186,1,406596.1701,3801662.56,483.7705456,10,37201,1,1
