year,region,vacants
2021,816,4363
2021,830,1320
2021,439,11949
2021,161,1317
2021,418,4864
2021,407,3879
2021,707,5973
2021,412,3171
2021,391,3705
2021,491,5788
2021,427,3376
2021,441,1087
2021,803,1855
2021,370,6843
2021,408,1459
2021,436,4963
2021,612,1041
2021,186,2030
2021,262,4042
2021,684,1553
2021,718,1811
2021,200,2172
2021,801,6322
2021,812,2792
2021,432,3138
2021,257,3596
2021,253,10592
2021,173,10930
2021,268,3135
2021,423,8280
2021,677,4973
2021,638,4017
2021,395,3210
2021,795,5279
2021,482,5895
2021,678,2331
2021,717,296
2021,722,1064
2021,434,2539
2021,366,19917
2021,705,2311
2021,252,764
2021,182,2281
2021,712,4367
2021,714,4013
2021,851,4298
2021,430,2537
2021,613,3170
2021,394,3628
2021,838,1611
2021,266,1573
2021,162,3617
2021,493,2086
2021,646,1467
2021,683,1682
2021,805,5995
2021,375,3836
2021,158,8636
2021,421,2154
2021,419,1631
2021,869,4341
2021,487,3948
2021,221,1445
2021,799,1120
2021,409,2734
2021,776,3430
2021,374,7514
2021,181,4662
2021,682,2017
2021,847,7191
2021,792,3220
2021,279,1683
2021,809,363
2021,793,3812
2021,640,3465
2021,787,1164
2021,379,2594
2021,729,1703
2021,849,1455
2021,823,3961
2021,330,2453
2021,870,896
2021,396,2852
2021,417,770
2021,264,880
2021,180,2218
2021,435,2045
2021,347,1882
2021,226,1320
2021,185,2324
2021,410,3952
2021,855,1030
2021,856,1082
2021,806,1346
2021,794,5308
2021,159,4683
2021,251,1478
2021,425,1813
2021,198,1501
2021,193,1683
2021,238,3022
2021,846,1603
2021,829,1405
2021,767,129
2021,197,2163
2021,647,1626
2021,810,1147
2021,426,1209
2021,826,1145
2021,189,777
2021,489,1780
2021,479,1846
2021,300,3132
2021,715,2382
2021,378,2477
2021,789,2016
2021,255,1138
2021,643,1563
2021,195,1341
2021,802,3517
2021,716,866
2021,411,1431
2021,263,543
2021,642,3608
2021,481,4344
2021,163,1409
2021,179,3960
2021,445,1300
2021,727,886
2021,721,1016
2021,183,3723
2021,373,1944
2021,201,2504
2021,719,1034
2021,371,1791
2021,842,466
2021,680,1857
2021,814,1528
2021,415,1114
2021,853,1250
2021,437,1645
2021,608,1460
2021,720,1494
2021,188,925
2021,679,686
2021,256,2961
2021,194,1158
2021,269,3498
2021,442,1354
2021,843,2477
2021,681,734
2021,837,731
2021,267,1431
2021,797,1146
2021,813,545
2021,852,1617
2021,413,1479
2021,368,1764
2021,390,1448
2021,265,1282
2021,377,4702
2021,191,455
2021,171,344
2021,447,1288
2021,818,897
2021,848,1637
2021,780,753
2021,492,1687
2021,773,931
2021,644,958
2021,811,755
2021,713,2235
2021,609,386
2021,819,1210
2021,808,1043
2021,249,1072
2021,782,633
2021,827,478
2021,225,872
2021,294,632
2021,751,117
2021,199,573
2021,784,1151
2021,854,1708
2021,825,945
2021,254,1083
2021,372,112
2021,724,463
2021,750,171
2021,723,1099
2021,686,1068
2021,726,799
2021,192,226
2021,768,185
2021,725,122
2021,190,336
2021,196,139
2021,365,272
2021,261,180
2021,610,219
2021,747,104
2021,250,158
2021,786,440
2021,243,141
2021,821,139
2021,831,46
2022,1,41097
2022,2,44919
2022,3,47469
2022,4,71072
2022,5,60820
2022,6,36076
2022,7,44122
2022,8,48749
2022,9,50854
2022,10,44074
2022,11,52883
2022,12,45970
2022,13,21260
2022,14,12055
2022,15,12739
2022,16,13992
2022,17,16787
2022,18,14356
2022,19,15933
2022,20,18673
2022,21,14022
2022,22,16657
2022,23,19405
2022,24,18339
2022,25,7938
2022,26,23546
2022,27,16167
2022,28,21940
2022,29,22153
2022,30,21736
2022,31,42251
2022,32,20050
2022,33,32842
2022,34,15204
2022,35,27761
2022,36,25446
2022,37,21772
2022,38,5154
2022,39,13814
2022,40,13356
2022,41,22660
2022,42,27414
2022,43,25747
2022,44,18948
2022,45,18578
2022,46,6001
2022,47,9975
2022,48,9301
2022,49,22953
2022,50,14927
2022,51,20890
2022,52,14590
2022,53,20687
2022,54,16372
2022,55,20768
2022,56,20913
2022,57,19206
2022,58,15663
2022,59,23901
2022,60,25641
2022,61,19459
2022,62,15706
2022,63,18162
2022,64,14273
2022,65,22642
2022,66,12296
2022,67,11075
2022,68,24148
2022,69,43907
2022,70,14993
2022,71,14035
2022,72,24371
2022,73,44678
2022,74,8507
2022,75,15209
2022,76,65140
2022,77,60662
2022,78,23540
2022,79,71593
2022,80,45851
2022,81,69573
2022,82,110334
2022,83,14161
2022,84,27913
2022,85,20460
2022,86,26466
2022,87,36799
2022,88,23527
2022,89,60483
2022,90,6276
2022,91,4434
2022,92,5122
2022,93,7734
2022,94,16914
2022,95,16218
2022,96,23946
2022,97,20252
2022,98,15615
2022,99,29350
2022,100,48791
2022,101,29610
2022,102,4720
2022,103,23200
2022,104,28094
2022,105,42076
2022,106,7159
2022,107,34052
2022,108,54482
2022,109,19531
2022,110,10563
2022,111,9941
2022,112,19675
2022,113,17748
2022,114,19983
2022,115,21674
2022,116,14028
2022,117,34523
2022,118,46173
2022,119,82272
2022,120,59014
2022,121,43458
2022,122,113163
2022,123,37836
2022,124,66810
2022,125,74281
2022,126,53945
2022,127,25240
2022,128,40688
2022,129,35842
2022,130,43816
2022,131,45668
2022,132,35326
2022,133,27174
2022,134,21036
2022,135,24969
2022,136,33182
2022,137,34192
2022,138,58981
2022,139,34848
2022,140,13128
2022,141,15107
2022,142,13861
2022,143,27519
2022,144,36016
2022,145,15581
2022,146,13325
2022,147,5548
2022,148,6600
2022,149,1392
2022,150,5728
2022,151,8941
2022,152,3174
2022,153,2927
2022,154,5272
2022,155,6329
2022,156,15052
2022,157,19567
2022,166,8081
2022,167,21476
2022,168,11040
2022,169,24021
2022,172,1499
2022,175,25001
2022,176,44123
2022,177,815
2022,202,8619
2022,203,9716
2022,204,12648
2022,205,20222
2022,206,7888
2022,207,8595
2022,208,10785
2022,209,15479
2022,210,16671
2022,211,3270
2022,212,28005
2022,213,7912
2022,214,11680
2022,215,18175
2022,216,10129
2022,217,5891
2022,218,3614
2022,219,10017
2022,223,2950
2022,224,11835
2022,227,4101
2022,228,8127
2022,229,13078
2022,230,9496
2022,231,5866
2022,232,14772
2022,233,11842
2022,234,16162
2022,235,9612
2022,236,18365
2022,237,17158
2022,239,2985
2022,241,2002
2022,242,9592
2022,244,8078
2022,245,12677
2022,246,13294
2022,247,41354
2022,271,3789
2022,272,5909
2022,273,16186
2022,274,8875
2022,275,7805
2022,276,3022
2022,277,9642
2022,278,16045
2022,280,7712
2022,281,12525
2022,282,5277
2022,283,4054
2022,284,4259
2022,285,7302
2022,286,9847
2022,287,7376
2022,288,9212
2022,289,4530
2022,290,2605
2022,291,5331
2022,292,23456
2022,293,10169
2022,295,1681
2022,296,1811
2022,297,13143
2022,299,6570
2022,301,29783
2022,303,2852
2022,304,8196
2022,305,3574
2022,306,28552
2022,307,26490
2022,308,28601
2022,309,8892
2022,310,5852
2022,311,11565
2022,312,13689
2022,313,14155
2022,314,21587
2022,315,7622
2022,316,8511
2022,317,20207
2022,318,14212
2022,319,24899
2022,320,15761
2022,321,13692
2022,322,3488
2022,323,5303
2022,324,3131
2022,325,3852
2022,326,21991
2022,327,26295
2022,329,8085
2022,332,9943
2022,333,22909
2022,334,13981
2022,335,10068
2022,336,13833
2022,337,3570
2022,338,5639
2022,339,1997
2022,340,1832
2022,341,46060
2022,342,49067
2022,343,28648
2022,344,5813
2022,345,80787
2022,346,11947
2022,348,3921
2022,349,4234
2022,350,16285
2022,351,8439
2022,352,19622
2022,353,9410
2022,354,2645
2022,355,3849
2022,356,31944
2022,357,12791
2022,358,21977
2022,359,8448
2022,360,18346
2022,361,17280
2022,362,9728
2022,363,3835
2022,364,680
2022,380,8192
2022,381,38227
2022,382,33092
2022,383,13330
2022,384,6831
2022,385,5416
2022,386,3595
2022,387,3803
2022,388,3734
2022,389,2529
2022,397,13869
2022,398,56412
2022,399,7340
2022,400,6843
2022,401,7452
2022,402,5710
2022,403,3962
2022,404,3617
2022,405,3870
2022,406,6915
2022,448,38009
2022,449,46666
2022,450,41217
2022,451,85310
2022,452,30974
2022,453,51313
2022,454,37982
2022,455,55059
2022,456,60892
2022,457,17856
2022,458,37789
2022,459,20354
2022,460,30939
2022,462,12192
2022,463,6550
2022,464,30571
2022,465,27686
2022,466,13029
2022,467,19262
2022,468,8483
2022,469,15473
2022,470,26658
2022,471,68725
2022,472,48450
2022,473,57418
2022,474,54933
2022,475,7693
2022,476,51337
2022,477,47372
2022,488,9731
2022,494,28728
2022,495,105131
2022,496,28153
2022,497,11439
2022,498,1357
2022,499,2535
2022,500,19420
2022,501,12420
2022,502,5804
2022,503,8648
2022,504,9675
2022,521,17663
2022,522,9215
2022,523,7693
2022,524,6411
2022,525,4902
2022,526,4460
2022,527,4784
2022,528,4587
2022,529,3019
2022,530,2817
2022,531,3028
2022,532,4455
2022,533,3747
2022,534,3384
2022,535,3037
2022,536,8049
2022,537,5359
2022,538,7862
2022,539,7086
2022,540,7477
2022,541,8740
2022,542,8722
2022,543,10397
2022,544,8220
2022,545,18032
2022,546,35256
2022,547,18323
2022,548,16633
2022,549,24641
2022,550,15899
2022,551,7728
2022,552,25453
2022,553,18276
2022,554,35093
2022,555,24413
2022,556,66158
2022,557,69859
2022,558,31476
2022,559,29324
2022,560,31665
2022,561,26219
2022,562,45505
2022,563,38507
2022,564,36759
2022,565,40217
2022,566,34634
2022,567,25706
2022,568,33785
2022,569,35351
2022,570,36124
2022,571,72119
2022,572,40937
2022,573,50592
2022,574,29241
2022,575,16718
2022,576,28439
2022,577,28413
2022,578,35236
2022,579,30201
2022,580,43494
2022,581,29282
2022,582,14150
2022,583,17373
2022,584,30914
2022,585,14391
2022,586,17599
2022,587,18200
2022,588,24077
2022,589,20565
2022,590,24833
2022,591,9417
2022,592,15769
2022,593,9105
2022,594,8060
2022,595,7248
2022,596,8816
2022,597,13756
2022,598,8361
2022,599,18609
2022,600,6124
2022,601,3871
2022,602,4565
2022,603,23681
2022,604,19658
2022,605,2918
2022,606,2457
2022,607,1585
2022,614,3098
2022,615,3421
2022,626,6240
2022,627,4034
2022,628,3907
2022,629,3806
2022,630,3163
2022,631,2633
2022,632,5843
2022,633,2995
2022,634,3185
2022,636,2179
2022,637,5882
2022,641,3769
2022,651,4144
2022,652,3146
2022,653,5430
2022,654,7025
2022,655,20079
2022,656,11083
2022,657,9215
2022,658,17871
2022,659,19218
2022,660,3505
2022,661,5854
2022,662,10589
2022,663,10364
2022,664,11772
2022,665,29548
2022,666,11196
2022,667,5167
2022,668,11033
2022,669,25289
2022,670,13732
2022,671,37082
2022,672,42588
2022,673,9550
2022,674,13708
2022,675,11775
2022,676,7736
2022,688,2396
2022,689,7037
2022,690,8218
2022,691,20521
2022,692,15427
2022,693,8040
2022,694,23887
2022,695,8821
2022,696,6140
2022,697,4585
2022,698,4657
2022,699,14650
2022,701,2066
2022,702,4501
2022,703,3601
2022,704,2751
2022,730,19543
2022,731,3488
2022,732,3572
2022,733,13279
2022,734,4529
2022,735,2593
2022,736,4395
2022,737,16457
2022,738,11857
2022,739,7658
2022,740,7715
2022,741,2852
2022,742,7717
2022,743,7338
2022,744,5314
2022,745,6565
2022,746,2045
2022,748,4079
2022,749,681
2022,752,2586
2022,753,3252
2022,754,1339
2022,759,1479
2022,765,1465
2022,766,1327
2022,769,5753
2022,770,9037
2022,771,16006
2022,774,1703
2022,775,1015
2022,790,27716
2022,817,3587
2022,820,2235
2022,828,3912
2022,832,8490
2022,833,3766
2022,834,4927
2022,835,4365
2022,836,7159
2022,839,1413
2022,840,1194
2022,841,1495
2022,857,4323
2022,858,9485
2022,859,3144
2022,860,47008
2022,861,61741
2022,862,32574
2022,863,43280
2022,864,17955
2022,865,19664
2022,866,8511
2022,867,1302
2022,868,3445
2022,700,7410
2022,240,11763
2022,850,18350
2022,431,23457
2022,424,26209
2022,796,3594
2022,480,14678
2022,798,4251
2022,428,8990
2022,484,21928
2022,844,121136
2022,367,29024
2022,414,4111
2022,298,30794
2022,779,9545
2022,490,1797
2022,804,2946
2022,639,3549
2022,728,2938
2022,709,3067
2022,777,20065
2022,422,11469
2022,649,6789
2022,420,4601
2022,845,10604
2022,270,4296
2022,788,3198
2022,710,17842
2022,331,11134
2022,376,1635
2022,429,8003
2022,160,2491
2022,165,12113
2022,178,25172
2022,369,39344
2022,648,2275
2022,393,12066
2022,164,7286
2022,706,15743
2022,259,27388
2022,328,15335
2022,416,14551
2022,486,39739
2022,822,9084
2022,483,5400
2022,815,3642
2022,711,6121
2022,635,4627
2022,800,7417
2022,645,4127
2022,444,2920
2022,433,4187
2022,461,17663
2022,392,7733
2022,824,1560
2022,170,4596
2022,220,7363
2022,485,8549
2022,187,1045
2022,222,13762
2022,785,3622
2022,687,1624
2022,708,17894
2022,174,15148
2022,478,11173
2022,783,2950
2022,302,4333
2022,611,3256
2022,616,7831
2022,781,3266
2022,248,18031
2022,772,3809
2022,260,13071
2022,446,7075
2022,184,2505
2022,807,7544
2022,438,6820
2022,791,1672
2022,778,16122
2022,258,8062
2022,685,930
2022,650,2304
2022,443,16336
2022,440,6159
2022,505,9694
2022,816,5777
2022,830,1726
2022,439,15742
2022,161,1743
2022,418,6406
2022,407,5076
2022,707,7910
2022,412,4198
2022,391,4855
2022,491,7671
2022,427,4461
2022,441,1446
2022,803,2448
2022,370,9041
2022,408,1945
2022,436,6520
2022,612,1362
2022,186,2679
2022,262,5357
2022,684,2034
2022,718,2384
2022,200,2864
2022,801,8328
2022,812,3674
2022,432,4122
2022,257,4722
2022,253,13988
2022,173,14456
2022,268,4164
2022,423,10939
2022,677,6578
2022,638,5310
2022,395,4216
2022,795,6941
2022,482,7797
2022,678,3107
2022,717,389
2022,722,1401
2022,434,3326
2022,366,26238
2022,705,3062
2022,252,1013
2022,182,2989
2022,712,5796
2022,714,5357
2022,851,5704
2022,430,3358
2022,613,4133
2022,394,4798
2022,838,2112
2022,266,2092
2022,162,4777
2022,493,2764
2022,646,1953
2022,683,2243
2022,805,7891
2022,375,5052
2022,158,11416
2022,421,2845
2022,419,2168
2022,869,5708
2022,487,5213
2022,221,1907
2022,799,1477
2022,409,3636
2022,776,4515
2022,374,9984
2022,181,6127
2022,682,2643
2022,847,9510
2022,792,4222
2022,279,2220
2022,809,485
2022,793,5032
2022,640,4607
2022,787,1547
2022,379,3399
2022,729,2219
2022,849,1915
2022,823,5192
2022,330,3239
2022,870,1186
2022,396,3771
2022,417,1022
2022,264,1162
2022,180,2905
2022,435,2684
2022,347,2454
2022,226,1748
2022,185,3046
2022,410,5190
2022,855,1332
2022,856,1405
2022,806,1782
2022,794,7020
2022,159,6164
2022,251,1968
2022,425,2397
2022,198,1949
2022,193,2234
2022,238,3976
2022,846,2135
2022,829,1839
2022,767,171
2022,197,2842
2022,647,2116
2022,810,1490
2022,426,1601
2022,826,1512
2022,189,1034
2022,489,2334
2022,479,2446
2022,300,4152
2022,715,3146
2022,378,3276
2022,789,2669
2022,255,1505
2022,643,2071
2022,195,1780
2022,802,4658
2022,716,1121
2022,411,1850
2022,263,710
2022,642,4743
2022,481,5730
2022,163,1869
2022,179,5197
2022,445,1715
2022,727,1179
2022,721,1344
2022,183,4917
2022,373,2549
2022,201,3319
2022,719,1375
2022,371,2362
2022,842,610
2022,680,2434
2022,814,2000
2022,415,1456
2022,853,1660
2022,437,2182
2022,608,1920
2022,720,1984
2022,188,1219
2022,679,915
2022,256,3900
2022,194,1533
2022,269,4608
2022,442,1799
2022,843,3267
2022,681,968
2022,837,964
2022,267,1916
2022,797,1508
2022,813,724
2022,852,2145
2022,413,1938
2022,368,2333
2022,390,1921
2022,265,1698
2022,377,6177
2022,191,605
2022,171,459
2022,447,1744
2022,818,1174
2022,848,2149
2022,780,994
2022,492,2285
2022,773,1250
2022,644,1284
2022,811,997
2022,713,2950
2022,609,510
2022,819,1611
2022,808,1363
2022,249,1420
2022,782,832
2022,827,631
2022,225,1133
2022,294,844
2022,751,163
2022,199,770
2022,784,1552
2022,854,2256
2022,825,1250
2022,254,1448
2022,372,151
2022,724,614
2022,750,226
2022,723,1459
2022,686,1400
2022,726,1066
2022,192,297
2022,768,249
2022,725,173
2022,190,436
2022,196,183
2022,365,363
2022,261,234
2022,610,296
2022,747,137
2022,250,209
2022,786,583
2022,243,189
2022,821,189
2022,831,66
2023,1,47001
2023,2,52122
2023,3,55014
2023,4,83881
2023,5,71872
2023,6,39439
2023,7,49007
2023,8,54403
2023,9,57253
2023,10,48166
2023,11,59312
2023,12,49206
2023,13,22566
2023,14,13338
2023,15,13570
2023,16,15346
2023,17,18893
2023,18,15467
2023,19,17173
2023,20,20147
2023,21,15090
2023,22,17899
2023,23,21558
2023,24,19661
2023,25,8511
2023,26,27118
2023,27,18271
2023,28,25024
2023,29,24284
2023,30,24306
2023,31,50572
2023,32,22411
2023,33,36937
2023,34,16125
2023,35,29807
2023,36,27088
2023,37,23817
2023,38,5522
2023,39,14686
2023,40,14216
2023,41,24818
2023,42,29598
2023,43,28686
2023,44,21009
2023,45,20159
2023,46,6366
2023,47,10625
2023,48,9913
2023,49,26359
2023,50,15948
2023,51,23460
2023,52,15956
2023,53,23775
2023,54,18067
2023,55,24254
2023,56,22836
2023,57,21425
2023,58,17275
2023,59,26474
2023,60,30115
2023,61,22776
2023,62,16828
2023,63,20029
2023,64,15424
2023,65,25679
2023,66,13150
2023,67,11814
2023,68,26381
2023,69,52133
2023,70,16071
2023,71,14949
2023,72,25967
2023,73,47596
2023,74,9055
2023,75,16140
2023,76,70147
2023,77,66570
2023,78,24938
2023,79,82511
2023,80,50833
2023,81,80227
2023,82,130628
2023,83,15087
2023,84,32663
2023,85,22417
2023,86,28211
2023,87,42118
2023,88,24932
2023,89,64644
2023,90,7628
2023,91,5253
2023,92,5783
2023,93,9001
2023,94,20254
2023,95,18948
2023,96,28629
2023,97,24028
2023,98,18214
2023,99,31199
2023,100,56153
2023,101,31466
2023,102,5044
2023,103,24624
2023,104,30225
2023,105,44662
2023,106,7657
2023,107,37967
2023,108,60770
2023,109,23506
2023,110,12214
2023,111,11300
2023,112,23472
2023,113,20221
2023,114,23307
2023,115,24763
2023,116,15553
2023,117,36798
2023,118,50502
2023,119,93815
2023,120,67371
2023,121,50321
2023,122,137621
2023,123,44787
2023,124,81556
2023,125,87949
2023,126,59969
2023,127,26777
2023,128,43251
2023,129,39122
2023,130,47392
2023,131,54523
2023,132,39843
2023,133,30241
2023,134,22309
2023,135,27721
2023,136,38004
2023,137,40784
2023,138,71287
2023,139,42869
2023,140,15797
2023,141,18373
2023,142,16510
2023,143,32330
2023,144,43678
2023,145,17477
2023,146,15253
2023,147,6216
2023,148,7457
2023,149,1534
2023,150,6959
2023,151,10711
2023,152,3862
2023,153,3587
2023,154,6597
2023,155,7722
2023,156,18673
2023,157,24659
2023,166,9954
2023,167,27285
2023,168,13763
2023,169,30004
2023,172,1888
2023,175,31080
2023,176,55782
2023,177,959
2023,202,9173
2023,203,10729
2023,204,14687
2023,205,24506
2023,206,9503
2023,207,9560
2023,208,13052
2023,209,19560
2023,210,20452
2023,211,3509
2023,212,35197
2023,213,9277
2023,214,13222
2023,215,21141
2023,216,12310
2023,217,7274
2023,218,4356
2023,219,12510
2023,223,3518
2023,224,14889
2023,227,4811
2023,228,8965
2023,229,15755
2023,230,10550
2023,231,6530
2023,232,17661
2023,233,12752
2023,234,18657
2023,235,10302
2023,236,22328
2023,237,21666
2023,239,3713
2023,241,2280
2023,242,11630
2023,244,8711
2023,245,14846
2023,246,14648
2023,247,50344
2023,271,4172
2023,272,6943
2023,273,19131
2023,274,9629
2023,275,9364
2023,276,3257
2023,277,11242
2023,278,20035
2023,280,8972
2023,281,14117
2023,282,6030
2023,283,4430
2023,284,5006
2023,285,8260
2023,286,12075
2023,287,7885
2023,288,9907
2023,289,5417
2023,290,2824
2023,291,5735
2023,292,28314
2023,293,11013
2023,295,2085
2023,296,2144
2023,297,16069
2023,299,8355
2023,301,37857
2023,303,3595
2023,304,10061
2023,305,4553
2023,306,35931
2023,307,33217
2023,308,35947
2023,309,10246
2023,310,6445
2023,311,13905
2023,312,16368
2023,313,16478
2023,314,25488
2023,315,8296
2023,316,9300
2023,317,24857
2023,318,17244
2023,319,30076
2023,320,19611
2023,321,16911
2023,322,4076
2023,323,6359
2023,324,3687
2023,325,4822
2023,326,27867
2023,327,33171
2023,329,10027
2023,332,11507
2023,333,27787
2023,334,14831
2023,335,10785
2023,336,15022
2023,337,3853
2023,338,6075
2023,339,2162
2023,340,1992
2023,341,57971
2023,342,59220
2023,343,33395
2023,344,6321
2023,345,101727
2023,346,14399
2023,348,4648
2023,349,4988
2023,350,20674
2023,351,10428
2023,352,24029
2023,353,10747
2023,354,2896
2023,355,4616
2023,356,40245
2023,357,15042
2023,358,27591
2023,359,10298
2023,360,21477
2023,361,19958
2023,362,11483
2023,363,4655
2023,364,880
2023,380,10145
2023,381,48092
2023,382,41675
2023,383,16639
2023,384,8611
2023,385,6468
2023,386,4094
2023,387,4750
2023,388,4712
2023,389,3164
2023,397,14852
2023,398,71280
2023,399,8096
2023,400,8222
2023,401,8440
2023,402,7065
2023,403,4765
2023,404,4305
2023,405,4849
2023,406,8812
2023,448,44098
2023,449,52760
2023,450,47236
2023,451,95897
2023,452,38364
2023,453,63018
2023,454,41377
2023,455,68529
2023,456,68036
2023,457,20178
2023,458,40143
2023,459,21741
2023,460,33551
2023,462,15121
2023,463,6963
2023,464,33449
2023,465,29330
2023,466,14524
2023,467,21274
2023,468,9235
2023,469,18519
2023,470,30873
2023,471,74911
2023,472,52596
2023,473,62682
2023,474,60359
2023,475,9242
2023,476,57021
2023,477,52038
2023,488,12410
2023,494,36318
2023,495,133700
2023,496,35863
2023,497,14472
2023,498,1651
2023,499,3218
2023,500,22219
2023,501,15461
2023,502,6987
2023,503,9796
2023,504,10740
2023,521,21497
2023,522,10198
2023,523,8345
2023,524,7174
2023,525,5414
2023,526,4971
2023,527,5457
2023,528,5145
2023,529,3376
2023,530,3202
2023,531,3368
2023,532,5189
2023,533,4273
2023,534,3829
2023,535,3295
2023,536,9257
2023,537,5872
2023,538,8764
2023,539,7692
2023,540,8253
2023,541,9860
2023,542,9610
2023,543,11999
2023,544,8940
2023,545,20584
2023,546,43009
2023,547,21395
2023,548,19152
2023,549,29693
2023,550,18228
2023,551,8305
2023,552,30493
2023,553,21018
2023,554,42220
2023,555,26557
2023,556,79355
2023,557,85070
2023,558,33943
2023,559,31473
2023,560,34045
2023,561,27827
2023,562,48709
2023,563,40834
2023,564,39307
2023,565,43581
2023,566,36700
2023,567,27457
2023,568,35852
2023,569,39270
2023,570,38344
2023,571,82586
2023,572,43691
2023,573,54831
2023,574,30982
2023,575,17747
2023,576,30176
2023,577,30093
2023,578,37296
2023,579,32004
2023,580,46352
2023,581,32874
2023,582,15037
2023,583,18501
2023,584,33066
2023,585,15341
2023,586,18672
2023,587,19347
2023,588,25764
2023,589,21814
2023,590,26351
2023,591,10279
2023,592,18624
2023,593,10192
2023,594,8844
2023,595,8017
2023,596,10229
2023,597,16481
2023,598,9853
2023,599,20416
2023,600,6593
2023,601,4147
2023,602,4904
2023,603,26426
2023,604,24031
2023,605,3252
2023,606,2698
2023,607,1823
2023,614,3843
2023,615,4186
2023,626,7473
2023,627,4487
2023,628,4327
2023,629,4300
2023,630,3879
2023,631,3237
2023,632,7200
2023,633,3683
2023,634,3917
2023,636,2698
2023,637,7400
2023,641,4789
2023,651,4589
2023,652,3406
2023,653,6395
2023,654,7976
2023,655,24967
2023,656,13602
2023,657,11379
2023,658,22445
2023,659,23731
2023,660,3993
2023,661,7035
2023,662,12803
2023,663,12830
2023,664,14162
2023,665,36857
2023,666,13879
2023,667,6219
2023,668,13144
2023,669,29683
2023,670,17227
2023,671,46720
2023,672,53688
2023,673,11944
2023,674,17320
2023,675,14851
2023,676,9825
2023,688,2705
2023,689,8557
2023,690,9731
2023,691,24733
2023,692,18482
2023,693,8578
2023,694,28799
2023,695,9587
2023,696,7510
2023,697,5781
2023,698,5746
2023,699,17210
2023,701,2274
2023,702,5450
2023,703,4371
2023,704,3512
2023,730,20788
2023,731,3764
2023,732,3824
2023,733,14104
2023,734,4850
2023,735,2787
2023,736,4704
2023,737,17491
2023,738,12636
2023,739,8161
2023,740,8181
2023,741,3076
2023,742,8223
2023,743,7824
2023,744,5756
2023,745,7091
2023,746,2234
2023,748,4420
2023,749,792
2023,752,2812
2023,753,3514
2023,754,1478
2023,759,1646
2023,765,1606
2023,766,1482
2023,769,7229
2023,770,11432
2023,771,20239
2023,774,2135
2023,775,1219
2023,790,35164
2023,817,4514
2023,820,2567
2023,828,4845
2023,832,10450
2023,833,4665
2023,834,6253
2023,835,5468
2023,836,8972
2023,839,1757
2023,840,1460
2023,841,1719
2023,857,4738
2023,858,10270
2023,859,3360
2023,860,59042
2023,861,74113
2023,862,35740
2023,863,46948
2023,864,19852
2023,865,21157
2023,866,9750
2023,867,1414
2023,868,3792
2023,700,9498
2023,240,15004
2023,850,23312
2023,431,29881
2023,424,33321
2023,796,4573
2023,480,18704
2023,798,5397
2023,428,11446
2023,484,27902
2023,844,154363
2023,367,37053
2023,414,5225
2023,298,39234
2023,779,12139
2023,490,2306
2023,804,3721
2023,639,4490
2023,728,3753
2023,709,3892
2023,777,25423
2023,422,14611
2023,649,8660
2023,420,5833
2023,845,13485
2023,270,5511
2023,788,4037
2023,710,22770
2023,331,14160
2023,376,2059
2023,429,10173
2023,160,3149
2023,165,15409
2023,178,32052
2023,369,50228
2023,648,2910
2023,393,15266
2023,164,9219
2023,706,20109
2023,259,34864
2023,328,19475
2023,416,18556
2023,486,50529
2023,822,11624
2023,483,6874
2023,815,4658
2023,711,7779
2023,635,5881
2023,800,9438
2023,645,5292
2023,444,3710
2023,433,5335
2023,461,22507
2023,392,9820
2023,824,2005
2023,170,5836
2023,220,9346
2023,485,10868
2023,187,1365
2023,222,17529
2023,785,4595
2023,687,2065
2023,708,22899
2023,174,19286
2023,478,14124
2023,783,3731
2023,302,5544
2023,611,4157
2023,616,9980
2023,781,4180
2023,248,22945
2023,772,4826
2023,260,16757
2023,446,9020
2023,184,3188
2023,807,9606
2023,438,8637
2023,791,2137
2023,778,20485
2023,258,10263
2023,685,1194
2023,650,2938
2023,443,20745
2023,440,7796
2023,505,12324
2023,816,7399
2023,830,2180
2023,439,20053
2023,161,2223
2023,418,8166
2023,407,6451
2023,707,10141
2023,412,5366
2023,391,6152
2023,491,9805
2023,427,5691
2023,441,1844
2023,803,3148
2023,370,11525
2023,408,2503
2023,436,8278
2023,612,1706
2023,186,3427
2023,262,6852
2023,684,2571
2023,718,3024
2023,200,3646
2023,801,10605
2023,812,4703
2023,432,5239
2023,257,6004
2023,253,17867
2023,173,18480
2023,268,5344
2023,423,13982
2023,677,8393
2023,638,6764
2023,395,5348
2023,795,8805
2023,482,9915
2023,678,3973
2023,717,494
2023,722,1776
2023,434,4199
2023,366,33316
2023,705,3913
2023,252,1283
2023,182,3803
2023,712,7417
2023,714,6897
2023,851,7310
2023,430,4278
2023,613,5222
2023,394,6149
2023,838,2694
2023,266,2660
2023,162,6091
2023,493,3519
2023,646,2515
2023,683,2872
2023,805,10075
2023,375,6413
2023,158,14563
2023,421,3643
2023,419,2779
2023,869,7292
2023,487,6601
2023,221,2432
2023,799,1871
2023,409,4654
2023,776,5723
2023,374,12785
2023,181,7827
2023,682,3349
2023,847,12128
2023,792,5382
2023,279,2815
2023,809,622
2023,793,6419
2023,640,5919
2023,787,1969
2023,379,4328
2023,729,2814
2023,849,2445
2023,823,6589
2023,330,4091
2023,870,1523
2023,396,4797
2023,417,1306
2023,264,1494
2023,180,3699
