year,region,vacants
2031,169,102627
2031,172,6852
2031,175,104885
2031,176,196311
2031,177,2612
2031,202,13589
2031,203,20951
2031,204,38074
2031,205,74482
2031,206,28756
2031,207,19186
2031,208,39515
2031,209,68900
2031,210,65429
2031,211,5595
2031,212,123054
2031,213,24309
2031,214,29907
2031,215,53586
2031,216,38284
2031,217,23645
2031,218,13198
2031,219,42843
2031,223,10155
2031,224,52885
2031,227,12697
2031,228,17591
2031,229,47115
2031,230,21398
2031,231,13284
2031,232,51825
2031,233,20898
2031,234,46506
2031,235,16363
2031,236,68937
2031,237,76653
2031,239,12526
2031,241,5424
2031,242,35183
2031,244,14758
2031,245,39380
2031,246,27985
2031,247,155263
2031,271,7981
2031,272,18584
2031,273,53051
2031,274,16271
2031,275,27299
2031,276,5189
2031,277,29812
2031,278,67072
2031,280,22536
2031,281,31305
2031,282,13999
2031,283,7640
2031,284,13423
2031,285,18446
2031,286,38470
2031,287,11985
2031,288,15851
2031,289,15275
2031,290,4780
2031,291,9120
2031,292,83495
2031,293,18644
2031,295,7035
2031,296,5907
2031,297,50621
2031,299,30332
2031,301,137290
2031,303,12183
2031,304,32141
2031,305,16256
2031,306,124888
2031,307,112905
2031,308,123855
2031,309,24742
2031,310,12867
2031,311,40993
2031,312,47309
2031,313,42470
2031,314,68688
2031,315,14842
2031,316,16723
2031,317,78940
2031,318,53504
2031,319,89820
2031,320,65741
2031,321,55898
2031,322,10612
2031,323,18863
2031,324,10408
2031,325,16259
2031,326,98713
2031,327,117004
2031,329,33198
2031,332,28836
2031,333,84246
2031,334,21133
2031,335,16537
2031,336,26225
2031,337,6251
2031,338,9694
2031,339,3824
2031,340,3397
2031,341,202211
2031,342,177220
2031,343,87699
2031,344,11116
2031,345,352646
2031,346,43052
2031,348,12955
2031,349,13853
2031,350,74770
2031,351,34533
2031,352,76726
2031,353,25746
2031,354,5298
2031,355,13406
2031,356,140966
2031,357,40623
2031,358,95074
2031,359,31958
2031,360,57345
2031,361,48994
2031,362,31255
2031,363,14452
2031,364,3251
2031,380,33346
2031,381,166803
2031,382,143672
2031,383,55830
2031,384,29740
2031,385,18293
2031,386,9711
2031,387,15795
2031,388,16447
2031,389,10577
2031,397,23242
2031,398,250089
2031,399,15134
2031,400,24112
2031,401,19024
2031,402,23492
2031,403,13891
2031,404,12313
2031,405,16799
2031,406,31910
2031,448,111628
2031,449,117402
2031,450,114755
2031,451,208121
2031,452,127936
2031,453,201243
2031,454,72194
2031,455,231232
2031,456,142803
2031,457,45154
2031,458,57916
2031,459,32835
2031,460,57367
2031,462,50005
2031,463,10081
2031,464,61399
2031,465,40732
2031,466,29533
2031,467,41178
2031,468,16254
2031,469,54102
2031,470,77125
2031,471,132338
2031,472,90487
2031,473,113136
2031,474,113518
2031,475,27292
2031,476,114933
2031,477,96866
2031,488,45018
2031,494,128309
2031,495,481844
2031,496,129189
2031,497,51200
2031,498,5032
2031,499,11546
2031,500,52786
2031,501,52271
2031,502,20962
2031,503,22338
2031,504,21583
2031,521,65970
2031,522,20215
2031,523,14576
2031,524,14876
2031,525,10451
2031,526,10359
2031,527,12814
2031,528,11061
2031,529,6873
2031,530,7457
2031,531,6679
2031,532,13381
2031,533,9929
2031,534,8258
2031,535,5766
2031,536,22758
2031,537,10737
2031,538,18131
2031,539,13345
2031,540,16194
2031,541,22346
2031,542,18603
2031,543,30396
2031,544,15590
2031,545,49442
2031,546,134486
2031,547,55991
2031,548,46554
2031,549,89183
2031,550,43504
2031,551,13383
2031,552,89302
2031,553,50637
2031,554,125884
2031,555,46822
2031,556,231014
2031,557,264664
2031,558,55323
2031,559,49642
2031,560,54756
2031,561,40221
2031,562,75100
2031,563,57979
2031,564,60115
2031,565,74970
2031,566,51872
2031,567,41824
2031,568,51624
2031,569,79250
2031,570,55654
2031,571,194503
2031,572,65841
2031,573,94132
2031,574,43879
2031,575,25435
2031,576,43207
2031,577,42575
2031,578,53155
2031,579,45516
2031,580,68163
2031,581,69799
2031,582,22217
2031,583,27739
2031,584,50715
2031,585,22449
2031,586,26672
2031,587,27572
2031,588,40266
2031,589,31571
2031,590,37447
2031,591,18648
2031,592,50463
2031,593,21257
2031,594,16343
2031,595,15937
2031,596,26302
2031,597,48512
2031,598,27240
2031,599,38165
2031,600,10645
2031,601,6747
2031,602,7664
2031,603,54699
2031,604,76413
2031,605,6676
2031,606,5145
2031,607,4470
2031,614,12799
2031,615,13430
2031,626,21935
2031,627,9072
2031,628,8859
2031,629,9594
2031,630,12548
2031,631,10338
2031,632,23290
2031,633,11970
2031,634,12792
2031,636,9008
2031,637,25316
2031,641,16949
2031,651,9298
2031,652,5590
2031,653,17662
2031,654,18194
2031,655,84299
2031,656,43155
2031,657,37713
2031,658,77692
2031,659,78121
2031,660,9366
2031,661,21112
2031,662,38964
2031,663,42037
2031,664,42513
2031,665,125472
2031,666,45855
2031,667,18581
2031,668,38040
2031,669,80134
2031,670,59564
2031,671,163372
2031,672,185280
2031,673,40109
2031,674,61042
2031,675,52120
2031,676,34651
2031,688,6005
2031,689,26597
2031,690,26882
2031,691,74166
2031,692,54295
2031,693,13131
2031,694,87935
2031,695,16981
2031,696,24190
2031,697,21103
2031,698,19124
2031,699,47004
2031,701,4214
2031,702,16632
2031,703,13509
2031,704,13205
2031,730,30717
2031,731,6045
2031,732,6059
2031,733,20396
2031,734,7434
2031,735,4544
2031,736,7335
2031,737,25523
2031,738,18609
2031,739,11852
2031,740,11992
2031,741,5115
2031,742,12069
2031,743,11701
2031,744,10111
2031,745,11620
2031,746,3921
2031,748,7550
2031,749,2053
2031,752,4970
2031,753,5939
2031,754,2928
2031,759,3241
2031,765,3083
2031,766,3162
2031,769,24873
2031,770,40629
2031,771,69610
2031,774,7388
2031,775,3808
2031,790,124560
2031,817,15955
2031,820,6117
2031,828,15994
2031,832,34043
2031,833,15984
2031,834,23002
2031,835,18797
2031,836,30793
2031,839,6097
2031,840,4589
2031,841,4266
2031,857,8854
2031,858,17036
2031,859,5160
2031,860,202692
2031,861,217627
2031,862,66578
2031,863,79861
2031,864,39059
2031,865,34298
2031,866,22863
2031,867,2555
2031,868,7591
2031,700,35426
2031,240,53960
2031,850,84588
2031,431,108225
2031,424,120413
2031,796,16605
2031,480,67473
2031,798,18663
2031,428,40960
2031,484,101559
2031,844,564580
2031,367,136215
2031,414,18520
2031,298,141790
2031,779,43554
2031,490,8299
2031,804,13391
2031,639,15994
2031,728,13797
2031,709,13941
2031,777,89576
2031,422,52601
2031,649,31020
2031,420,20655
2031,845,49647
2031,270,20717
2031,788,14582
2031,710,83470
2031,331,50648
2031,376,7319
2031,429,36212
2031,160,11204
2031,165,54831
2031,178,115984
2031,369,185269
2031,648,10723
2031,393,53335
2031,164,33079
2031,706,73651
2031,259,126704
2031,328,70173
2031,416,67140
2031,486,181880
2031,822,42570
2031,483,25272
2031,815,17099
2031,711,28359
2031,635,21049
2031,800,34106
2031,645,19196
2031,444,13172
2031,433,19484
2031,461,81132
2031,392,35189
2031,824,7282
2031,170,20976
2031,220,33428
2031,485,38757
2031,187,5324
2031,222,63393
2031,785,16398
2031,687,7361
2031,708,83458
2031,174,69678
2031,478,49381
2031,783,13204
2031,302,20611
2031,611,15426
2031,616,36587
2031,781,15306
2031,248,82359
2031,772,16874
2031,260,61670
2031,446,33250
2031,184,11427
2031,807,35257
2031,438,31022
2031,791,7475
2031,778,72569
2031,258,37417
2031,685,4529
2031,650,11151
2031,443,74761
2031,440,27684
2031,505,44053
2031,816,27146
2031,830,7594
2031,439,73112
2031,161,8309
2031,418,29530
2031,407,23358
2031,707,37248
2031,412,19561
2031,391,22067
2031,491,36022
2031,427,20588
2031,441,6647
2031,803,11838
2031,370,42472
2031,408,9604
2031,436,29832
2031,612,6061
2031,186,12648
2031,262,25536
2031,684,9089
2031,718,11264
2031,200,12805
2031,801,37945
2031,812,17258
2031,432,18611
2031,257,22006
2031,253,66172
2031,173,67347
2031,268,20085
2031,423,50923
2031,677,30517
2031,638,24158
2031,395,18987
2031,795,30995
2031,482,36265
2031,678,14447
2031,717,1842
2031,722,6390
2031,434,14693
2031,366,120373
2031,705,14909
2031,252,4743
2031,182,13550
2031,712,27844
2031,714,25351
2031,851,27174
2031,430,15781
2031,613,18839
2031,394,22010
2031,838,9975
2031,266,9723
2031,162,21766
2031,493,13216
2031,646,9524
2031,683,10438
2031,805,37056
2031,375,22648
2031,158,50978
2031,421,13409
2031,419,10290
2031,869,26615
2031,487,23625
2031,221,8706
2031,799,6952
2031,409,17017
2031,776,20611
2031,374,47131
2031,181,28360
2031,682,11921
2031,847,43946
2031,792,19593
2031,279,10124
2031,809,2345
2031,793,22994
2031,640,21903
2031,787,7372
2031,379,15624
2031,729,10253
2031,849,8921
2031,823,23890
2031,330,14524
2031,870,5503
2031,396,17089
2031,417,4709
2031,264,5589
2031,180,13161
2031,435,12078
2031,347,10746
2031,226,8088
2031,185,13624
2031,410,23573
2031,855,5887
2031,856,6551
2031,806,8457
2031,794,32340
2031,159,27989
2031,251,8870
2031,425,10956
2031,198,8681
2031,193,10386
2031,238,18111
2031,846,9993
2031,829,8252
2031,767,825
2031,197,12393
2031,647,9580
2031,810,6560
2031,426,7671
2031,826,6950
2031,189,4591
2031,489,10484
2031,479,11649
2031,300,19816
2031,715,14423
2031,378,15427
2031,789,12095
2031,255,6718
2031,643,9471
2031,195,8441
2031,802,21446
2031,716,5006
2031,411,7898
2031,263,3116
2031,642,21183
2031,481,26680
2031,163,9095
2031,179,24117
2031,445,7782
2031,727,5552
2031,721,5785
2031,183,22754
2031,373,11765
2031,201,15096
2031,719,6683
2031,371,10735
2031,842,2709
2031,680,11296
2031,814,9115
2031,415,6586
2031,853,7753
2031,437,10158
2031,608,9018
2031,720,9364
2031,188,5522
2031,679,4435
2031,256,17633
2031,194,7181
2031,269,21328
2031,442,8637
2031,843,15353
2031,681,4439
2031,837,4681
2031,267,9416
2031,797,6856
2031,813,3438
2031,852,9971
2031,413,8729
2031,368,10950
2031,390,9094
2031,265,7978
2031,377,28484
2031,191,2916
2031,171,2247
2031,447,9004
2031,818,5628
2031,848,9684
2031,780,4491
2031,492,11234
2031,773,6095
2031,644,6059
2031,811,4691
2031,713,13817
2031,609,2363
2031,819,7592
2031,808,6102
2031,249,6855
2031,782,3689
2031,827,2954
2031,225,5077
2031,294,4017
2031,751,905
2031,199,3657
2031,784,7236
2031,854,10751
2031,825,5865
2031,254,6684
2031,372,727
2031,724,3018
2031,750,1133
2031,723,6775
2031,686,6597
2031,726,5037
2031,192,1376
2031,768,1336
2031,725,997
2031,190,1858
2031,196,761
2031,365,1884
2031,261,992
2031,610,1436
2031,747,595
2031,250,983
2031,786,2714
2031,243,925
2031,821,1041
2031,831,347
2032,1,120806
2032,2,143908
2032,3,151961
2032,4,252776
2032,5,216006
2032,6,75342
2032,7,107011
2032,8,120301
2032,9,134237
2032,10,93386
2032,11,136008
2032,12,78394
2032,13,33345
2032,14,28901
2032,15,21032
2032,16,30506
2032,17,44381
2032,18,26404
2032,19,29706
2032,20,35019
2032,21,25876
2032,22,30486
2032,23,47020
2032,24,31569
2032,25,13747
2032,26,71089
2032,27,44080
2032,28,63444
2032,29,47920
2032,30,54962
2032,31,161050
2032,32,50229
2032,33,87401
2032,34,23880
2032,35,49779
2032,36,41773
2032,37,47080
2032,38,8681
2032,39,22065
2032,40,21755
2032,41,49217
2032,42,52032
2032,43,63658
2032,44,45940
2032,45,36512
2032,46,9909
2032,47,16498
2032,48,15466
2032,49,70476
2032,50,25909
2032,51,54207
2032,52,31328
2032,53,62927
2032,54,37153
2032,55,69998
2032,56,43559
2032,57,47654
2032,58,34987
2032,59,55540
2032,60,87981
2032,61,65948
2032,62,27823
2032,63,40942
2032,64,27215
2032,65,63199
2032,66,21024
2032,67,18412
2032,68,51035
2032,69,159620
2032,70,26774
2032,71,23126
2032,72,40624
2032,73,74295
2032,74,13873
2032,75,23904
2032,76,118633
2032,77,132186
2032,78,36999
2032,79,219516
2032,80,108607
2032,81,214976
2032,82,400645
2032,83,23214
2032,84,94641
2032,85,44501
2032,86,43721
2032,87,109696
2032,88,36293
2032,89,103872
2032,90,25627
2032,91,16219
2032,92,14286
2032,93,25029
2032,94,64028
2032,95,55060
2032,96,90805
2032,97,73346
2032,98,52492
2032,99,47779
2032,100,149707
2032,101,47274
2032,102,8104
2032,103,36247
2032,104,51089
2032,105,67731
2032,106,12194
2032,107,84403
2032,108,135685
2032,109,77733
2032,110,33386
2032,111,28452
2032,112,74310
2032,113,50910
2032,114,65564
2032,115,64215
2032,116,33626
2032,117,57556
2032,118,98197
2032,119,237496
2032,120,173119
2032,121,138178
2032,122,466169
2032,123,137509
2032,124,285777
2032,125,270317
2032,126,130038
2032,127,39476
2032,128,65129
2032,129,75802
2032,130,84444
2032,131,173769
2032,132,94114
2032,133,66716
2032,134,32878
2032,135,60278
2032,136,98310
2032,137,128809
2032,138,238075
2032,139,154164
2032,140,52954
2032,141,62457
2032,142,52070
2032,143,95789
2032,144,148127
2032,145,41205
2032,146,39391
2032,147,14032
2032,148,18224
2032,149,3076
2032,150,23185
2032,151,34107
2032,152,13306
2032,153,12837
2032,154,24872
2032,155,26221
2032,156,68538
2032,157,96506
2032,166,36026
2032,167,109485
2032,168,52077
2032,169,114815
2032,172,7673
2032,175,117355
2032,176,220096
2032,177,2877
2032,202,14194
2032,203,22520
2032,204,41818
2032,205,82645
2032,206,31930
2032,207,20680
2032,208,43931
2032,209,77192
2032,210,72904
2032,211,5897
2032,212,137746
2032,213,26761
2032,214,32619
2032,215,58831
2032,216,42652
2032,217,26340
2032,218,14683
2032,219,47967
2032,223,11249
2032,224,59279
2032,227,13980
2032,228,18950
2032,229,52358
2032,230,23128
2032,231,14345
2032,232,57520
2032,233,22103
2032,234,51005
2032,235,17263
2032,236,76732
2032,237,85972
2032,239,14060
2032,241,5923
2032,242,39168
2032,244,15697
2032,245,43427
2032,246,30055
2032,247,172428
2032,271,8560
2032,272,20501
2032,273,58658
2032,274,17238
2032,275,30256
2032,276,5473
2032,277,32846
2032,278,74959
2032,280,24707
2032,281,34064
2032,282,15213
2032,283,8110
2032,284,14775
2032,285,20101
2032,286,42783
2032,287,12565
2032,288,16689
2032,289,16879
2032,290,5056
2032,291,9589
2032,292,92402
2032,293,19767
2032,295,7843
2032,296,6534
2032,297,56417
2032,299,34094
2032,301,154172
2032,303,13604
2032,304,35778
2032,305,18254
2032,306,139777
2032,307,126115
2032,308,138546
2032,309,27080
2032,310,13882
2032,311,45414
2032,312,52412
2032,313,46672
2032,314,75746
2032,315,15855
2032,316,17838
2032,317,87875
2032,318,59512
2032,319,99697
2032,320,73483
2032,321,62451
2032,322,11680
2032,323,20957
2032,324,11513
2032,325,18188
2032,326,110680
2032,327,131096
2032,329,37105
2032,332,31663
2032,333,93575
2032,334,21981
2032,335,17365
2032,336,27923
2032,337,6593
2032,338,10228
2032,339,4092
2032,340,3606
2032,341,226472
2032,342,196701
2032,343,96690
2032,344,11880
2032,345,394530
2032,346,47757
2032,348,14290
2032,349,15300
2032,350,84051
2032,351,38600
2032,352,85516
2032,353,28222
2032,354,5659
2032,355,14857
2032,356,157951
2032,357,44832
2032,358,106486
2032,359,35564
2032,360,63219
2032,361,53691
2032,362,34553
2032,363,16084
2032,364,3649
2032,380,37212
2032,381,186584
2032,382,160580
2032,383,62360
2032,384,33264
2032,385,20228
2032,386,10614
2032,387,17613
2032,388,18399
2032,389,11809
2032,397,24444
2032,398,279972
2032,399,16212
2032,400,26722
2032,401,20709
2032,402,26244
2032,403,15363
2032,404,13670
2032,405,18791
2032,406,35846
2032,448,122543
2032,449,127801
2032,450,125792
2032,451,226098
2032,452,143098
2032,453,224458
2032,454,76906
2032,455,258406
2032,456,154730
2032,457,49213
2032,458,60326
2032,459,34382
2032,460,60907
2032,462,55803
2032,463,10508
2032,464,65750
2032,465,42206
2032,466,31870
2032,467,44251
2032,468,17338
2032,469,59919
2032,470,84624
2032,471,141019
2032,472,96162
2032,473,120811
2032,474,121744
2032,475,30296
2032,476,124126
2032,477,103712
2032,488,50622
2032,494,143644
2032,495,540401
2032,496,144908
2032,497,57465
2032,498,5599
2032,499,12928
2032,500,57766
2032,501,58442
2032,502,23252
2032,503,24342
2032,504,23287
2032,521,73398
2032,522,21838
2032,523,15559
2032,524,16069
2032,525,11219
2032,526,11218
2032,527,14009
2032,528,12015
2032,529,7429
2032,530,8161
2032,531,7212
2032,532,14695
2032,533,10850
2032,534,8930
2032,535,6148
2032,536,24993
2032,537,11494
2032,538,19628
2032,539,14220
2032,540,17419
2032,541,24436
2032,542,20022
2032,543,33396
2032,544,16583
2032,545,54096
2032,546,149698
2032,547,61683
2032,548,51046
2032,549,98949
2032,550,47599
2032,551,14127
2032,552,99022
2032,553,55461
2032,554,139643
2032,555,49885
2032,556,255977
2032,557,294543
2032,558,58482
2032,559,52345
2032,560,57862
2032,561,41907
2032,562,78855
2032,563,60290
2032,564,63018
2032,565,79731
2032,566,53932
2032,567,43827
2032,568,53782
2032,569,85485
2032,570,57974
2032,571,212523
2032,572,68966
2032,573,100042
2032,574,45633
2032,575,26479
2032,576,45025
2032,577,44264
2032,578,55294
2032,579,47379
2032,580,71133
2032,581,75676
2032,582,23200
2032,583,28953
2032,584,53194
2032,585,23409
2032,586,27785
2032,587,28637
2032,588,42328
2032,589,32914
2032,590,38916
2032,591,19900
2032,592,55577
2032,593,23001
2032,594,17522
2032,595,17214
2032,596,28956
2032,597,53822
2032,598,30154
2032,599,40879
2032,600,11225
2032,601,7116
2032,602,8048
2032,603,59225
2032,604,85190
2032,605,7244
2032,606,5514
2032,607,4895
2032,614,14328
2032,615,14952
2032,626,24361
2032,627,9779
2032,628,9570
2032,629,10423
2032,630,13985
2032,631,11543
2032,632,25939
2032,633,13332
2032,634,14250
2032,636,10071
2032,637,28322
2032,641,18994
2032,651,10094
2032,652,5903
2032,653,19536
2032,654,19855
2032,655,94284
2032,656,48081
2032,657,42105
2032,658,87020
2032,659,87194
2032,660,10226
2032,661,23467
2032,662,43275
2032,663,46881
2032,664,47242
2032,665,140499
2032,666,51250
2032,667,20638
2032,668,42189
2032,669,88457
2032,670,66555
2032,671,182896
2032,672,207132
2032,673,44787
2032,674,68359
2032,675,58311
2032,676,38749
2032,688,6547
2032,689,29621
2032,690,29687
2032,691,82399
2032,692,60280
2032,693,13765
2032,694,97916
2032,695,18109
2032,696,27019
2032,697,23771
2032,698,21435
2032,699,51998
2032,701,4513
2032,702,18502
2032,703,15081
2032,704,14851
2032,730,32114
2032,731,6373
2032,732,6383
2032,733,21250
2032,734,7810
2032,735,4814
2032,736,7722
2032,737,26631
2032,738,19431
2032,739,12371
2032,740,12538
2032,741,5415
2032,742,12600
2032,743,12254
2032,744,10773
2032,745,12268
2032,746,4192
2032,748,8000
2032,749,2257
2032,752,5307
2032,753,6314
2032,754,3159
2032,759,3493
2032,765,3317
2032,766,3419
2032,769,27833
2032,770,45528
2032,771,77893
2032,774,8279
2032,775,4247
2032,790,139446
2032,817,17886
2032,820,6684
2032,828,17885
2032,832,38006
2032,833,17887
2032,834,25861
2032,835,21042
2032,836,34500
2032,839,6852
2032,840,5128
2032,841,4685
2032,857,9499
2032,858,18022
2032,859,5408
2032,860,226529
2032,861,241186
2032,862,71328
2032,863,84871
2032,864,42043
2032,865,36178
2032,866,24959
2032,867,2739
2032,868,8180
2032,700,39878
2032,240,60526
2032,850,95017
2032,431,121379
2032,424,135015
2032,796,18645
2032,480,75634
2032,798,20917
2032,428,45845
2032,484,113944
2032,844,634565
2032,367,153184
2032,414,20783
2032,298,158945
2032,779,48835
2032,490,9277
2032,804,15059
2032,639,17956
2032,728,15492
2032,709,15637
2032,777,100226
2032,422,58893
2032,649,34747
2032,420,23104
2032,845,55816
2032,270,23332
2032,788,16370
2032,710,93716
2032,331,56770
2032,376,8201
2032,429,40568
2032,160,12544
2032,165,61381
2032,178,130057
2032,369,208286
2032,648,12043
2032,393,59664
2032,164,37043
2032,706,82786
2032,259,142315
2032,328,78696
2032,416,75333
2032,486,204091
2032,822,47827
2032,483,28343
2032,815,19152
2032,711,31848
2032,635,23620
2032,800,38227
2032,645,21527
2032,444,14817
2032,433,21830
2032,461,90860
2032,392,39484
2032,824,8182
2032,170,23571
2032,220,37470
2032,485,43481
2032,187,5988
2032,222,71093
2032,785,18372
2032,687,8253
2032,708,93677
2032,174,78098
2032,478,55190
2032,783,14789
2032,302,23178
2032,611,17341
2032,616,41101
2032,781,17157
2032,248,92259
2032,772,18918
2032,260,69265
2032,446,37365
2032,184,12778
2032,807,39677
2032,438,34801
2032,791,8378
2032,778,81288
2032,258,42005
2032,685,5083
2032,650,12533
2032,443,83930
2032,440,31075
2032,505,49466
2032,816,30535
2032,830,8510
2032,439,82133
2032,161,9316
2032,418,33138
2032,407,26191
2032,707,41836
2032,412,21925
2032,391,24680
2032,491,40462
2032,427,23125
2032,441,7484
2032,803,13336
2032,370,47786
2032,408,10811
2032,436,33432
2032,612,6807
2032,186,14156
2032,262,28741
2032,684,10196
2032,718,12670
2032,200,14319
2032,801,42513
2032,812,19410
2032,432,20882
2032,257,24695
2032,253,74328
2032,173,75520
2032,268,22603
2032,423,57133
2032,677,34189
2032,638,27098
2032,395,21321
2032,795,34624
2032,482,40794
2032,678,16186
2032,717,2079
2032,722,7176
2032,434,16434
2032,366,135156
2032,705,16809
2032,252,5352
2032,182,15198
2032,712,31303
2032,714,28436
2032,851,30501
2032,430,17721
2032,613,21164
2032,394,24617
2032,838,11229
2032,266,10937
2032,162,24328
2032,493,14877
2032,646,10708
2032,683,11729
2032,805,41616
2032,375,25389
2032,158,57013
2032,421,15058
2032,419,11550
2032,869,29865
2032,487,26477
2032,221,9762
2032,799,7832
2032,409,19107
2032,776,23112
2032,374,52890
2032,181,31815
2032,682,13388
2032,847,49331
2032,792,22021
2032,279,11330
2032,809,2618
2032,793,25780
2032,640,24573
2032,787,8305
2032,379,17537
2032,729,11517
2032,849,10039
2032,823,26818
2032,330,16319
2032,870,6186
2032,396,19154
2032,417,5292
2032,264,6274
2032,180,14762
2032,435,13522
2032,347,11993
2032,226,9105
2032,185,15213
2032,410,26458
2032,855,6645
2032,856,7364
2032,806,9506
2032,794,36309
2032,159,31401
2032,251,9971
2032,425,12294
2032,198,9694
2032,193,11630
2032,238,20277
2032,846,11239
2032,829,9265
2032,767,937
2032,197,13878
2032,647,10765
2032,810,7349
2032,426,8588
2032,826,7801
2032,189,5126
2032,489,11760
2032,479,13118
2032,300,22281
2032,715,16183
2032,378,17347
2032,789,13577
2032,255,7527
2032,643,10602
2032,195,9488
2032,802,24058
2032,716,5617
2032,411,8847
2032,263,3487
2032,642,23745
2032,481,29894
2032,163,10266
2032,179,27116
2032,445,8712
2032,727,6252
2032,721,6484
2032,183,25548
2032,373,13189
2032,201,16915
2032,719,7529
2032,371,12035
2032,842,3032
2032,680,12677
2032,814,10239
2032,415,7410
2032,853,8757
2032,437,11420
2032,608,10139
2032,720,10538
2032,188,6200
2032,679,4961
2032,256,19779
2032,194,8073
2032,269,23943
2032,442,9707
2032,843,17242
2032,681,4978
2032,837,5242
2032,267,10575
2032,797,7697
2032,813,3868
2032,852,11222
2032,413,9792
2032,368,12364
2032,390,10202
2032,265,8993
2032,377,31950
2032,191,3291
2032,171,2531
2032,447,10156
2032,818,6319
2032,848,10865
2032,780,5045
2032,492,12628
2032,773,6821
2032,644,6766
2032,811,5246
2032,713,15513
2032,609,2661
2032,819,8518
2032,808,6848
2032,249,7740
2032,782,4142
2032,827,3322
2032,225,5687
2032,294,4526
2032,751,1032
2032,199,4109
2032,784,8084
2032,854,12119
2032,825,6606
2032,254,7512
2032,372,811
2032,724,3409
2032,750,1281
2032,723,7585
2032,686,7409
2032,726,5654
2032,192,1550
2032,768,1510
2032,725,1127
2032,190,2070
2032,196,855
2032,365,2134
2032,261,1112
2032,610,1608
2032,747,663
2032,250,1128
2032,786,3049
2032,243,1040
2032,821,1178
2032,831,387
2033,1,131482
2033,2,157460
2033,3,166132
2033,4,277745
2033,5,237024
2033,6,80245
2033,7,115279
2033,8,129665
2033,9,145378
2033,10,99650
2033,11,146910
2033,12,82193
2033,13,34658
2033,14,31169
2033,15,21965
2033,16,32641
2033,17,48051
2033,18,27881
2033,19,31362
2033,20,36998
2033,21,27322
2033,22,32158
2033,23,50651
2033,24,33079
2033,25,14418
2033,26,77370
2033,27,47874
2033,28,68960
2033,29,51159
2033,30,59309
2033,31,177374
2033,32,54170
2033,33,94734
2033,34,24855
2033,35,52439
2033,36,43665
2033,37,50316
2033,38,9091
2033,39,22959
2033,40,22699
2033,41,52635
2033,42,55069
2033,43,68714
2033,44,49544
2033,45,38736
2033,46,10374
2033,47,17294
2033,48,16187
2033,49,76949
2033,50,27259
2033,51,58601
2033,52,33502
2033,53,68714
2033,54,39861
2033,55,76716
2033,56,46404
2033,57,51373
2033,58,37477
2033,59,59609
2033,60,96554
2033,61,72290
2033,62,29251
2033,63,43930
2033,64,28822
2033,65,68658
2033,66,22047
2033,67,19247
2033,68,54488
2033,69,175483
2033,70,28199
2033,71,24188
2033,72,42501
2033,73,77760
2033,74,14479
2033,75,24859
2033,76,125062
2033,77,141436
2033,78,38505
2033,79,239451
2033,80,116725
2033,81,234608
2033,82,440515
2033,83,24224
2033,84,103723
2033,85,47581
2033,86,45681
2033,87,119566
2033,88,37635
2033,89,108924
2033,90,28302
2033,91,17849
2033,92,15510
2033,93,27352
2033,94,70523
2033,95,60397
2033,96,100005
2033,97,80628
2033,98,57574
2033,99,49923
2033,100,163365
2033,101,49243
2033,102,8516
2033,103,37673
2033,104,53861
2033,105,70694
2033,106,12763
2033,107,91016
2033,108,146387
2033,109,85834
2033,110,36499
2033,111,31021
2033,112,81934
2033,113,55383
2033,114,71853
2033,115,70039
2033,116,36259
2033,117,60194
2033,118,104782
2033,119,258386
2033,120,188509
2033,121,150986
2033,122,515249
2033,123,151258
2033,124,316800
2033,125,297221
2033,126,140021
2033,127,41019
2033,128,67817
2033,129,80942
2033,130,89415
2033,131,191662
2033,132,101921
2033,133,71982
2033,134,34168
2033,135,65028
2033,136,107167
2033,137,141917
2033,138,263129
2033,139,171009
2033,140,58610
2033,141,69209
2033,142,57485
2033,143,105270
2033,144,163849
2033,145,44656
2033,146,42987
2033,147,15143
2033,148,19821
2033,149,3313
2033,150,25645
2033,151,37615
2033,152,14774
2033,153,14254
2033,154,27681
2033,155,28968
2033,156,76029
2033,157,107410
2033,166,39999
2033,167,122011
2033,168,57969
2033,169,127749
2033,172,8549
2033,175,130566
2033,176,245332
2033,177,3169
2033,202,14833
2033,203,24198
2033,204,45839
2033,205,91296
2033,206,35264
2033,207,22237
2033,208,48593
2033,209,85948
2033,210,80839
2033,211,6213
2033,212,153327
2033,213,29381
2033,214,35492
2033,215,64403
2033,216,47286
2033,217,29224
2033,218,16260
2033,219,53433
2033,223,12423
2033,224,66073
2033,227,15356
2033,228,20385
2033,229,57889
2033,230,24927
2033,231,15435
2033,232,63537
2033,233,23367
2033,234,55755
2033,235,18219
2033,236,85013
2033,237,95906
2033,239,15673
2033,241,6452
2033,242,43400
2033,244,16647
2033,245,47719
2033,246,32203
2033,247,190557
2033,271,9178
2033,272,22567
2033,273,64604
2033,274,18253
2033,275,33376
2033,276,5784
2033,277,36067
2033,278,83303
2033,280,27026
2033,281,37002
2033,282,16504
2033,283,8615
2033,284,16192
2033,285,21852
2033,286,47322
2033,287,13177
2033,288,17584
2033,289,18566
2033,290,5353
2033,291,10093
2033,292,101795
2033,293,20931
2033,295,8704
2033,296,7187
2033,297,62580
2033,299,38072
2033,301,172075
2033,303,15115
2033,304,39600
2033,305,20382
2033,306,155553
2033,307,140096
2033,308,154092
