person,household,autos,avs,homeZone,jobZone,timeCar
1868546,243,1,0,754,873,9.723845378469983
4533712,382,1,0,4844,2531,97.5157284995667
814,386,2,0,3508,3510,2.1475863463482407
845,400,0,0,3568,2190,49.75400578824362
1363164,400,0,0,3568,3602,6.916938090282868
940,447,1,0,646,904,16.236403266739458
1306,627,0,0,142,512,119.72164772536647
4533068,627,0,0,142,3677,59.91449622506013
4475866,885,1,0,4507,4547,8.635881468078454
1880,904,1,0,110,350,18.804556211143183
5479569,904,1,0,110,2561,73.75683993311334
2261,1089,1,0,1514,1499,9.416891279619753
2304,1102,3,0,3508,2819,13.832720851656267
5151712,1500,0,0,265,17,14.116500740489936
3250,1542,2,0,2449,2452,1.073850124145186
845252,1542,2,0,2449,4587,65.82097505534342
3442,1628,2,0,408,404,3.3148605492046044
3589,1696,1,0,3665,4404,27.112927682237082
4553436,1796,2,0,2720,2700,4.222131889974602
3921,1851,1,0,155,2072,120.00894956751945
4745912,2011,1,0,12,490,60.91354785465949
4504074,2011,1,0,12,1809,74.4172650027928
940949,2016,3,0,2993,2599,7.0386487798024975
4815766,2140,2,0,239,222,6.4366267262801555
4855104,2140,2,0,239,3073,62.21307715584838
4507016,2197,2,0,307,4666,80.69620361551134
4553573,2197,2,0,307,1130,25.833183883184635
4723,2237,2,0,1741,921,34.500352643205524
4533708,2237,2,0,1741,2752,9.91474309597949
4559725,2310,3,0,1997,4326,12.839507244344592
4049223,2407,2,0,4529,3195,16.625686152536886
4594223,2415,1,0,31,4551,130.4504510096877
5214,2481,1,0,3556,2687,15.366477778221997
5286,2513,1,0,2381,2385,9.214100034930622
5611,2673,2,0,1586,2595,32.43049626221618
5545768,2673,2,0,1586,1582,5.321173630547249
5671,2704,2,0,3228,3553,9.301637414702782
2711472,2704,2,0,3228,395,61.5171628628162
4798586,2818,1,0,3577,1045,56.703242564748265
4770749,2818,1,0,3577,3568,3.8702216656699724
5940,2834,1,0,178,962,74.40670687211762
2963500,2834,1,0,178,2056,70.69835091070041
6080,2897,1,0,164,194,6.856971573068404
4647400,3044,1,0,301,1905,46.79713501457215
4987787,3045,1,0,2532,1110,59.38123976665077
4533585,3061,1,0,2278,2318,6.205313004131434
4702575,3242,1,0,2659,4764,57.798979196930546
4787396,3242,1,0,2659,2565,61.33751339502966
7083,3377,2,0,4262,4176,5.14189009897303
616231,3377,2,0,4262,3726,10.797933903230842
4878118,3474,1,0,3038,2939,4.2833944008828135
4709228,3517,1,0,432,446,115.66219895370256
4847591,3550,1,0,907,531,19.093100191857836
7587,3607,1,0,907,4694,79.30368607359911
3103006,3607,1,0,907,919,3.181093206640132
7729,3672,1,0,2127,2078,10.59686418702422
74713,3757,2,0,2266,2265,2.2721426553276616
3190162,3757,2,0,2266,3850,58.65679719379053
4232527,3844,1,0,4251,3300,20.245428016280858
8106,3853,1,0,4450,1342,36.68326948704192
1496336,3853,1,0,4450,4819,34.92382027242177
4792699,4073,1,0,2375,2375,5.548433524129608
8606,4085,2,0,3573,3485,4.396697164116024
5018745,4085,2,0,3573,1156,44.955838831193795
9077,4299,0,0,3997,3992,2.4011973843301653
4942847,4309,1,0,3737,4702,47.52194783916669
5090103,4309,1,0,3737,3502,12.951626980640018
9171,4347,2,0,3000,3105,10.594782507052393
9172,4347,2,0,3000,3869,26.106464798491107
5007949,4432,1,0,3323,3615,7.058386615864765
4450430,4631,0,0,2016,4637,87.96130403032173
5048365,4979,1,0,730,525,15.336231363835699
5153408,4979,1,0,730,2402,34.098316037528576
10669,5060,1,0,4096,2428,4.94575760752261
4607787,5159,2,0,4509,4507,1.0647263484512224
897563,5352,3,0,297,69,129.98717539919392
278449,5352,3,0,297,171,114.2958706324241
11446,5420,2,0,2936,3459,10.330649215085698
12394,5874,0,0,932,832,3.477535402810584
12395,5874,0,0,932,1014,17.665980022063682
12815,6077,0,0,2628,2599,20.34398703820425
4408212,6127,1,0,673,627,19.213902668565304
12997,6172,0,0,2334,2344,61.3831637111721
4009628,6172,0,0,2334,1064,63.6990879936413
13276,6294,1,0,4260,4080,7.977706453960551
13710,6488,2,0,320,1167,24.18372776212679
4627106,6582,2,0,151,87,34.04140341802971
5370831,6592,3,0,3089,3692,10.247246320012103
14273,6767,1,0,4615,4728,4.965853193704831
14441,6846,0,0,3420,1956,15.18249898893458
14932,7077,0,0,171,3737,55.51928903073507
4718634,7077,0,0,171,4610,78.85783498943808
4536704,7214,2,0,689,832,9.617120860008617
15735,7451,2,0,1413,230,51.95689752458281
5482259,7451,2,0,1413,1416,1.0458627738468447
15787,7476,2,0,134,284,17.82390684607714
3192700,7563,1,0,3064,3490,10.400714917551946
16078,7602,1,0,2109,3986,59.72888723973538
4733063,7602,1,0,2109,2168,11.230996520573353
2761621,7654,2,0,4262,4593,21.584889795965378
16375,7736,2,0,306,185,7.385370310303855
16388,7742,1,0,319,326,6.146468379409513
17407,8228,1,0,1,7,0.0
17513,8280,1,0,164,182,4.703714443492815
17621,8339,2,0,298,5,37.41426327778166
4994404,8339,2,0,298,2672,58.31813128882234
5121111,8339,2,0,298,1142,37.87055928081639
4971140,8339,2,0,298,2705,58.137813682472974
17748,8391,3,0,1860,3711,14.553567027335824
17895,8461,1,0,1283,1085,8.059473861351762
18033,8516,1,0,2787,2229,35.05926510534197
18553,8767,2,0,4653,4649,4.185615223458262
4985506,8826,1,0,2557,2643,7.184360087510504
4654004,8863,1,0,992,962,6.740832939453503
19059,9006,1,0,131,126,3.6782710066509634
5141127,9011,1,0,649,1210,58.49767255272685
19146,9048,1,0,3191,68,124.24653495640827
2864165,9048,1,0,3191,3192,62.688432209284294
5352510,9048,1,0,3191,4503,50.04475063041409
19168,9056,1,0,4660,1263,52.932563580385676
3586937,9056,1,0,4660,4694,14.657852624346681
3491625,9108,1,0,61,5,15.925541025061952
20385,9629,2,0,314,327,6.4886927171644855
20712,9791,2,0,74,74,5.568535835880817
20713,9791,2,0,74,288,97.25778120089332
5226478,9791,2,0,74,79,18.81596410171393
20739,9803,3,0,216,347,8.272745105931124
20740,9803,3,0,216,190,3.238538207516952
4744081,9803,3,0,216,4770,97.35022901106835
4782093,9822,1,0,1113,4551,103.68098135299988
5133615,9822,1,0,1113,1115,4.061680747242098
20991,9927,2,0,707,7,49.842304321074636
3224931,9927,2,0,707,4305,49.09372333353555
21311,10076,0,0,906,1917,44.414158972562596
5280227,10076,0,0,906,2233,91.32395644949284
5091418,10259,3,0,3908,346,51.922673896381575
5253801,10304,2,0,1233,2404,16.60885842795002
4732293,10320,1,0,4686,4684,3.3765255263448126
