year,type,count
2015,SIZE_2_INC_LOW,9899
2015,SIZE_3_INC_LOW,2295
2015,SIZE_4_INC_LOW,1549
2015,SIZE_1_INC_MEDIUM,10071
2015,SIZE_2_INC_MEDIUM,15324
2015,SIZE_3_INC_MEDIUM,6304
2015,SIZE_4_INC_MEDIUM,5711
2015,SIZE_1_INC_HIGH,1281
2015,SIZE_2_INC_HIGH,5478
2015,SIZE_3_INC_HIGH,4537
2015,SIZE_4_INC_HIGH,5096
2015,SIZE_1_INC_VERY_HIGH,488
2015,SIZE_2_INC_VERY_HIGH,2353
2015,SIZE_3_INC_VERY_HIGH,2051
2015,SIZE_4_INC_VERY_HIGH,3796
2016,SIZE_1_INC_LOW,30162
2016,SIZE_2_INC_LOW,9866
2016,SIZE_3_INC_LOW,2281
2016,SIZE_4_INC_LOW,1562
2016,SIZE_1_INC_MEDIUM,10092
2016,SIZE_2_INC_MEDIUM,15214
2016,SIZE_3_INC_MEDIUM,6168
2016,SIZE_4_INC_MEDIUM,5531
2016,SIZE_1_INC_HIGH,1290
2016,SIZE_2_INC_HIGH,5560
2016,SIZE_3_INC_HIGH,4689
2016,SIZE_4_INC_HIGH,5298
2016,SIZE_1_INC_VERY_HIGH,476
2016,SIZE_2_INC_VERY_HIGH,2369
2016,SIZE_3_INC_VERY_HIGH,2120
2016,SIZE_4_INC_VERY_HIGH,3895
2017,SIZE_1_INC_LOW,30278
2017,SIZE_2_INC_LOW,9937
2017,SIZE_3_INC_LOW,2249
2017,SIZE_4_INC_LOW,1544
2017,SIZE_1_INC_MEDIUM,10090
2017,SIZE_2_INC_MEDIUM,15093
2017,SIZE_3_INC_MEDIUM,6073
2017,SIZE_4_INC_MEDIUM,5376
2017,SIZE_1_INC_HIGH,1297
2017,SIZE_2_INC_HIGH,5701
2017,SIZE_3_INC_HIGH,4829
2017,SIZE_4_INC_HIGH,5498
2017,SIZE_1_INC_VERY_HIGH,477
2017,SIZE_2_INC_VERY_HIGH,2372
2017,SIZE_3_INC_VERY_HIGH,2200
2017,SIZE_4_INC_VERY_HIGH,3962
2018,SIZE_1_INC_LOW,30502
2018,SIZE_2_INC_LOW,9902
2018,SIZE_3_INC_LOW,2243
2018,SIZE_4_INC_LOW,1521
2018,SIZE_1_INC_MEDIUM,10123
2018,SIZE_2_INC_MEDIUM,15035
2018,SIZE_3_INC_MEDIUM,5948
2018,SIZE_4_INC_MEDIUM,5218
2018,SIZE_1_INC_HIGH,1249
2018,SIZE_2_INC_HIGH,5844
2018,SIZE_3_INC_HIGH,5026
2018,SIZE_4_INC_HIGH,5607
2018,SIZE_1_INC_VERY_HIGH,477
2018,SIZE_2_INC_VERY_HIGH,2394
2018,SIZE_3_INC_VERY_HIGH,2265
2018,SIZE_4_INC_VERY_HIGH,4090
2019,SIZE_1_INC_LOW,30774
2019,SIZE_2_INC_LOW,9889
2019,SIZE_3_INC_LOW,2267
2019,SIZE_4_INC_LOW,1532
2019,SIZE_1_INC_MEDIUM,10180
2019,SIZE_2_INC_MEDIUM,15071
2019,SIZE_3_INC_MEDIUM,5827
2019,SIZE_4_INC_MEDIUM,5116
2019,SIZE_1_INC_HIGH,1245
2019,SIZE_2_INC_HIGH,5918
2019,SIZE_3_INC_HIGH,5142
2019,SIZE_4_INC_HIGH,5722
2019,SIZE_1_INC_VERY_HIGH,466
2019,SIZE_2_INC_VERY_HIGH,2390
2019,SIZE_3_INC_VERY_HIGH,2322
2019,SIZE_4_INC_VERY_HIGH,4144
2020,SIZE_1_INC_LOW,30985
2020,SIZE_2_INC_LOW,9698
2020,SIZE_3_INC_LOW,2239
2020,SIZE_4_INC_LOW,1521
2020,SIZE_1_INC_MEDIUM,10246
2020,SIZE_2_INC_MEDIUM,15157
2020,SIZE_3_INC_MEDIUM,5825
2020,SIZE_4_INC_MEDIUM,4948
2020,SIZE_1_INC_HIGH,1234
2020,SIZE_2_INC_HIGH,6067
2020,SIZE_3_INC_HIGH,5281
2020,SIZE_4_INC_HIGH,5830
2020,SIZE_1_INC_VERY_HIGH,471
2020,SIZE_2_INC_VERY_HIGH,2410
2020,SIZE_3_INC_VERY_HIGH,2381
2020,SIZE_4_INC_VERY_HIGH,4230
2021,SIZE_1_INC_LOW,31226
2021,SIZE_2_INC_LOW,9697
2021,SIZE_3_INC_LOW,2197
2021,SIZE_4_INC_LOW,1460
2021,SIZE_1_INC_MEDIUM,10297
2021,SIZE_2_INC_MEDIUM,15253
2021,SIZE_3_INC_MEDIUM,5792
2021,SIZE_4_INC_MEDIUM,4834
2021,SIZE_1_INC_HIGH,1220
2021,SIZE_2_INC_HIGH,6082
2021,SIZE_3_INC_HIGH,5295
2021,SIZE_4_INC_HIGH,5966
2021,SIZE_1_INC_VERY_HIGH,453
2021,SIZE_2_INC_VERY_HIGH,2419
2021,SIZE_3_INC_VERY_HIGH,2461
2021,SIZE_4_INC_VERY_HIGH,4319
2022,SIZE_1_INC_LOW,31519
2022,SIZE_2_INC_LOW,9765
2022,SIZE_3_INC_LOW,2329
2022,SIZE_4_INC_LOW,1448
2022,SIZE_1_INC_MEDIUM,10403
2022,SIZE_2_INC_MEDIUM,15198
2022,SIZE_3_INC_MEDIUM,5682
2022,SIZE_4_INC_MEDIUM,4718
2022,SIZE_1_INC_HIGH,1244
2022,SIZE_2_INC_HIGH,6143
2022,SIZE_3_INC_HIGH,5422
2022,SIZE_4_INC_HIGH,5961
2022,SIZE_1_INC_VERY_HIGH,451
2022,SIZE_2_INC_VERY_HIGH,2390
2022,SIZE_3_INC_VERY_HIGH,2521
2022,SIZE_4_INC_VERY_HIGH,4438
2023,SIZE_1_INC_LOW,31657
2023,SIZE_2_INC_LOW,9805
2023,SIZE_3_INC_LOW,2280
2023,SIZE_4_INC_LOW,1427
2023,SIZE_1_INC_MEDIUM,10641
2023,SIZE_2_INC_MEDIUM,15198
2023,SIZE_3_INC_MEDIUM,5629
2023,SIZE_4_INC_MEDIUM,4665
2023,SIZE_1_INC_HIGH,1261
2023,SIZE_2_INC_HIGH,6305
2023,SIZE_3_INC_HIGH,5474
2023,SIZE_4_INC_HIGH,6019
2023,SIZE_1_INC_VERY_HIGH,443
2023,SIZE_2_INC_VERY_HIGH,2426
2023,SIZE_3_INC_VERY_HIGH,2646
2023,SIZE_4_INC_VERY_HIGH,4452
2024,SIZE_1_INC_LOW,31922
2024,SIZE_2_INC_LOW,9733
2024,SIZE_3_INC_LOW,2306
2024,SIZE_4_INC_LOW,1350
2024,SIZE_1_INC_MEDIUM,10735
2024,SIZE_2_INC_MEDIUM,15268
2024,SIZE_3_INC_MEDIUM,5655
2024,SIZE_4_INC_MEDIUM,4546
2024,SIZE_1_INC_HIGH,1255
2024,SIZE_2_INC_HIGH,6404
2024,SIZE_3_INC_HIGH,5551
2024,SIZE_4_INC_HIGH,6036
2024,SIZE_1_INC_VERY_HIGH,442
2024,SIZE_2_INC_VERY_HIGH,2436
2024,SIZE_3_INC_VERY_HIGH,2680
2024,SIZE_4_INC_VERY_HIGH,4594
2025,SIZE_1_INC_LOW,32325
2025,SIZE_2_INC_LOW,9729
2025,SIZE_3_INC_LOW,2277
2025,SIZE_4_INC_LOW,1316
2025,SIZE_1_INC_MEDIUM,10788
2025,SIZE_2_INC_MEDIUM,15182
2025,SIZE_3_INC_MEDIUM,5692
2025,SIZE_4_INC_MEDIUM,4466
2025,SIZE_1_INC_HIGH,1247
2025,SIZE_2_INC_HIGH,6561
2025,SIZE_3_INC_HIGH,5628
2025,SIZE_4_INC_HIGH,6042
2025,SIZE_1_INC_VERY_HIGH,417
2025,SIZE_2_INC_VERY_HIGH,2407
2025,SIZE_3_INC_VERY_HIGH,2797
2025,SIZE_4_INC_VERY_HIGH,4669
2026,SIZE_1_INC_LOW,32483
2026,SIZE_2_INC_LOW,9788
2026,SIZE_3_INC_LOW,2302
2026,SIZE_4_INC_LOW,1289
2026,SIZE_1_INC_MEDIUM,10886
2026,SIZE_2_INC_MEDIUM,15241
2026,SIZE_3_INC_MEDIUM,5722
2026,SIZE_4_INC_MEDIUM,4388
2026,SIZE_1_INC_HIGH,1260
2026,SIZE_2_INC_HIGH,6619
2026,SIZE_3_INC_HIGH,5701
2026,SIZE_4_INC_HIGH,6071
2026,SIZE_1_INC_VERY_HIGH,419
2026,SIZE_2_INC_VERY_HIGH,2406
2026,SIZE_3_INC_VERY_HIGH,2906
2026,SIZE_4_INC_VERY_HIGH,4696
2027,SIZE_1_INC_LOW,32618
2027,SIZE_2_INC_LOW,9804
2027,SIZE_3_INC_LOW,2320
2027,SIZE_4_INC_LOW,1258
2027,SIZE_1_INC_MEDIUM,11095
2027,SIZE_2_INC_MEDIUM,15417
2027,SIZE_3_INC_MEDIUM,5652
2027,SIZE_4_INC_MEDIUM,4289
2027,SIZE_1_INC_HIGH,1281
2027,SIZE_2_INC_HIGH,6738
2027,SIZE_3_INC_HIGH,5756
2027,SIZE_4_INC_HIGH,6102
2027,SIZE_1_INC_VERY_HIGH,404
2027,SIZE_2_INC_VERY_HIGH,2422
2027,SIZE_3_INC_VERY_HIGH,2975
2027,SIZE_4_INC_VERY_HIGH,4777
2028,SIZE_1_INC_LOW,32895
2028,SIZE_2_INC_LOW,9824
2028,SIZE_3_INC_LOW,2299
2028,SIZE_4_INC_LOW,1245
2028,SIZE_1_INC_MEDIUM,11165
2028,SIZE_2_INC_MEDIUM,15402
2028,SIZE_3_INC_MEDIUM,5686
2028,SIZE_4_INC_MEDIUM,4247
2028,SIZE_1_INC_HIGH,1306
2028,SIZE_2_INC_HIGH,6975
2028,SIZE_3_INC_HIGH,5869
2028,SIZE_4_INC_HIGH,6066
2028,SIZE_1_INC_VERY_HIGH,391
2028,SIZE_2_INC_VERY_HIGH,2404
2028,SIZE_3_INC_VERY_HIGH,3002
2028,SIZE_4_INC_VERY_HIGH,4850
2029,SIZE_1_INC_LOW,33138
2029,SIZE_2_INC_LOW,9929
2029,SIZE_3_INC_LOW,2289
2029,SIZE_4_INC_LOW,1195
2029,SIZE_1_INC_MEDIUM,11293
2029,SIZE_2_INC_MEDIUM,15460
2029,SIZE_3_INC_MEDIUM,5743
2029,SIZE_4_INC_MEDIUM,4196
2029,SIZE_1_INC_HIGH,1309
2029,SIZE_2_INC_HIGH,7059
2029,SIZE_3_INC_HIGH,5962
2029,SIZE_4_INC_HIGH,6128
2029,SIZE_1_INC_VERY_HIGH,388
2029,SIZE_2_INC_VERY_HIGH,2424
2029,SIZE_3_INC_VERY_HIGH,3017
2029,SIZE_4_INC_VERY_HIGH,4846
2030,SIZE_1_INC_LOW,33282
2030,SIZE_2_INC_LOW,9831
2030,SIZE_3_INC_LOW,2271
2030,SIZE_4_INC_LOW,1171
2030,SIZE_1_INC_MEDIUM,11407
2030,SIZE_2_INC_MEDIUM,15639
2030,SIZE_3_INC_MEDIUM,5752
2030,SIZE_4_INC_MEDIUM,4093
2030,SIZE_1_INC_HIGH,1288
2030,SIZE_2_INC_HIGH,7224
2030,SIZE_3_INC_HIGH,6059
2030,SIZE_4_INC_HIGH,6089
2030,SIZE_1_INC_VERY_HIGH,375
2030,SIZE_2_INC_VERY_HIGH,2431
2030,SIZE_3_INC_VERY_HIGH,3087
2030,SIZE_4_INC_VERY_HIGH,4951
2031,SIZE_1_INC_LOW,33508
2031,SIZE_2_INC_LOW,9903
2031,SIZE_3_INC_LOW,2266
2031,SIZE_4_INC_LOW,1149
2031,SIZE_1_INC_MEDIUM,11431
2031,SIZE_2_INC_MEDIUM,15698
2031,SIZE_3_INC_MEDIUM,5877
2031,SIZE_4_INC_MEDIUM,3963
2031,SIZE_1_INC_HIGH,1280
2031,SIZE_2_INC_HIGH,7391
2031,SIZE_3_INC_HIGH,6100
2031,SIZE_4_INC_HIGH,6117
2031,SIZE_1_INC_VERY_HIGH,364
2031,SIZE_2_INC_VERY_HIGH,2442
2031,SIZE_3_INC_VERY_HIGH,3120
2031,SIZE_4_INC_VERY_HIGH,4999
2032,SIZE_1_INC_LOW,33639
2032,SIZE_2_INC_LOW,9909
2032,SIZE_3_INC_LOW,2263
2032,SIZE_4_INC_LOW,1119
2032,SIZE_1_INC_MEDIUM,11439
2032,SIZE_2_INC_MEDIUM,15871
2032,SIZE_3_INC_MEDIUM,5912
2032,SIZE_4_INC_MEDIUM,3881
2032,SIZE_1_INC_HIGH,1284
2032,SIZE_2_INC_HIGH,7476
2032,SIZE_3_INC_HIGH,6254
2032,SIZE_4_INC_HIGH,6137
2032,SIZE_1_INC_VERY_HIGH,350
2032,SIZE_2_INC_VERY_HIGH,2446
2032,SIZE_3_INC_VERY_HIGH,3126
2032,SIZE_4_INC_VERY_HIGH,5041
2033,SIZE_1_INC_LOW,33869
2033,SIZE_2_INC_LOW,9923
2033,SIZE_3_INC_LOW,2264
2033,SIZE_4_INC_LOW,1062
2033,SIZE_1_INC_MEDIUM,11531
2033,SIZE_2_INC_MEDIUM,15977
2033,SIZE_3_INC_MEDIUM,5915
2033,SIZE_4_INC_MEDIUM,3859
2033,SIZE_1_INC_HIGH,1293
2033,SIZE_2_INC_HIGH,7671
2033,SIZE_3_INC_HIGH,6414
2033,SIZE_4_INC_HIGH,6069
2033,SIZE_1_INC_VERY_HIGH,348
2033,SIZE_2_INC_VERY_HIGH,2488
2033,SIZE_3_INC_VERY_HIGH,3191
2033,SIZE_4_INC_VERY_HIGH,5076
2034,SIZE_1_INC_LOW,34137
2034,SIZE_2_INC_LOW,10028
2034,SIZE_3_INC_LOW,2260
2034,SIZE_4_INC_LOW,1062
2034,SIZE_1_INC_MEDIUM,11737
2034,SIZE_2_INC_MEDIUM,16024
2034,SIZE_3_INC_MEDIUM,6027
2034,SIZE_4_INC_MEDIUM,3809
2034,SIZE_1_INC_HIGH,1303
2034,SIZE_2_INC_HIGH,7779
2034,SIZE_3_INC_HIGH,6455
2034,SIZE_4_INC_HIGH,6036
2034,SIZE_1_INC_VERY_HIGH,346
2034,SIZE_2_INC_VERY_HIGH,2448
2034,SIZE_3_INC_VERY_HIGH,3224
2034,SIZE_4_INC_VERY_HIGH,5108
2035,SIZE_1_INC_LOW,34269
2035,SIZE_2_INC_LOW,10024
2035,SIZE_3_INC_LOW,2231
2035,SIZE_4_INC_LOW,1029
2035,SIZE_1_INC_MEDIUM,11825
2035,SIZE_2_INC_MEDIUM,16097
2035,SIZE_3_INC_MEDIUM,6202
2035,SIZE_4_INC_MEDIUM,3742
2035,SIZE_1_INC_HIGH,1278
2035,SIZE_2_INC_HIGH,8007
2035,SIZE_3_INC_HIGH,6489
2035,SIZE_4_INC_HIGH,6012
2035,SIZE_1_INC_VERY_HIGH,340
2035,SIZE_2_INC_VERY_HIGH,2463
2035,SIZE_3_INC_VERY_HIGH,3248
2035,SIZE_4_INC_VERY_HIGH,5140
2036,SIZE_1_INC_LOW,34358
2036,SIZE_2_INC_LOW,10162
2036,SIZE_3_INC_LOW,2287
2036,SIZE_4_INC_LOW,972
2036,SIZE_1_INC_MEDIUM,11917
2036,SIZE_2_INC_MEDIUM,16263
2036,SIZE_3_INC_MEDIUM,6150
2036,SIZE_4_INC_MEDIUM,3723
2036,SIZE_1_INC_HIGH,1316
2036,SIZE_2_INC_HIGH,8013
2036,SIZE_3_INC_HIGH,6648
2036,SIZE_4_INC_HIGH,6033
2036,SIZE_1_INC_VERY_HIGH,337
2036,SIZE_2_INC_VERY_HIGH,2489
2036,SIZE_3_INC_VERY_HIGH,3243
2036,SIZE_4_INC_VERY_HIGH,5154
2037,SIZE_1_INC_LOW,34625
2037,SIZE_2_INC_LOW,10031
2037,SIZE_3_INC_LOW,2320
2037,SIZE_4_INC_LOW,966
2037,SIZE_1_INC_MEDIUM,11965
2037,SIZE_2_INC_MEDIUM,16548
2037,SIZE_3_INC_MEDIUM,6215
2037,SIZE_4_INC_MEDIUM,3678
2037,SIZE_1_INC_HIGH,1307
2037,SIZE_2_INC_HIGH,8245
2037,SIZE_3_INC_HIGH,6637
2037,SIZE_4_INC_HIGH,6006
2037,SIZE_1_INC_VERY_HIGH,331
2037,SIZE_2_INC_VERY_HIGH,2461
2037,SIZE_3_INC_VERY_HIGH,3303
2037,SIZE_4_INC_VERY_HIGH,5171
2038,SIZE_1_INC_LOW,34868
2038,SIZE_2_INC_LOW,10027
2038,SIZE_3_INC_LOW,2318
2038,SIZE_4_INC_LOW,967
2038,SIZE_1_INC_MEDIUM,12146
2038,SIZE_2_INC_MEDIUM,16606
2038,SIZE_3_INC_MEDIUM,6271
2038,SIZE_4_INC_MEDIUM,3670
2038,SIZE_1_INC_HIGH,1337
2038,SIZE_2_INC_HIGH,8382
2038,SIZE_3_INC_HIGH,6739
2038,SIZE_4_INC_HIGH,5939
2038,SIZE_1_INC_VERY_HIGH,327
2038,SIZE_2_INC_VERY_HIGH,2484
2038,SIZE_3_INC_VERY_HIGH,3295
2038,SIZE_4_INC_VERY_HIGH,5212
2039,SIZE_1_INC_LOW,35054
2039,SIZE_2_INC_LOW,10049
2039,SIZE_3_INC_LOW,2340
2039,SIZE_4_INC_LOW,943
2039,SIZE_1_INC_MEDIUM,12251
2039,SIZE_2_INC_MEDIUM,16709
2039,SIZE_3_INC_MEDIUM,6269
2039,SIZE_4_INC_MEDIUM,3578
2039,SIZE_1_INC_HIGH,1337
2039,SIZE_2_INC_HIGH,8638
2039,SIZE_3_INC_HIGH,6830
2039,SIZE_4_INC_HIGH,5982
2039,SIZE_1_INC_VERY_HIGH,332
2039,SIZE_2_INC_VERY_HIGH,2407
2039,SIZE_3_INC_VERY_HIGH,3350
2039,SIZE_4_INC_VERY_HIGH,5256
2040,SIZE_1_INC_LOW,35157
2040,SIZE_2_INC_LOW,10156
2040,SIZE_3_INC_LOW,2247
2040,SIZE_4_INC_LOW,924
2040,SIZE_1_INC_MEDIUM,12369
2040,SIZE_2_INC_MEDIUM,16838
2040,SIZE_3_INC_MEDIUM,6316
2040,SIZE_4_INC_MEDIUM,3583
2040,SIZE_1_INC_HIGH,1331
2040,SIZE_2_INC_HIGH,8752
2040,SIZE_3_INC_HIGH,6917
2040,SIZE_4_INC_HIGH,6075
2040,SIZE_1_INC_VERY_HIGH,331
2040,SIZE_2_INC_VERY_HIGH,2315
2040,SIZE_3_INC_VERY_HIGH,3372
2040,SIZE_4_INC_VERY_HIGH,5216
2041,SIZE_1_INC_LOW,35363
2041,SIZE_2_INC_LOW,10108
2041,SIZE_3_INC_LOW,2239
2041,SIZE_4_INC_LOW,902
2041,SIZE_1_INC_MEDIUM,12626
2041,SIZE_2_INC_MEDIUM,16928
2041,SIZE_3_INC_MEDIUM,6323
2041,SIZE_4_INC_MEDIUM,3573
2041,SIZE_1_INC_HIGH,1363
2041,SIZE_2_INC_HIGH,8939
2041,SIZE_3_INC_HIGH,6969
2041,SIZE_4_INC_HIGH,6105
2041,SIZE_1_INC_VERY_HIGH,327
2041,SIZE_2_INC_VERY_HIGH,2239
2041,SIZE_3_INC_VERY_HIGH,3401
2041,SIZE_4_INC_VERY_HIGH,5259
2042,SIZE_1_INC_LOW,35619
2042,SIZE_2_INC_LOW,10096
2042,SIZE_3_INC_LOW,2241
2042,SIZE_4_INC_LOW,910
2042,SIZE_1_INC_MEDIUM,12730
2042,SIZE_2_INC_MEDIUM,17004
2042,SIZE_3_INC_MEDIUM,6338
2042,SIZE_4_INC_MEDIUM,3578
2042,SIZE_1_INC_HIGH,1376
2042,SIZE_2_INC_HIGH,9149
2042,SIZE_3_INC_HIGH,6955
2042,SIZE_4_INC_HIGH,6094
2042,SIZE_1_INC_VERY_HIGH,334
2042,SIZE_2_INC_VERY_HIGH,2251
2042,SIZE_3_INC_VERY_HIGH,3471
2042,SIZE_4_INC_VERY_HIGH,5298
2043,SIZE_1_INC_LOW,35751
2043,SIZE_2_INC_LOW,10259
2043,SIZE_3_INC_LOW,2212
2043,SIZE_4_INC_LOW,888
2043,SIZE_1_INC_MEDIUM,12938
2043,SIZE_2_INC_MEDIUM,17109
2043,SIZE_3_INC_MEDIUM,6260
2043,SIZE_4_INC_MEDIUM,3571
2043,SIZE_1_INC_HIGH,1409
2043,SIZE_2_INC_HIGH,9267
2043,SIZE_3_INC_HIGH,7033
2043,SIZE_4_INC_HIGH,6112
2043,SIZE_1_INC_VERY_HIGH,311
2043,SIZE_2_INC_VERY_HIGH,2221
2043,SIZE_3_INC_VERY_HIGH,3498
2043,SIZE_4_INC_VERY_HIGH,5286
2044,SIZE_1_INC_LOW,35976
2044,SIZE_2_INC_LOW,10325
2044,SIZE_3_INC_LOW,2208
2044,SIZE_4_INC_LOW,913
2044,SIZE_1_INC_MEDIUM,13104
2044,SIZE_2_INC_MEDIUM,17252
2044,SIZE_3_INC_MEDIUM,6302
2044,SIZE_4_INC_MEDIUM,3564
2044,SIZE_1_INC_HIGH,1381
2044,SIZE_2_INC_HIGH,9415
2044,SIZE_3_INC_HIGH,7084
2044,SIZE_4_INC_HIGH,6066
2044,SIZE_1_INC_VERY_HIGH,302
2044,SIZE_2_INC_VERY_HIGH,2194
2044,SIZE_3_INC_VERY_HIGH,3482
2044,SIZE_4_INC_VERY_HIGH,5300
2045,SIZE_1_INC_LOW,36098
2045,SIZE_2_INC_LOW,10358
2045,SIZE_3_INC_LOW,2114
2045,SIZE_4_INC_LOW,929
2045,SIZE_1_INC_MEDIUM,13320
2045,SIZE_2_INC_MEDIUM,17331
2045,SIZE_3_INC_MEDIUM,6319
2045,SIZE_4_INC_MEDIUM,3565
2045,SIZE_1_INC_HIGH,1380
2045,SIZE_2_INC_HIGH,9572
2045,SIZE_3_INC_HIGH,7192
2045,SIZE_4_INC_HIGH,6152
2045,SIZE_1_INC_VERY_HIGH,294
2045,SIZE_2_INC_VERY_HIGH,2202
2045,SIZE_3_INC_VERY_HIGH,3408
2045,SIZE_4_INC_VERY_HIGH,5306
2046,SIZE_1_INC_LOW,36250
2046,SIZE_2_INC_LOW,10200
2046,SIZE_3_INC_LOW,2135
2046,SIZE_4_INC_LOW,939
2046,SIZE_1_INC_MEDIUM,13544
2046,SIZE_2_INC_MEDIUM,17476
2046,SIZE_3_INC_MEDIUM,6346
2046,SIZE_4_INC_MEDIUM,3534
2046,SIZE_1_INC_HIGH,1397
2046,SIZE_2_INC_HIGH,9734
2046,SIZE_3_INC_HIGH,7185
2046,SIZE_4_INC_HIGH,6188
2046,SIZE_1_INC_VERY_HIGH,297
2046,SIZE_2_INC_VERY_HIGH,2162
2046,SIZE_3_INC_VERY_HIGH,3475
2046,SIZE_4_INC_VERY_HIGH,5319
2047,SIZE_1_INC_LOW,36396
2047,SIZE_2_INC_LOW,10180
2047,SIZE_3_INC_LOW,2104
2047,SIZE_4_INC_LOW,963
2047,SIZE_1_INC_MEDIUM,13815
2047,SIZE_2_INC_MEDIUM,17719
2047,SIZE_3_INC_MEDIUM,6307
2047,SIZE_4_INC_MEDIUM,3526
2047,SIZE_1_INC_HIGH,1403
2047,SIZE_2_INC_HIGH,9767
2047,SIZE_3_INC_HIGH,7117
2047,SIZE_4_INC_HIGH,6231
2047,SIZE_1_INC_VERY_HIGH,280
2047,SIZE_2_INC_VERY_HIGH,2155
2047,SIZE_3_INC_VERY_HIGH,3559
2047,SIZE_4_INC_VERY_HIGH,5359
2048,SIZE_1_INC_LOW,36670
2048,SIZE_2_INC_LOW,10212
2048,SIZE_3_INC_LOW,2079
2048,SIZE_4_INC_LOW,937
2048,SIZE_1_INC_MEDIUM,13997
2048,SIZE_2_INC_MEDIUM,17894
2048,SIZE_3_INC_MEDIUM,6335
2048,SIZE_4_INC_MEDIUM,3551
2048,SIZE_1_INC_HIGH,1411
2048,SIZE_2_INC_HIGH,9823
2048,SIZE_3_INC_HIGH,7177
2048,SIZE_4_INC_HIGH,6163
2048,SIZE_1_INC_VERY_HIGH,275
2048,SIZE_2_INC_VERY_HIGH,2164
2048,SIZE_3_INC_VERY_HIGH,3594
2048,SIZE_4_INC_VERY_HIGH,5407
2049,SIZE_1_INC_LOW,36931
2049,SIZE_2_INC_LOW,10140
2049,SIZE_3_INC_LOW,2068
2049,SIZE_4_INC_LOW,937
2049,SIZE_1_INC_MEDIUM,14145
2049,SIZE_2_INC_MEDIUM,17984
2049,SIZE_3_INC_MEDIUM,6412
2049,SIZE_4_INC_MEDIUM,3569
2049,SIZE_1_INC_HIGH,1419
2049,SIZE_2_INC_HIGH,9980
2049,SIZE_3_INC_HIGH,7259
2049,SIZE_4_INC_HIGH,6212
2049,SIZE_1_INC_VERY_HIGH,264
2049,SIZE_2_INC_VERY_HIGH,2149
2049,SIZE_3_INC_VERY_HIGH,3562
2049,SIZE_4_INC_VERY_HIGH,5369
