person,household,autos,avs,homeZone,jobZone,timeCar
3535095,219,2,0,160,4938,95.15096159914113
1868546,243,1,0,997,873,11.293996021849246
803,381,0,0,4233,3898,3.3115331505427092
4533712,382,1,0,146,2531,118.77613166357878
813,386,2,0,3508,253,52.8567731728639
814,386,2,0,3508,3510,2.145252906099813
4681809,386,2,0,3508,4729,43.821425699669575
845,400,0,0,2867,2190,52.306139989074836
1363164,400,0,0,2867,3602,10.165157370208666
940,447,1,0,989,904,17.793369241783452
1030,489,2,0,249,72,11.828184344630184
1031,489,2,0,249,3726,51.43266391410404
4698758,489,2,0,249,4810,81.17663142493438
1306,627,0,0,142,512,115.00178164149378
4533068,627,0,0,142,3677,58.40255968828394
4475866,885,1,0,4507,4547,8.61362172680195
1880,904,2,0,216,350,8.054869905717714
2261,1089,1,0,1809,1499,10.56134492365145
2304,1102,3,0,3508,2819,13.897671225485404
3073,1465,2,0,833,1037,9.799182391621738
3159,1500,0,0,1401,1408,3.1570355280644433
5151712,1500,0,0,1401,17,65.57637985427337
3250,1542,2,0,2449,2452,1.073850124145186
845252,1542,2,0,2449,4587,64.75886788562511
3442,1628,1,0,408,404,3.3148605492046044
3587,1696,1,0,297,1110,104.41282876856725
3589,1696,1,0,297,4404,82.54911688510875
3590,1696,1,0,297,196,110.10426050633481
3798,1796,2,0,2720,3190,29.40657686339394
4553436,1796,2,0,2720,2700,4.882626652455292
3921,1851,1,0,2092,2072,109.02284722712842
940949,2016,3,0,2993,2599,7.1284704201472175
4510,2133,2,0,350,354,5.12116647328027
4426774,2133,2,0,350,832,59.57720351294568
4519,2136,1,0,2093,2322,28.074825781276257
4528,2140,2,0,239,126,19.55615390552066
706628,2140,2,0,239,1077,87.150935512457
4537,2146,1,0,201,184,4.230268563393838
4538,2146,1,0,201,133,7.829249849937151
4634,2197,1,0,204,419,37.6101951224248
4507016,2197,1,0,204,4666,80.48029497597769
4553573,2197,1,0,204,1130,28.624864980033394
4723,2237,2,0,317,921,46.544498363714894
4533708,2237,2,0,317,2752,51.93807015883043
4880,2314,2,0,4260,4451,15.01205794809351
2899700,2314,2,0,4260,4622,37.27701197382679
5065,2407,2,0,2850,1321,21.55097565510035
4049223,2407,2,0,2850,3195,27.155370941369014
5214,2481,1,0,2748,2687,11.541672116225648
5286,2513,1,0,2540,2385,30.483579612582194
5611,2673,3,0,662,2595,48.83912111041548
5670,2704,1,0,3228,1988,10.318477963340472
5671,2704,1,0,3228,3553,9.651904119681058
5672,2704,1,0,3228,474,50.8037118805017
5859,2796,0,0,131,176,9.266634860342553
5940,2834,2,0,178,962,69.12512994504262
2963500,2834,2,0,178,2056,72.70500005351666
6363,3044,1,0,301,323,2.9445234377901217
6368,3045,1,0,104,130,111.88215912276307
3716594,3045,1,0,104,1273,58.008072277309296
4851106,3045,1,0,104,2232,132.2444879870127
4987787,3045,1,0,104,1110,88.31845684433489
4533585,3061,2,0,2296,2318,11.868257393452405
4702575,3242,1,0,4552,4764,93.96008730453323
4787396,3242,1,0,4552,2565,4.94575760752261
6856,3272,2,0,3702,3620,3.359890550344244
7083,3377,2,0,4262,4176,4.958591734295806
7402,3517,1,0,3225,329,48.3889190326577
214238,3517,1,0,3225,3842,15.07349848174581
4709228,3517,1,0,3225,446,63.13594189687628
4847552,3517,1,0,3225,3600,7.758156234083192
7587,3607,1,0,914,4694,82.8326178199083
3103006,3607,1,0,914,919,3.8917581847500213
7648,3635,1,0,2148,2098,6.88082694361207
7728,3672,1,0,2805,3190,23.698213393328842
7729,3672,1,0,2805,2078,55.04826060279071
7865,3741,1,0,1297,1271,5.834509785928821
7866,3741,1,0,1297,2327,64.21517303294222
7896,3757,2,0,2272,3090,33.6059052352759
74713,3757,2,0,2272,2265,101.51264301735561
8084,3844,1,0,514,642,6.714116322383173
4232527,3844,1,0,514,3300,46.38970404303976
8106,3853,1,0,1372,1342,6.507673849107717
8347,3963,3,0,219,1189,22.112034616990606
60074,3963,3,0,219,347,6.572418676628756
4792699,4073,1,0,2211,2375,27.177855558108725
8606,4085,3,0,3573,3485,4.780731667812931
2444660,4085,3,0,3573,3208,8.80258986478481
9077,4299,0,0,3094,3992,9.259289265491377
2981114,4309,1,0,3737,3794,11.583590748330789
4864937,4309,1,0,3737,1253,28.39465172547977
4942847,4309,1,0,3737,4702,46.12471482035847
9147,4334,1,0,194,157,5.731613154237796
9171,4347,2,0,3000,3105,7.835941283265068
9362,4432,1,0,120,133,116.00668680166831
9363,4432,1,0,120,121,111.75108484789574
5007949,4432,1,0,120,3615,62.62546918291415
4450430,4631,0,0,4395,4637,18.68272035010329
10184,4818,1,0,3225,2368,43.975831030892
10509,4979,2,0,515,3303,44.58823243361949
3245121,4979,2,0,515,89,72.80871413492326
5048365,4979,2,0,515,525,12.655887825455405
10669,5060,2,0,4181,2428,70.62135978121465
10670,5060,2,0,4181,4833,38.345628571447925
303574,5060,2,0,4181,3637,9.358912428810557
10718,5083,1,0,3285,199,51.85742076064841
10720,5083,1,0,3285,1365,22.28080333237934
10884,5159,2,0,330,138,19.783378978596193
4607787,5159,2,0,330,4507,76.45778729574947
897562,5352,3,0,297,3593,59.42347013175477
897563,5352,3,0,297,69,128.5205562018274
278449,5352,3,0,297,171,113.40385431076757
11446,5420,2,0,3953,3459,8.52715267672126
1691875,5420,2,0,3953,4723,34.777847714278685
11865,5622,1,0,198,196,1.5482873447189074
12006,5688,1,0,3061,2910,6.7953882337645455
12394,5874,1,0,932,832,3.461958372159946
4627099,5973,1,0,2118,2115,0.9969011013878722
12636,5991,1,0,3511,866,49.44215403066276
12815,6077,0,0,2596,2599,55.50229766205321
12874,6101,1,0,2636,3980,19.712658740173236
4847076,6101,1,0,2636,583,41.41807744032722
4408212,6127,1,0,673,627,21.099550886689517
12997,6172,0,0,97,2344,98.16527699031079
13022,6185,2,0,2288,31,69.10019214248993
2339466,6185,2,0,2288,2310,4.10132694581498
13070,6204,1,0,326,286,10.779195679252432
13276,6294,1,0,3888,4080,7.35533608064167
13710,6488,2,0,320,1167,23.46199696323729
4627106,6582,2,0,151,87,34.20796181818763
14056,6657,2,0,134,189,9.132733992417707
14064,6664,2,0,3461,1161,44.936791715159416
1221934,6664,2,0,3461,1904,12.477568500497425
14273,6767,2,0,2372,4728,95.35533452910956
185870,6767,2,0,2372,2330,14.86040005034065
14441,6846,0,0,222,1956,40.37699850701004
14613,6924,1,0,293,284,14.826448115481192
4718634,7077,2,0,171,4610,76.82159851029101
15122,7165,3,0,243,126,16.97486978728927
4536704,7214,2,0,689,832,9.247071181897264
1531188,7415,2,0,4798,4825,2.3208205081631
15661,7418,1,0,3505,3939,4.372554154181611
15735,7451,2,0,2992,230,62.56523304138894
1313596,7451,2,0,2992,2942,16.146283855350035
15787,7476,2,0,170,284,17.66389940073198
4219741,7476,2,0,170,3754,51.463045559220035
15795,7480,1,0,184,144,2.11040843011815
15955,7554,2,0,2672,857,34.977792213740756
15956,7554,2,0,2672,1577,25.940299278000808
3192700,7563,1,0,3653,3490,9.948734357457457
16078,7602,2,0,3514,3986,6.413579742287644
4733063,7602,2,0,3514,2168,58.79870883395161
4977090,7602,2,0,3514,3881,17.19548681269886
16181,7654,2,0,4262,1099,60.67533962388176
2761621,7654,2,0,4262,4593,24.43258423622677
16292,7698,1,0,4702,1572,112.75142867847778
16375,7736,2,0,3762,185,49.70826695779548
16388,7742,1,0,218,326,9.662500007288873
16389,7742,1,0,218,310,7.1596560899335
4718484,7936,1,0,326,1814,45.974868853498506
17407,8228,1,0,93,7,112.04628093753696
17513,8280,1,0,164,182,4.717957043169372
17621,8339,2,0,298,5,43.38243468813428
4994404,8339,2,0,298,2672,56.65792889249557
5121111,8339,2,0,298,1142,35.067923449854064
17748,8391,3,0,142,3711,56.65676995802921
17895,8461,1,0,173,1085,65.86891697320225
17918,8471,2,0,307,308,3.9914527158228643
18033,8516,1,0,3570,2229,24.680311638647314
18553,8767,2,0,222,4649,66.73346453810954
4985506,8826,1,0,2635,2643,10.779110674290557
18763,8863,2,0,4029,331,58.88497458006223
4486814,8863,2,0,4029,4419,10.961934062801932
19059,9006,1,0,131,126,3.6513025489495705
2144815,9011,2,0,649,567,19.795949984676493
19089,9020,2,0,4188,196,57.433724066270344
19090,9020,2,0,4188,3964,8.22881397884709
19146,9048,2,0,3182,68,79.17364170914104
2864165,9048,2,0,3182,3192,6.770424075486759
