year,region,land
2016,15,17407.384817
2016,1,3275.918392
2016,10,263.879612
2016,6,9020.876886
2016,7,5644.131538
2016,9,5240.844773
2017,5,8368.242831
2017,8,19179.833266
2017,14,7978.913105
2017,11,7454.763898
2017,4,3967.583701
2017,13,1677.787308
2017,12,653.056402
2017,2,7609.087621
2017,3,5764.855854
2017,15,17358.994817
2017,1,3294.278392
2017,10,264.779612
2017,6,9027.666886
2017,7,5646.231538
2017,9,5240.624773
2018,5,8371.652831
2018,8,19184.383266
2018,14,7979.703105
2018,11,7448.833898
2018,4,3968.993701
2018,13,1679.687308
2018,12,652.916402
2018,2,7615.137621
2018,3,5748.045854
2018,15,17367.184817
2018,1,3317.338392
2018,10,266.049612
2018,6,9030.756886
2018,7,5648.201538
2018,9,5227.904773
2019,5,8375.892831
2019,8,19188.613266
2019,14,7980.423105
2019,11,7451.383898
2019,4,3970.493701
2019,13,1681.187308
2019,12,654.126402
2019,2,7623.977621
2019,3,5750.185854
2019,15,17332.354817
2019,1,3340.228392
2019,10,266.699612
2019,6,9035.296886
2019,7,5650.831538
2019,9,5228.144773
2020,5,8381.842831
2020,8,19193.743266
2020,14,7981.543105
2020,11,7453.113898
2020,4,3972.683701
2020,13,1682.357308
2020,12,654.376402
2020,2,7628.557621
2020,3,5750.455854
2020,15,17275.884818
2020,1,3363.448392
2020,10,268.339612
2020,6,9038.686886
2020,7,5653.291538
2020,9,5226.824773
2021,5,8384.592831
2021,8,19197.563266
2021,14,7981.853105
2021,11,7444.963898
2021,4,3973.763701
2021,13,1682.247308
2021,12,655.026402
2021,2,7631.997621
2021,3,5730.865854
2021,15,17284.154818
2021,1,3381.738392
2021,10,268.829612
2021,6,9041.746886
2021,7,5655.481538
2021,9,5212.844773
2022,5,8388.622831
2022,8,19201.293266
2022,14,7983.043105
2022,11,7446.433898
2022,4,3976.173701
2022,13,1683.667308
2022,12,655.216402
2022,2,7638.617621
2022,3,5735.245854
2022,15,17248.104818
2022,1,3405.698392
2022,10,270.319612
2022,6,9046.716886
2022,7,5658.291538
2022,9,5213.724773
2023,5,8394.112831
2023,8,19204.513266
2023,14,7984.243105
2023,11,7448.333898
2023,4,3977.703701
2023,13,1686.037308
2023,12,655.746402
2023,2,7647.067621
2023,3,5737.095854
2023,15,17190.554818
2023,1,3428.098392
2023,10,271.289612
2023,6,9049.826886
2023,7,5660.061538
2023,9,5213.954773
2024,5,8397.652831
2024,8,19209.143266
2024,14,7985.443105
2024,11,7449.503898
2024,4,3979.503701
2024,13,1686.737308
2024,12,656.466402
2024,2,7653.817621
2024,3,5738.625854
2024,15,17142.004818
2024,1,3445.348392
2024,10,273.289612
2024,6,9054.256886
2024,7,5662.151538
2024,9,5212.624773
2025,5,8399.312831
2025,8,19213.943266
2025,14,7985.853105
2025,11,7449.053898
2025,4,3980.483701
2025,13,1687.417308
2025,12,656.686402
2025,2,7660.067621
2025,3,5719.025854
2025,15,17148.994818
2025,1,3463.438392
2025,10,273.569612
2025,6,9059.306886
2025,7,5663.171538
2025,9,5199.644773
2026,5,8402.312831
2026,8,19218.953266
2026,14,7987.133105
2026,11,7450.533898
2026,4,3983.323701
2026,13,1689.127308
2026,12,657.406402
2026,2,7666.807621
2026,3,5723.735854
2026,15,17125.824818
2026,1,3486.798392
2026,10,274.269612
2026,6,9061.816886
2026,7,5664.921538
2026,9,5199.964773
2027,5,8406.182831
2027,8,19222.163266
2027,14,7988.373105
2027,11,7452.463898
2027,4,3984.933701
2027,13,1690.547308
2027,12,658.116402
2027,2,7674.027621
2027,3,5726.005854
2027,15,17071.544818
2027,1,3510.688392
2027,10,275.459612
2027,6,9066.276886
2027,7,5669.581538
2027,9,5201.674773
2028,5,8411.152831
2028,8,19227.343266
2028,14,7990.923105
2028,11,7454.053898
2028,4,3986.493701
2028,13,1692.277308
2028,12,659.116402
2028,2,7682.177621
2028,3,5730.305854
2028,15,17060.964818
2028,1,3530.778392
2028,10,276.429612
2028,6,9069.926886
2028,7,5670.741538
2028,9,5202.564773
2029,5,8414.842831
2029,8,19231.803266
2029,14,7992.963105
2029,11,7454.803898
2029,4,3988.173701
2029,13,1693.577308
2029,12,659.936402
2029,2,7694.057621
2029,3,5733.095854
2029,15,17045.954819
2029,1,3551.148392
2029,10,277.389612
2029,6,9073.616886
2029,7,5674.931538
2029,9,5204.044773
2030,5,8421.602831
2030,8,19235.753266
2030,14,7994.273105
2030,11,7456.303898
2030,4,3990.863701
2030,13,1695.107308
2030,12,660.356402
2030,2,7701.477621
2030,3,5736.435854
2030,15,17033.024819
2030,1,3576.878392
2030,10,277.899612
2030,6,9076.096886
2030,7,5677.251538
2030,9,5204.784773
2031,5,8426.862831
2031,8,19238.243266
2031,14,7994.773105
2031,11,7459.303898
2031,4,3993.293701
2031,13,1696.387308
2031,12,661.856402
2031,2,7709.397621
2031,3,5739.455854
2031,15,17000.604819
2031,1,3595.988392
2031,10,279.199612
2031,6,9078.966886
2031,7,5678.641538
2031,9,5206.134773
2032,5,8432.372831
2032,8,19241.573266
2032,14,7995.643105
2032,11,7459.833898
2032,4,3995.523701
2032,13,1697.397308
2032,12,662.496402
2032,2,7717.867621
2032,3,5742.765854
2032,15,16987.034819
2032,1,3617.388392
2032,10,280.059612
2032,6,9081.666886
2032,7,5680.971538
2032,9,5208.064773
2033,5,8436.562831
2033,8,19245.403266
2033,14,7996.963105
2033,11,7460.973898
2033,4,3997.963701
2033,13,1699.357308
2033,12,663.306402
2033,2,7729.357621
2033,3,5746.835854
2033,15,16975.004819
2033,1,3640.358392
2033,10,281.199612
2033,6,9086.606886
2033,7,5684.101538
2033,9,5209.004773
2034,5,8442.632831
2034,8,19250.183266
2034,14,7998.893105
2034,11,7462.383898
2034,4,4000.743701
2034,13,1703.217308
2034,12,664.156402
2034,2,7736.747621
2034,3,5748.925854
2034,15,16965.604819
2034,1,3659.958392
2034,10,282.439612
2034,6,9092.286886
2034,7,5686.221538
2034,9,5209.864773
2035,5,8448.182831
2035,8,19255.243266
2035,14,8000.113105
2035,11,7464.983898
2035,4,4003.393701
2035,13,1704.957308
2035,12,665.216402
2035,2,7747.457621
2035,3,5754.175854
2035,15,16954.554819
2035,1,3684.288392
2035,10,284.819612
2035,6,9097.216886
2035,7,5689.191538
2035,9,5210.894773
2036,5,8454.172831
2036,8,19260.453266
2036,14,8001.173105
2036,11,7466.463898
2036,4,4005.813701
2036,13,1706.937308
2036,12,666.286402
2036,2,7755.797621
2036,3,5759.185854
2036,15,16912.174819
2036,1,3705.268392
2036,10,287.499612
2036,6,9101.516886
2036,7,5692.181538
2036,9,5213.834773
2037,5,8459.162831
2037,8,19265.213266
2037,14,8002.503105
2037,11,7468.173898
2037,4,4007.693701
2037,13,1709.537308
2037,12,667.546402
2037,2,7763.497621
2037,3,5762.645854
2037,15,16895.424820
2037,1,3730.908392
2037,10,288.509612
2037,6,9104.996886
2037,7,5694.801538
2037,9,5215.824773
2038,5,8465.302831
2038,8,19270.063266
2038,14,8004.753105
2038,11,7469.083898
2038,4,4010.583701
2038,13,1709.967308
2038,12,667.896402
2038,2,7771.787621
2038,3,5766.465854
2038,15,16883.154820
2038,1,3756.578392
2038,10,289.919612
2038,6,9109.796886
2038,7,5697.991538
2038,9,5218.224773
2039,5,8469.802831
2039,8,19273.863266
2039,14,8006.673105
2039,11,7470.453898
2039,4,4014.573701
2039,13,1711.787308
2039,12,668.856402
2039,2,7781.627621
2039,3,5770.255854
2039,15,16873.584820
2039,1,3778.008392
2039,10,291.989612
2039,6,9113.506886
2039,7,5700.681538
2039,9,5219.444773
2040,5,8474.482831
2040,8,19277.353266
2040,14,8008.323105
2040,11,7471.613898
2040,4,4017.513701
2040,13,1713.417308
2040,12,670.356402
2040,2,7791.817621
2040,3,5773.535854
2040,15,16863.434820
2040,1,3798.178392
2040,10,294.349612
2040,6,9116.726886
2040,7,5703.251538
2040,9,5221.564773
2041,5,8480.082831
2041,8,19282.043266
2041,14,8009.673105
2041,11,7473.563898
2041,4,4019.843701
2041,13,1715.117308
2041,12,670.786402
2041,2,7799.217621
2041,3,5778.785854
2041,15,16853.654820
2041,1,3820.538392
2041,10,295.309612
2041,6,9121.856886
2041,7,5704.351538
2041,9,5223.134773
2042,5,8484.072831
2042,8,19286.543266
2042,14,8011.983105
2042,11,7475.983898
2042,4,4022.553701
2042,13,1717.497308
2042,12,671.096402
2042,2,7806.207621
2042,3,5782.585854
2042,15,16847.234820
2042,1,3841.758392
2042,10,296.269612
2042,6,9126.296886
2042,7,5706.831538
2042,9,5225.064773
2043,5,8486.632831
2043,8,19289.393266
2043,14,8013.763105
2043,11,7477.643898
2043,4,4023.603701
2043,13,1719.797308
2043,12,672.226402
2043,2,7815.567621
2043,3,5786.995854
2043,15,16844.074820
2043,1,3864.278392
2043,10,297.759612
2043,6,9128.886886
2043,7,5710.491538
2043,9,5227.424773
2044,5,8490.102831
2044,8,19294.053266
2044,14,8015.363105
2044,11,7479.103898
2044,4,4025.153701
2044,13,1720.927308
2044,12,673.256402
2044,2,7823.177621
2044,3,5790.225854
2044,15,16841.494820
2044,1,3887.548392
2044,10,299.019612
2044,6,9133.076886
2044,7,5713.521538
2044,9,5230.624773
2045,5,8495.852831
2045,8,19299.303266
2045,14,8016.433105
2045,11,7481.273898
2045,4,4027.163701
2045,13,1722.487308
2045,12,673.636402
2045,2,7833.077621
2045,3,5795.015854
2045,15,16837.574820
2045,1,3910.448392
2045,10,300.149612
2045,6,9136.826886
2045,7,5716.391538
2045,9,5233.624773
2046,5,8499.432831
2046,8,19303.263266
2046,14,8018.033105
2046,11,7483.553898
2046,4,4029.973701
2046,13,1724.227308
2046,12,674.196402
2046,2,7842.217621
2046,3,5799.275854
2046,15,16838.094820
2046,1,3935.128392
2046,10,301.429612
2046,6,9140.136886
2046,7,5720.211538
2046,9,5236.504773
2047,5,8502.162831
2047,8,19307.103266
2047,14,8019.383105
2047,11,7484.613898
2047,4,4033.213701
2047,13,1726.627308
2047,12,674.476402
2047,2,7848.807621
2047,3,5803.365854
2047,15,16836.554820
2047,1,3953.538392
2047,10,303.479612
2047,6,9145.256886
2047,7,5722.411538
2047,9,5238.384773
2048,5,8508.852831
2048,8,19309.643266
2048,14,8020.033105
2048,11,7486.853898
2048,4,4036.073701
2048,13,1728.337308
2048,12,674.826402
2048,2,7856.077621
2048,3,5808.295854
2048,15,16838.984820
2048,1,3977.118392
2048,10,303.969612
2048,6,9148.736886
2048,7,5725.921538
2048,9,5239.974773
2049,5,8513.362831
2049,8,19314.023266
2049,14,8021.623105
2049,11,7488.193898
2049,4,4038.273701
2049,13,1730.207308
2049,12,674.856402
2049,2,7865.347621
2049,3,5811.845854
2049,15,16842.224820
2049,1,3998.908392
2049,10,304.909612
2049,6,9152.926886
2049,7,5727.971538
2049,9,5241.384773
